@relation 'LBP_hf Femur Literal ROI '

@attribute File {'Literal Femur of Normal_1.jpg','Literal Femur of Normal_10.jpg','Literal Femur of Normal_11.jpg','Literal Femur of Normal_12.jpg','Literal Femur of Normal_13.jpg','Literal Femur of Normal_14.jpg','Literal Femur of Normal_15.jpg','Literal Femur of Normal_16.jpg','Literal Femur of Normal_17.jpg','Literal Femur of Normal_18.jpg','Literal Femur of Normal_19.jpg','Literal Femur of Normal_2.jpg','Literal Femur of Normal_20.jpg','Literal Femur of Normal_21.jpg','Literal Femur of Normal_22.jpg','Literal Femur of Normal_23.jpg','Literal Femur of Normal_24.jpg','Literal Femur of Normal_25.jpg','Literal Femur of Normal_26.jpg','Literal Femur of Normal_27.jpg','Literal Femur of Normal_28.jpg','Literal Femur of Normal_29.jpg','Literal Femur of Normal_3.jpg','Literal Femur of Normal_30.jpg','Literal Femur of Normal_31.jpg','Literal Femur of Normal_32.jpg','Literal Femur of Normal_33.jpg','Literal Femur of Normal_34.jpg','Literal Femur of Normal_35.jpg','Literal Femur of Normal_36.jpg','Literal Femur of Normal_37.jpg','Literal Femur of Normal_38.jpg','Literal Femur of Normal_39.jpg','Literal Femur of Normal_4.jpg','Literal Femur of Normal_40.jpg','Literal Femur of Normal_41.jpg','Literal Femur of Normal_42.jpg','Literal Femur of Normal_43.jpg','Literal Femur of Normal_44.jpg','Literal Femur of Normal_45.jpg','Literal Femur of Normal_46.jpg','Literal Femur of Normal_47.jpg','Literal Femur of Normal_48.jpg','Literal Femur of Normal_49.jpg','Literal Femur of Normal_5.jpg','Literal Femur of Normal_50.jpg','Literal Femur of Normal_51.jpg','Literal Femur of Normal_52.jpg','Literal Femur of Normal_53.jpg','Literal Femur of Normal_54.jpg','Literal Femur of Normal_55.jpg','Literal Femur of Normal_56.jpg','Literal Femur of Normal_57.jpg','Literal Femur of Normal_58.jpg','Literal Femur of Normal_59.jpg','Literal Femur of Normal_6.jpg','Literal Femur of Normal_60.jpg','Literal Femur of Normal_61.jpg','Literal Femur of Normal_62.jpg','Literal Femur of Normal_63.jpg','Literal Femur of Normal_7.jpg','Literal Femur of Normal_8.jpg','Literal Femur of Normal_9.jpg','Literal Femur of OA_1.jpg','Literal Femur of OA_10.jpg','Literal Femur of OA_11.jpg','Literal Femur of OA_12.jpg','Literal Femur of OA_13.jpg','Literal Femur of OA_14.jpg','Literal Femur of OA_15.jpg','Literal Femur of OA_16.jpg','Literal Femur of OA_17.jpg','Literal Femur of OA_18.jpg','Literal Femur of OA_19.jpg','Literal Femur of OA_2.jpg','Literal Femur of OA_20.jpg','Literal Femur of OA_21.jpg','Literal Femur of OA_22.jpg','Literal Femur of OA_23.jpg','Literal Femur of OA_24.jpg','Literal Femur of OA_25.jpg','Literal Femur of OA_26.jpg','Literal Femur of OA_27.jpg','Literal Femur of OA_28.jpg','Literal Femur of OA_29.jpg','Literal Femur of OA_3.jpg','Literal Femur of OA_30.jpg','Literal Femur of OA_31.jpg','Literal Femur of OA_32.jpg','Literal Femur of OA_33.jpg','Literal Femur of OA_34.jpg','Literal Femur of OA_35.jpg','Literal Femur of OA_36.jpg','Literal Femur of OA_37.jpg','Literal Femur of OA_38.jpg','Literal Femur of OA_39.jpg','Literal Femur of OA_4.jpg','Literal Femur of OA_40.jpg','Literal Femur of OA_41.jpg','Literal Femur of OA_42.jpg','Literal Femur of OA_43.jpg','Literal Femur of OA_44.jpg','Literal Femur of OA_45.jpg','Literal Femur of OA_46.jpg','Literal Femur of OA_47.jpg','Literal Femur of OA_48.jpg','Literal Femur of OA_49.jpg','Literal Femur of OA_5.jpg','Literal Femur of OA_50.jpg','Literal Femur of OA_51.jpg','Literal Femur of OA_52.jpg','Literal Femur of OA_53.jpg','Literal Femur of OA_54.jpg','Literal Femur of OA_55.jpg','Literal Femur of OA_56.jpg','Literal Femur of OA_57.jpg','Literal Femur of OA_58.jpg','Literal Femur of OA_59.jpg','Literal Femur of OA_6.jpg','Literal Femur of OA_60.jpg','Literal Femur of OA_61.jpg','Literal Femur of OA_62.jpg','Literal Femur of OA_63.jpg','Literal Femur of OA_64.jpg','Literal Femur of OA_65.jpg','Literal Femur of OA_66.jpg','Literal Femur of OA_67.jpg','Literal Femur of OA_68.jpg','Literal Femur of OA_7.jpg','Literal Femur of OA_8.jpg','Literal Femur of OA_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {Nor,OA}

@data
'Literal Femur of Normal_21.jpg',0.0838,0.003,0.0302,0.00201,0.0725,0.071,0.0033,0.0068,0.00167,0.00367,0.137,0.0065,0.0192,0.00135,0.0409,0.171,0.00599,0.0484,0.00284,0.000714,0.151,0.00398,0.0242,0.00368,0.00796,0.101,0.00431,0.00635,0.00416,0.00326,0.0754,0.00493,0.0266,0.00403,0.0505,0.0443,0.0597,0.107,Nor
'Literal Femur of Normal_22.jpg',0.0787,0.00319,0.0323,0.00208,0.0705,0.0685,0.00179,0.0079,0.00266,0.00133,0.131,0.0101,0.0193,0.000857,0.0482,0.189,0.0108,0.0686,0.00328,0.0177,0.151,0.00754,0.0293,0.000387,0.0138,0.0974,0.000812,0.00796,0.00473,0.00051,0.0747,0.00445,0.0281,0.00162,0.0484,0.0398,0.0647,0.105,Nor
'Literal Femur of Normal_23.jpg',0.0808,0.00112,0.0187,0.00145,0.0749,0.0617,0.00196,0.00676,0.00233,0.000306,0.134,0.0045,0.0113,0.00287,0.0511,0.156,0.00216,0.0416,0.000295,0.0119,0.153,0.00648,0.0243,0.00622,0.0216,0.111,0.00462,0.00582,0.00335,0.00306,0.0757,0.00247,0.014,0.00221,0.0478,0.0384,0.0762,0.113,Nor
'Literal Femur of Normal_24.jpg',0.0744,0.00101,0.028,0.00066,0.0652,0.0683,0.005,0.00807,0.00293,0.00121,0.14,0.00117,0.0252,0.00541,0.0434,0.193,0.0062,0.072,0.00466,0.00596,0.163,0.00755,0.0346,0.00388,0.0172,0.0918,0.00256,0.0124,0.00198,0.00111,0.0701,0.00119,0.0228,0.00118,0.0493,0.042,0.059,0.0983,Nor
'Literal Femur of Normal_25.jpg',0.0738,0.0023,0.0253,0.00237,0.0662,0.0656,0.0031,0.00529,0.00191,0.00214,0.136,0.00384,0.0189,0.00166,0.0389,0.194,0.0157,0.073,0.00628,0.0157,0.172,0.00556,0.0339,0.00314,0.015,0.0969,0.00585,0.00854,0.0023,0.00102,0.0706,0.00301,0.0243,0.00411,0.0471,0.0382,0.0583,0.0951,Nor
'Literal Femur of Normal_26.jpg',0.0836,0.00375,0.0166,0.00407,0.0738,0.0702,0.00288,0.00657,0.00349,0.00204,0.129,0.00573,0.0072,0.00278,0.0476,0.15,0.00918,0.0296,0.00503,0.0049,0.15,0.0066,0.0113,0.0028,0.00439,0.102,0.00484,0.00953,0.00146,0.00724,0.0815,0.00491,0.0207,0.00215,0.054,0.0486,0.0694,0.116,Nor
'Literal Femur of Normal_27.jpg',0.0824,0.00385,0.0283,0.0027,0.0761,0.0627,0.000967,0.00337,0.00181,0.00275,0.124,0.00555,0.0104,0.0022,0.0474,0.169,0.00846,0.0405,0.00589,0.00235,0.152,0.00566,0.0228,0.00592,0.0217,0.106,0.00163,0.00601,0.00243,0.00133,0.0777,0.00217,0.0186,0.000468,0.0471,0.0402,0.0717,0.114,Nor
'Literal Femur of Normal_28.jpg',0.0802,0.00355,0.0284,0.00254,0.0733,0.0672,0.00247,0.00458,0.00395,0.00051,0.127,0.00655,0.0169,0.00277,0.0403,0.173,0.013,0.0574,0.00671,0.00908,0.15,0.0058,0.0311,0.00254,0.0181,0.102,0.00147,0.00891,0.00315,0.000102,0.0797,0.00287,0.0279,0.004,0.0511,0.0446,0.0646,0.111,Nor
'Literal Femur of Normal_29.jpg',0.0801,0.00324,0.0416,0.00425,0.0746,0.0637,0.00245,0.0091,0.000829,0.000204,0.129,0.00679,0.0237,0.00266,0.0418,0.185,0.0107,0.0863,0.00292,0.0132,0.162,0.0122,0.0479,0.00275,0.0179,0.0928,0.000637,0.0121,0.00288,0.00306,0.0782,0.00343,0.0404,0.00148,0.0547,0.0408,0.062,0.106,Nor
'Literal Femur of Normal_3.jpg',0.105,0.00665,0.0576,0.00448,0.0954,0.0659,0.00533,0.00601,0.00636,0.00101,0.105,0.00396,0.0103,0.0058,0.0314,0.123,0.00489,0.0453,0.00288,0.00737,0.108,0.0042,0.0247,0.00286,0.0112,0.0876,0.00498,0.0112,0.00224,0.00293,0.106,0.00363,0.0517,0.00124,0.0789,0.0592,0.0918,0.149,Nor
'Literal Femur of Normal_30.jpg',0.0679,0.00426,0.0161,0.00407,0.0583,0.0697,0.00206,0.00663,0.00264,0.000306,0.146,0.00425,0.0139,0.00183,0.0403,0.198,0.013,0.047,0.00198,0.0324,0.168,0.00898,0.0158,0.00121,0.00418,0.0991,0.00438,0.00378,0.00186,0.000102,0.0613,0.00207,0.0149,0.0044,0.0374,0.0381,0.0549,0.0979,Nor
'Literal Femur of Normal_31.jpg',0.0695,0.000264,0.0166,0.000812,0.0642,0.07,0.00178,0.00324,0.00405,0.000408,0.136,0.00757,0.0147,0.00513,0.0527,0.176,0.0106,0.0445,0.00724,0.000612,0.159,0.0101,0.0256,0.00176,0.019,0.0997,0.0048,0.00472,0.00385,0.005,0.0736,0.00344,0.0153,0.00324,0.0432,0.0399,0.065,0.112,Nor
'Literal Femur of Normal_32.jpg',0.0707,0.00734,0.0251,0.00686,0.0656,0.0597,0.00528,0.00538,0.00391,0.00153,0.135,0.00387,0.0168,0.00406,0.059,0.195,0.0142,0.0584,0.000721,0.0147,0.176,0.00306,0.0319,0.00161,0.0296,0.102,0.00463,0.00931,0.00228,0.00316,0.0713,0.00295,0.0193,0.00114,0.0407,0.0297,0.0621,0.0981,Nor
'Literal Femur of Normal_33.jpg',0.0781,0.00214,0.0301,0.0022,0.0719,0.0537,0.0012,0.00554,0.00329,0.00347,0.128,0.0049,0.0167,0.00354,0.055,0.19,0.00255,0.0749,0.00489,0.0315,0.168,0.00334,0.0399,0.00603,0.0332,0.103,0.00155,0.00933,0.00251,0.00306,0.0743,0.00198,0.0197,0.0024,0.0349,0.0344,0.0665,0.104,Nor
'Literal Femur of Normal_34.jpg',0.0736,0.00262,0.0259,0.00301,0.066,0.0724,0.00401,0.00577,0.0029,0.000816,0.138,0.0086,0.015,0.00285,0.0466,0.187,0.0128,0.0555,0.00687,0.0167,0.165,0.00809,0.0278,0.00521,0.0138,0.0972,0.0047,0.00873,0.00368,0.000918,0.0709,0.00464,0.0254,0.00357,0.0446,0.0395,0.0574,0.0994,Nor
'Literal Femur of Normal_35.jpg',0.0846,0.00332,0.0208,0.00274,0.0774,0.0686,0.000912,0.00809,0.00264,0.00163,0.126,0.0116,0.0181,0.00356,0.0404,0.147,0.0118,0.0451,0.00963,0.00398,0.145,0.0127,0.0302,0.00175,0.0159,0.101,0.00444,0.00579,0.00548,0.00184,0.0861,0.00454,0.0244,0.00302,0.0567,0.0497,0.0693,0.122,Nor
'Literal Femur of Normal_36.jpg',0.0799,0.00072,0.0409,0.0017,0.0738,0.0634,0.00155,0.00603,0.00461,0.00133,0.134,0.00125,0.0273,0.00469,0.0312,0.205,0.0167,0.0869,0.00606,0.00143,0.17,0.00451,0.04,0.00326,0.0148,0.0926,0.00339,0.0139,0.000497,0.00408,0.0715,0.00145,0.0337,0.00158,0.0505,0.0373,0.0534,0.0922,Nor
'Literal Femur of Normal_37.jpg',0.087,0.00437,0.0344,0.00373,0.0789,0.0673,0.00498,0.00709,0.00211,0.00224,0.128,0.0078,0.0148,0.0034,0.0341,0.159,0.0103,0.0464,0.00521,0.000918,0.144,0.00805,0.03,0.00245,0.00347,0.102,0.00632,0.012,0.00416,0.00837,0.0839,0.00217,0.0353,0.00138,0.0549,0.0465,0.0686,0.114,Nor
'Literal Femur of Normal_38.jpg',0.073,0.00379,0.0213,0.00249,0.0652,0.0657,0.00521,0.00303,0.000502,0,0.132,0.00712,0.0212,0.0034,0.0461,0.19,0.00903,0.0591,0.00421,0.0255,0.165,0.00505,0.0235,0.000755,0.0108,0.106,0.00325,0.00599,0.00162,0.00265,0.0681,0.00126,0.0115,0.00316,0.0446,0.0407,0.0587,0.102,Nor
'Literal Femur of Normal_39.jpg',0.0731,0.00196,0.00993,0.00209,0.0661,0.0681,0.00255,0.00342,0.00166,0.0048,0.139,0.00756,0.0152,0.00311,0.0536,0.17,0.0177,0.0374,0.00376,0.00418,0.163,0.0152,0.0198,0.00232,0.0131,0.102,0.00452,0.00549,0.00069,0.00245,0.0714,0.00188,0.00833,0.00132,0.0418,0.039,0.0663,0.108,Nor
'Literal Femur of Normal_4.jpg',0.0734,0.00223,0.0333,0.00178,0.0703,0.0509,0.00167,0.0052,0.00274,0.00051,0.131,0.0115,0.0183,0.00156,0.0527,0.203,0.0161,0.08,0.00339,0.00418,0.174,0.00996,0.0542,0.00445,0.0529,0.0977,0.00349,0.00564,0.00159,0.00388,0.0794,0.00299,0.0292,0.000993,0.0445,0.028,0.0651,0.0976,Nor
'Literal Femur of Normal_40.jpg',0.0763,0.0034,0.0198,0.00391,0.0677,0.0671,0.00449,0.00437,0.00189,0.00429,0.135,0.000636,0.0159,0.00287,0.0505,0.17,0.0147,0.0416,0.0044,0.00531,0.17,0.00823,0.024,0.00283,0.0121,0.101,0.0015,0.00771,0.000985,0.00367,0.0719,0.00291,0.0165,0.0014,0.0503,0.0391,0.0633,0.106,Nor
'Literal Femur of Normal_41.jpg',0.075,0.0029,0.0175,0.00208,0.0668,0.0686,0.00373,0.0019,0.00183,0.00102,0.142,0.00805,0.0113,0.00586,0.046,0.181,0.0127,0.0326,0.00522,0.00347,0.164,0.0055,0.0204,0.00185,0.0121,0.105,0.0061,0.00703,0.00316,0.00143,0.069,0.00446,0.0137,0.00363,0.0461,0.0406,0.0584,0.0969,Nor
'Literal Femur of Normal_42.jpg',0.0837,0.00314,0.0118,0.00198,0.0753,0.0686,0.00061,0.00265,0.00129,0.000408,0.128,0.00931,0.0124,0.0018,0.0442,0.155,0.0153,0.0218,0.00349,0.00357,0.148,0.00875,0.0165,0.00209,0.013,0.104,0.00964,0.00333,0.000895,0,0.0782,0.00165,0.00724,0.00163,0.0514,0.0454,0.0727,0.117,Nor
'Literal Femur of Normal_43.jpg',0.0692,0.00216,0.0329,0.000857,0.0622,0.0654,0.00197,0.00563,0.00152,0.00316,0.141,0.00672,0.0257,0.00505,0.0291,0.206,0.0111,0.0833,0.0127,0.0128,0.173,0.0068,0.0419,0.00571,0.0194,0.0946,0.00517,0.0122,0.000969,0.00194,0.0648,0.00277,0.024,0.00192,0.0436,0.038,0.0535,0.0951,Nor
'Literal Femur of Normal_44.jpg',0.0704,0.00185,0.0175,0.00137,0.0592,0.0686,0.00403,0.00159,0.00254,0.00163,0.135,0.00605,0.0162,0.0027,0.0358,0.197,0.00872,0.0446,0.0056,0.00643,0.174,0.00618,0.0202,0.00128,0.015,0.103,0.00394,0.0046,0.000544,0.00194,0.067,0.0016,0.0118,0.0013,0.0399,0.0357,0.0547,0.0943,Nor
'Literal Femur of Normal_45.jpg',0.0714,0.00431,0.0176,0.00373,0.0657,0.066,0.00434,0.00307,0.0047,0.00153,0.138,0.00623,0.0155,0.00295,0.0471,0.19,0.0161,0.0487,0.00392,0.0182,0.172,0.00828,0.0278,0.00464,0.0165,0.103,0.00592,0.00566,0.00503,0.00204,0.0664,0.00222,0.014,0.00283,0.0403,0.0356,0.0588,0.0986,Nor
