File,LBP_ri_1,LBP_ri_2,LBP_ri_3,LBP_ri_4,LBP_ri_5,LBP_ri_6,LBP_ri_7,LBP_ri_8,LBP_ri_9,LBP_ri_10,LBP_ri_11,LBP_ri_12,LBP_ri_13,LBP_ri_14,LBP_ri_15,LBP_ri_16,LBP_ri_17,LBP_ri_18,LBP_ri_19,LBP_ri_20,LBP_ri_21,LBP_ri_22,LBP_ri_23,LBP_ri_24,LBP_ri_25,LBP_ri_26,LBP_ri_27,LBP_ri_28,LBP_ri_29,LBP_ri_30,LBP_ri_31,LBP_ri_32,LBP_ri_33,LBP_ri_34,LBP_ri_35,LBP_ri_36,class
Medial Femur of Normal_59.jpg,389,881,543,92,1238,26,41,40,1342,137,62,11,81,71,62,58,1473,1,85,1,4,50,30,8,91,68,50,1050,0,2,7,23,57,41,858,828,Nor
Medial Femur of Normal_6.jpg,353,693,603,79,1327,36,47,40,1821,95,73,3,62,62,45,67,1613,1,61,0,0,40,32,1,48,73,42,1040,0,1,2,19,48,47,699,628,Nor
Medial Femur of Normal_60.jpg,405,746,655,79,1373,36,36,35,1604,90,72,5,60,80,58,52,1514,2,77,1,2,47,33,1,73,72,40,1022,0,0,0,26,42,56,741,666,Nor
Medial Femur of Normal_61.jpg,400,728,698,71,1280,34,45,36,1712,91,76,5,56,73,71,72,1633,4,75,2,2,43,27,0,56,57,43,975,0,1,2,27,42,39,675,650,Nor
Medial Femur of Normal_62.jpg,319,733,583,66,1218,19,29,41,2196,132,75,4,55,71,39,49,1710,1,55,0,1,29,24,1,48,61,40,883,0,0,2,12,30,44,691,540,Nor
Medial Femur of Normal_63.jpg,404,719,666,69,1332,25,39,53,1709,96,78,9,50,93,43,57,1630,2,68,4,0,27,29,1,60,83,45,964,0,1,1,25,26,35,743,615,Nor
Medial Femur of Normal_7.jpg,409,822,668,62,1219,33,40,31,1873,123,98,8,61,65,45,53,1486,0,62,1,0,39,36,1,60,52,39,887,0,1,0,20,35,67,799,606,Nor
Medial Femur of Normal_8.jpg,407,783,618,64,1317,25,50,39,1716,94,75,0,59,78,54,52,1618,4,72,1,2,36,33,2,63,74,23,995,0,1,0,25,31,43,724,623,Nor
Medial Femur of Normal_9.jpg,399,777,642,83,1236,21,52,59,1543,91,78,6,72,97,55,69,1544,1,76,3,1,53,29,0,60,69,47,1022,0,2,3,25,57,44,764,721,Nor
Medial Femur of OA_1.jpg,428,743,656,80,1339,36,45,34,1865,99,71,5,38,65,57,56,1586,0,74,0,1,31,27,3,64,61,24,957,0,2,0,25,41,33,692,563,OA
Medial Femur of OA_10.jpg,272,618,555,58,1376,26,29,35,2144,102,55,3,56,78,48,67,1704,1,53,0,0,36,21,0,54,34,44,917,0,3,0,12,36,43,684,637,OA
Medial Femur of OA_11.jpg,434,808,706,54,1311,31,34,39,1799,93,78,4,48,81,57,47,1431,0,87,1,3,47,39,2,62,84,51,900,0,0,1,26,42,53,732,616,OA
Medial Femur of OA_12.jpg,359,661,619,54,1385,36,24,31,2168,84,66,3,48,68,54,50,1673,2,68,1,0,34,16,0,63,41,29,913,0,1,0,16,36,41,630,527,OA
Medial Femur of OA_13.jpg,305,672,572,57,1372,30,33,31,2051,72,79,2,71,56,51,57,1745,1,63,1,0,32,33,3,39,61,31,956,0,0,0,11,34,39,676,565,OA
Medial Femur of OA_14.jpg,391,671,735,46,1414,37,46,31,1993,73,78,0,58,68,54,46,1617,3,58,0,0,37,35,2,56,60,32,887,0,2,1,22,26,36,645,541,OA
Medial Femur of OA_15.jpg,398,833,619,47,1272,33,39,55,2002,98,66,5,48,77,57,45,1529,0,53,0,0,43,30,1,53,50,40,882,0,2,2,32,49,43,719,579,OA
Medial Femur of OA_16.jpg,474,741,702,68,1248,32,38,58,1793,84,65,4,51,90,55,54,1537,2,73,3,1,47,28,2,81,50,51,912,0,2,6,33,45,49,704,618,OA
Medial Femur of OA_17.jpg,238,533,539,50,1508,14,36,30,2572,56,50,4,60,50,32,53,1841,0,56,0,0,31,17,1,42,43,26,885,0,2,0,18,33,27,485,469,OA
Medial Femur of OA_18.jpg,427,691,732,65,1369,43,46,36,1789,95,72,2,49,80,60,52,1526,3,82,3,2,29,28,3,58,53,36,923,0,0,1,29,38,58,720,601,OA
Medial Femur of OA_19.jpg,352,651,618,56,1347,23,36,32,2283,106,54,3,41,79,44,53,1660,4,51,3,1,27,29,1,47,47,31,849,0,0,1,15,35,41,675,506,OA
Medial Femur of OA_2.jpg,320,631,623,59,1392,30,45,27,2154,73,78,0,55,55,48,44,1752,0,43,0,1,28,25,1,45,46,36,936,0,0,2,9,45,40,654,504,OA
Medial Femur of OA_20.jpg,316,642,696,59,1400,15,35,37,1993,72,68,2,48,77,47,47,1670,0,51,0,0,40,25,1,63,70,34,1013,0,0,1,19,31,34,635,560,OA
Medial Femur of OA_21.jpg,525,1392,635,41,914,15,19,27,1124,344,97,6,35,98,62,37,962,0,57,0,0,23,19,1,70,70,15,760,0,2,0,16,34,209,1423,769,OA
Medial Femur of OA_22.jpg,511,857,673,81,1193,48,44,62,1501,103,79,5,63,83,70,55,1397,7,76,1,1,47,31,2,61,71,50,999,0,2,2,39,51,49,818,669,OA
Medial Femur of OA_23.jpg,382,784,669,65,1223,25,36,36,1886,135,66,3,62,95,56,53,1533,3,71,2,1,39,30,1,58,55,29,937,0,1,2,13,40,60,766,584,OA
Medial Femur of OA_24.jpg,376,766,625,55,1281,30,41,49,1968,82,56,5,39,77,63,54,1595,0,64,0,1,40,29,3,58,62,40,926,0,0,3,31,40,47,681,614,OA
Medial Femur of OA_25.jpg,349,690,649,64,1331,43,28,41,2146,92,63,3,52,72,38,49,1611,1,61,2,0,45,23,1,54,50,22,908,0,0,1,25,49,33,678,527,OA
Medial Femur of OA_26.jpg,259,581,611,35,1409,17,28,31,2671,76,43,2,37,49,32,38,1807,0,50,0,1,19,17,0,42,52,25,862,0,1,1,14,35,27,505,424,OA
Medial Femur of OA_27.jpg,308,636,569,67,1459,21,39,34,2000,83,52,2,70,65,49,48,1797,0,65,0,2,34,22,3,57,49,29,964,0,0,0,26,52,29,619,551,OA
Medial Femur of OA_28.jpg,354,649,697,61,1457,26,42,39,1948,60,65,3,54,65,55,54,1617,3,66,1,1,29,40,3,68,74,27,967,0,0,2,18,51,33,606,566,OA
Medial Femur of OA_29.jpg,256,572,547,69,1476,21,21,38,2277,65,49,1,73,39,35,43,1864,1,51,1,2,33,19,1,47,49,24,941,0,2,5,19,41,27,584,508,OA
Medial Femur of OA_3.jpg,342,681,660,63,1402,29,30,27,1992,75,73,3,71,59,44,45,1609,1,71,4,1,33,25,1,47,51,30,960,0,0,0,24,46,43,649,610,OA
Medial Femur of OA_30.jpg,190,528,482,56,1410,21,35,25,2491,72,61,4,67,44,24,60,1985,2,60,2,1,26,12,1,32,40,28,913,1,0,0,17,38,22,538,513,OA
Medial Femur of OA_31.jpg,269,581,597,56,1552,18,40,28,2321,62,50,1,37,50,33,37,1774,1,48,0,0,25,20,3,58,42,27,925,0,0,1,24,36,28,594,463,OA
Medial Femur of OA_32.jpg,380,668,707,63,1459,26,34,34,1866,78,68,3,56,64,46,39,1670,2,57,0,1,29,31,1,50,63,36,967,0,0,0,24,44,35,654,546,OA
Medial Femur of OA_33.jpg,360,731,663,52,1329,21,49,48,2003,65,62,1,42,104,50,48,1659,0,81,2,2,23,30,0,62,43,43,942,0,0,1,21,36,38,658,532,OA
Medial Femur of OA_34.jpg,269,561,528,81,1441,22,36,34,1984,70,55,5,55,68,57,50,1912,0,65,0,2,41,23,1,53,45,33,1036,0,0,0,14,41,31,584,604,OA
Medial Femur of OA_35.jpg,239,557,556,41,1373,19,35,28,2678,88,63,3,34,51,26,34,1938,0,56,0,0,28,17,1,42,40,23,839,0,0,0,12,16,19,538,407,OA
Medial Femur of OA_36.jpg,250,516,565,47,1500,24,32,22,2658,51,54,3,50,42,46,49,1859,0,59,3,0,29,12,2,44,44,26,862,0,0,1,14,30,20,476,411,OA
Medial Femur of OA_37.jpg,329,644,657,64,1422,24,38,42,1981,74,68,4,52,62,67,60,1674,0,59,1,2,32,27,2,53,58,46,955,0,4,2,33,49,26,607,583,OA
Medial Femur of OA_38.jpg,473,812,711,60,1246,46,46,56,1793,100,61,3,51,83,54,59,1472,1,69,0,1,43,30,1,69,64,32,884,1,2,1,36,46,49,741,605,OA
Medial Femur of OA_39.jpg,347,619,675,57,1411,29,39,30,2137,72,61,5,55,69,52,47,1664,1,66,2,2,34,25,0,49,47,31,947,0,3,1,17,39,38,610,520,OA
Medial Femur of OA_4.jpg,394,743,599,67,1285,30,61,55,1812,100,64,4,50,57,50,65,1683,3,56,3,1,40,22,0,65,63,44,1022,1,2,2,18,38,38,661,603,OA
Medial Femur of OA_40.jpg,237,539,537,65,1385,15,27,31,2460,81,73,2,60,49,33,59,1932,0,51,1,0,27,20,1,39,42,29,889,0,0,0,19,38,19,558,483,OA
Medial Femur of OA_41.jpg,378,724,668,73,1280,30,38,34,1823,82,60,4,56,94,52,59,1622,2,83,4,2,47,34,1,56,53,35,929,0,1,2,20,60,51,708,636,OA
Medial Femur of OA_42.jpg,359,711,610,85,1336,32,49,34,1917,76,99,1,67,71,36,57,1647,0,69,2,1,36,30,1,48,64,39,991,0,1,0,15,36,28,675,578,OA
Medial Femur of OA_43.jpg,387,697,645,91,1316,33,33,60,1715,89,64,2,49,66,65,66,1638,1,78,1,1,46,33,3,72,64,40,1051,0,1,2,12,50,29,670,631,OA
Medial Femur of OA_44.jpg,458,776,717,84,1224,34,39,45,1706,86,72,4,65,76,73,52,1525,4,75,2,2,54,38,2,76,67,47,900,0,0,5,28,45,43,750,627,OA
Medial Femur of OA_45.jpg,402,805,565,64,1279,29,27,47,1954,114,66,5,65,92,47,53,1581,0,67,2,1,29,19,1,58,63,34,879,0,1,0,24,50,55,749,574,OA
Medial Femur of OA_46.jpg,251,527,565,43,1505,23,23,15,2316,54,58,6,48,42,33,39,1979,2,52,1,1,23,17,2,36,50,28,1000,0,0,4,11,37,26,518,466,OA
Medial Femur of OA_47.jpg,276,597,570,61,1382,23,47,34,2089,88,58,6,62,59,41,64,1778,1,66,3,2,39,24,0,52,44,31,1008,0,1,1,20,40,30,603,601,OA
Medial Femur of OA_48.jpg,397,656,688,57,1464,26,34,37,1950,77,77,5,43,65,54,41,1662,2,67,2,0,32,36,0,58,67,27,929,0,0,1,25,28,62,603,529,OA
Medial Femur of OA_49.jpg,663,1168,648,100,938,66,67,61,1007,164,83,9,66,87,55,54,979,3,75,3,5,67,28,3,80,93,60,859,0,4,10,53,87,102,1145,909,OA
Medial Femur of OA_5.jpg,399,760,626,56,1332,35,21,48,1919,92,74,3,58,80,50,42,1539,3,76,1,1,32,32,2,64,51,46,971,0,1,2,24,43,34,700,584,OA
Medial Femur of OA_50.jpg,414,813,606,67,1241,27,44,32,1878,110,92,4,51,81,50,59,1474,3,60,3,1,52,18,4,60,56,43,920,0,4,1,33,43,48,764,645,OA
Medial Femur of OA_51.jpg,408,882,611,77,1184,28,38,55,1504,145,85,7,73,73,58,68,1481,2,62,2,2,36,26,3,74,70,35,943,0,2,3,35,57,57,885,730,OA
Medial Femur of OA_52.jpg,377,672,644,58,1409,22,25,34,1809,78,83,2,53,77,58,50,1739,2,64,1,0,33,31,1,60,58,28,1019,0,0,2,25,39,39,629,580,OA
Medial Femur of OA_53.jpg,633,1000,669,81,1010,56,60,57,1245,116,81,5,63,96,70,68,1130,3,76,5,1,46,39,4,76,81,71,938,0,7,3,46,79,75,968,843,OA
Medial Femur of OA_54.jpg,374,765,606,66,1272,29,39,49,1887,121,54,1,44,87,68,62,1565,1,57,3,2,41,32,1,70,61,42,929,0,0,2,15,45,43,744,624,OA
Medial Femur of OA_55.jpg,383,708,680,67,1325,25,42,30,1948,79,77,5,54,68,69,44,1641,2,72,0,1,45,35,2,57,48,34,956,0,2,1,25,34,34,672,536,OA
Medial Femur of OA_56.jpg,486,902,633,85,1186,45,47,56,1390,117,69,3,68,81,66,73,1282,5,91,4,4,49,24,3,73,70,42,934,0,6,6,37,65,59,902,838,OA
Medial Femur of OA_57.jpg,500,906,635,71,1156,40,48,49,1565,128,81,8,61,70,53,44,1386,2,68,3,3,54,30,1,62,65,42,959,0,0,4,30,46,77,889,665,OA
Medial Femur of OA_58.jpg,596,1134,590,78,1012,55,61,66,1224,123,84,3,71,100,52,61,1060,2,104,6,6,50,25,6,75,89,53,923,1,2,4,46,62,73,1075,829,OA
Medial Femur of OA_59.jpg,352,686,716,57,1338,22,31,39,1923,84,65,3,41,84,49,59,1660,1,85,2,2,36,23,0,62,42,32,967,1,1,2,20,36,44,671,565,OA
Medial Femur of OA_6.jpg,371,666,660,60,1408,23,41,36,1900,76,69,4,63,63,44,68,1697,1,76,3,0,38,22,3,60,54,42,908,0,1,2,27,46,42,663,564,OA
Medial Femur of OA_60.jpg,371,763,593,74,1254,19,30,45,2162,106,65,2,52,88,47,51,1537,2,73,3,0,32,20,0,54,51,43,883,0,1,2,25,29,34,712,578,OA
Medial Femur of OA_61.jpg,419,771,702,85,1257,30,36,45,1677,111,71,1,56,78,59,63,1470,1,73,5,2,41,39,1,71,69,25,972,0,1,1,26,44,53,768,678,OA
Medial Femur of OA_62.jpg,363,666,631,72,1383,21,34,38,2096,89,79,6,51,61,48,60,1646,1,46,1,1,30,35,0,55,38,33,919,0,0,0,29,48,36,665,520,OA
Medial Femur of OA_63.jpg,426,800,719,62,1290,28,40,36,1804,83,91,4,51,79,55,42,1522,0,56,2,1,41,34,2,71,60,40,909,0,2,0,24,41,42,757,587,OA
Medial Femur of OA_64.jpg,426,757,648,66,1313,21,27,50,1810,101,73,5,46,67,63,69,1506,0,53,2,1,38,49,1,85,62,43,926,1,2,0,24,30,44,751,641,OA
Medial Femur of OA_65.jpg,319,607,662,58,1511,35,32,36,2208,46,56,3,57,56,42,53,1663,0,45,2,1,30,27,0,70,48,25,936,0,0,2,17,37,26,585,506,OA
Medial Femur of OA_66.jpg,439,699,665,52,1334,41,30,48,1912,84,53,3,37,81,58,54,1649,0,64,3,0,40,33,3,60,54,34,952,0,0,2,29,40,34,688,526,OA
Medial Femur of OA_67.jpg,313,706,583,53,1323,30,43,27,2440,109,61,0,41,48,35,49,1605,2,49,0,0,26,36,0,45,50,33,886,0,0,0,25,23,37,645,478,OA
Medial Femur of OA_68.jpg,373,709,666,60,1391,27,41,35,1799,81,72,2,59,67,55,56,1571,2,78,1,3,34,31,4,68,64,38,958,0,1,2,21,46,33,731,622,OA
Medial Femur of OA_7.jpg,375,665,648,67,1357,21,42,39,1823,85,75,3,61,69,48,72,1665,1,72,3,0,52,30,4,56,59,24,990,0,1,2,21,43,35,691,602,OA
Medial Femur of OA_8.jpg,419,808,635,57,1270,29,42,40,1755,118,74,4,78,74,71,60,1433,3,59,1,2,40,23,4,82,75,46,970,0,1,4,23,45,51,752,653,OA
Medial Femur of OA_9.jpg,413,666,729,61,1384,33,46,37,1884,68,69,4,59,61,58,54,1608,0,74,0,2,33,36,1,60,55,40,970,0,1,1,29,29,37,654,545,OA
