File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Lateral Femur of G1_2.jpg,327,122,4,72,259,32,77,270,10,1,1,2,86,7,56,159,103,19,0,13,10,1,5,6,75,7,0,6,166,16,97,153,3,3,0,2,0,0,2,5,0,0,0,1,1,0,1,2,49,14,0,9,9,1,5,7,110,9,3,10,212,7,140,157,232,15,3,7,73,1,12,19,12,0,0,0,24,0,6,3,19,0,0,0,1,0,0,0,24,0,0,0,17,1,3,1,69,7,2,3,16,0,3,12,2,0,0,0,7,0,3,2,246,14,6,10,18,0,10,7,464,6,12,15,290,4,107,43,7,71,0,142,5,20,3,475,0,3,0,0,1,9,1,208,1,9,0,10,0,0,1,14,1,8,0,8,2,4,2,145,0,0,0,2,0,0,0,6,0,0,0,0,0,1,0,3,0,10,0,12,0,1,0,14,2,10,0,25,2,2,1,198,74,206,0,276,22,22,6,322,1,6,0,2,10,7,4,97,11,8,0,4,0,1,0,7,7,5,0,2,7,6,8,38,55,124,1,146,6,4,8,100,0,0,0,1,6,4,10,87,123,159,2,141,3,5,2,59,194,137,3,187,111,30,75,645,Grade 1
Lateral Femur of G1_3.jpg,504,159,12,68,271,20,91,222,6,3,0,1,88,5,61,148,134,28,6,12,20,2,6,6,82,14,6,11,165,9,89,133,15,2,0,2,4,0,1,5,1,0,0,0,2,2,1,8,69,13,2,8,11,1,12,13,117,16,3,7,220,7,152,134,277,22,3,18,63,2,17,12,5,1,0,1,25,0,12,10,15,2,0,2,1,0,0,0,13,1,1,1,14,0,4,3,76,7,4,11,28,0,8,6,4,0,1,0,9,0,8,2,183,15,9,6,10,0,8,2,256,10,13,6,230,1,99,37,11,89,1,175,10,15,1,291,1,3,0,4,5,8,4,183,4,17,0,17,0,0,0,4,3,9,0,16,4,7,5,141,1,1,0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,10,0,11,0,0,0,7,5,11,0,37,5,7,8,227,86,165,2,265,25,24,13,273,1,2,0,7,18,11,11,111,8,10,0,8,1,0,0,6,6,8,0,12,10,6,3,32,59,101,1,159,5,8,9,128,0,1,0,3,9,5,13,132,121,141,5,122,5,1,3,42,137,132,7,214,102,33,112,712,Grade 1
Lateral Femur of G1_4.jpg,362,115,10,70,231,8,93,172,6,4,0,2,100,7,70,127,110,24,1,9,25,0,8,10,87,10,1,5,267,8,171,133,11,2,0,1,4,1,4,3,1,0,0,0,3,0,2,5,98,15,3,7,13,0,2,5,142,18,3,12,438,8,215,148,246,17,7,9,60,1,17,15,2,0,0,1,17,0,10,5,14,2,0,1,0,0,0,0,6,0,0,0,10,0,4,1,78,4,2,4,19,1,9,6,2,0,0,0,7,0,8,4,203,7,3,5,13,0,8,5,259,7,5,3,315,1,112,34,7,68,1,154,3,11,1,260,0,4,0,2,0,3,1,169,2,11,0,13,0,1,0,4,2,6,0,13,5,8,2,142,0,1,0,4,0,1,0,4,0,0,0,0,0,0,0,1,0,9,0,7,2,0,0,4,3,16,0,15,4,6,6,192,91,213,6,422,12,17,9,281,1,1,0,5,12,3,6,118,6,8,0,9,0,0,1,1,8,7,0,2,7,1,3,39,59,150,3,209,11,1,1,101,1,4,0,3,2,3,8,91,109,149,4,121,8,0,5,28,167,149,3,177,132,39,86,541,Grade 1
Lateral Femur of G1_5.jpg,387,117,6,81,272,14,76,184,6,3,0,0,81,9,63,116,112,24,2,9,15,1,5,8,90,4,0,5,218,14,120,148,6,1,1,4,5,1,2,4,0,0,0,0,3,0,1,2,83,8,1,9,9,0,7,6,154,20,1,15,392,5,189,130,247,11,3,18,78,1,22,18,5,0,0,1,17,0,12,4,23,1,0,1,2,0,0,2,10,0,1,1,16,0,1,2,90,8,1,3,20,0,15,4,1,0,0,1,8,0,4,2,200,9,9,7,18,0,8,4,362,10,7,8,329,4,110,34,6,69,0,143,3,8,3,286,0,4,0,1,2,8,0,172,2,9,1,19,0,0,0,1,3,7,0,12,2,11,1,124,0,0,0,4,1,0,0,5,0,0,0,0,0,0,0,6,0,8,0,5,0,1,0,3,4,10,0,33,7,5,2,193,76,231,4,313,20,14,8,266,3,7,0,7,8,7,3,114,8,11,0,6,1,0,0,3,5,6,0,8,3,2,7,20,71,146,2,187,7,2,7,115,1,3,0,10,7,2,8,93,117,133,2,139,4,1,1,36,169,144,0,198,124,27,92,586,Grade 1
Lateral Femur of G1_6.jpg,377,95,10,70,268,9,105,194,19,1,0,0,103,4,64,86,95,11,2,11,17,1,6,5,80,8,2,6,234,9,113,121,8,2,0,1,3,0,0,3,1,1,0,0,1,0,3,2,67,9,2,9,14,0,6,2,179,10,1,9,441,8,157,153,281,16,2,13,79,0,25,24,4,0,0,0,22,0,13,6,11,0,0,2,0,0,0,0,9,0,0,0,18,0,2,6,96,5,3,4,21,1,6,3,1,0,0,0,13,0,6,4,199,12,3,0,16,1,5,2,392,12,9,10,344,0,101,34,10,66,1,163,7,12,2,294,0,2,0,3,1,3,3,137,5,14,0,13,0,0,0,4,1,10,0,14,2,7,3,148,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,0,6,0,17,0,1,0,13,7,20,0,33,5,18,4,212,87,203,5,388,17,13,10,318,4,3,0,1,11,5,9,112,6,7,0,8,0,0,0,2,1,4,1,10,3,3,5,36,51,104,0,181,5,4,5,96,0,1,0,4,6,3,3,61,88,105,1,135,3,1,5,22,186,131,4,221,78,34,74,594,Grade 1
Lateral Femur of G1_7.jpg,340,103,17,68,225,11,83,196,8,2,0,3,93,3,69,126,114,20,2,5,17,0,11,6,63,14,3,6,223,6,147,141,5,5,0,0,6,0,2,3,0,0,0,0,2,0,2,1,79,6,3,11,11,2,3,0,163,22,2,10,413,10,215,128,225,21,9,10,59,3,20,13,5,0,0,0,14,1,5,1,14,0,0,0,1,0,0,1,6,1,0,0,17,0,3,0,112,5,2,3,13,0,10,3,4,0,0,0,12,0,6,3,218,15,1,7,17,1,7,1,347,11,3,4,312,2,102,24,15,79,2,168,5,9,1,303,0,1,0,3,2,2,0,160,3,12,0,20,0,0,0,4,1,2,0,12,2,10,5,131,0,3,0,1,0,0,0,9,0,0,0,0,0,0,0,4,0,4,0,11,0,1,0,7,2,9,0,18,10,6,5,174,84,235,1,340,20,12,13,276,6,8,0,2,5,4,5,108,9,7,0,10,0,0,0,1,8,3,0,2,4,2,2,38,78,146,1,198,10,5,6,118,2,3,0,8,9,4,8,86,126,173,3,133,3,2,5,24,189,135,4,205,114,35,94,550,Grade 1
Lateral Femur of G1_8.jpg,394,191,10,89,149,14,97,249,4,2,0,0,63,11,77,228,181,54,3,16,25,2,14,19,85,22,1,7,228,9,158,195,9,3,2,4,2,0,4,3,0,0,0,0,1,0,0,5,95,9,2,9,13,0,5,7,103,13,2,6,206,8,180,98,156,16,2,12,45,1,10,9,1,0,0,0,15,0,7,6,20,1,1,0,2,0,0,0,10,0,1,0,15,0,3,2,74,11,3,8,12,1,16,4,2,0,0,0,12,0,7,4,220,8,3,3,14,0,9,6,184,5,4,1,224,2,131,39,8,100,1,128,2,6,0,207,0,1,0,2,1,9,0,173,2,16,0,17,0,0,0,1,3,11,0,12,9,5,3,110,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,3,1,4,0,10,1,0,0,2,6,14,0,15,4,8,6,121,82,237,0,291,11,20,12,249,2,4,1,1,14,10,7,143,11,20,2,5,0,1,0,5,2,4,0,1,9,0,4,39,98,214,3,171,12,6,7,166,1,3,0,5,5,7,13,179,214,204,1,134,5,2,5,35,178,131,2,117,154,32,150,604,Grade 1
Lateral Femur of G1_9.jpg,537,42,6,40,690,16,163,178,9,0,1,3,108,4,69,52,44,9,3,7,14,0,2,1,42,4,0,12,104,5,44,70,7,0,0,0,6,0,1,0,0,0,0,0,2,0,1,2,22,5,0,7,4,0,0,4,101,12,3,23,150,1,95,120,637,13,2,6,327,3,47,12,3,1,0,0,35,0,9,1,13,0,0,0,1,0,0,0,7,0,0,0,15,0,2,3,137,2,0,1,47,0,3,1,0,1,0,0,15,0,8,1,136,4,0,3,18,0,1,0,207,5,5,3,151,1,41,10,6,42,1,124,2,6,0,266,0,1,0,2,0,1,0,108,2,6,0,19,0,0,0,3,1,6,0,35,2,2,0,201,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,32,0,0,1,7,2,27,0,208,1,2,8,677,106,130,2,185,30,15,15,199,0,0,0,2,3,2,4,57,3,5,0,4,0,0,0,0,0,4,0,6,2,0,1,15,61,48,2,93,10,0,4,54,2,0,0,2,1,2,5,33,57,82,1,122,3,1,2,18,104,151,6,670,54,16,33,774,Grade 1
Lateral Femur of G2_1.jpg,361,147,7,95,207,22,74,271,9,3,2,1,85,8,83,169,141,23,4,18,14,2,9,10,71,14,1,9,205,10,125,180,7,1,0,5,2,1,6,5,0,0,0,0,0,0,1,2,81,7,1,17,5,0,8,5,112,16,3,11,211,4,174,101,182,15,1,10,46,0,18,15,3,0,0,0,19,0,10,8,15,3,1,0,1,0,0,0,10,1,0,0,13,0,3,2,76,8,3,3,20,0,12,3,0,0,0,0,7,0,11,9,243,12,7,7,16,0,6,5,225,10,5,9,248,1,110,42,13,99,0,134,7,15,2,364,2,0,0,2,2,3,1,226,2,9,0,14,0,2,0,2,2,13,0,4,3,4,3,127,2,1,0,2,0,0,0,5,0,0,0,0,1,0,0,8,2,8,0,6,0,0,0,6,0,8,0,11,3,7,5,184,107,230,0,272,13,19,5,285,2,8,0,2,10,4,14,121,11,12,0,4,0,1,0,2,9,6,0,5,6,6,3,37,78,161,5,176,11,7,13,142,1,5,0,6,11,5,11,101,172,176,1,156,5,1,8,42,195,125,1,153,108,33,119,625,Grade 2
Lateral Femur of G2_10.jpg,567,116,14,66,362,19,102,184,12,2,1,3,112,4,47,72,105,22,2,13,19,0,4,7,58,8,0,9,154,8,63,72,13,3,0,4,8,0,5,1,1,0,0,0,4,0,1,1,79,11,5,6,19,0,4,4,165,9,8,17,310,7,124,119,374,21,14,19,84,1,38,10,10,0,2,0,25,0,12,3,15,3,0,1,5,0,1,0,11,1,2,1,21,0,5,1,90,6,4,12,24,1,8,8,4,0,0,0,14,3,7,6,145,8,4,6,20,0,4,4,229,9,9,13,234,5,74,38,11,74,0,154,11,15,2,274,1,1,0,1,1,7,2,139,2,9,0,19,0,2,0,11,4,7,0,22,6,6,2,135,1,2,0,4,0,0,0,12,0,0,0,0,0,0,0,3,1,14,0,21,0,0,0,11,2,16,0,61,10,16,11,323,95,181,4,285,31,15,19,273,4,4,0,6,7,6,4,95,9,5,0,9,0,1,0,5,2,6,1,7,5,3,4,28,59,71,4,156,11,6,4,85,3,6,0,10,7,3,16,92,54,73,1,126,7,1,3,35,126,117,5,343,95,32,96,790,Grade 2
