@relation 'LBP_ri Tibia Medial ROI '

@attribute File {'Medial Tibia of Normal_1.jpg','Medial Tibia of Normal_10.jpg','Medial Tibia of Normal_11.jpg','Medial Tibia of Normal_12.jpg','Medial Tibia of Normal_13.jpg','Medial Tibia of Normal_14.jpg','Medial Tibia of Normal_15.jpg','Medial Tibia of Normal_16.jpg','Medial Tibia of Normal_17.jpg','Medial Tibia of Normal_18.jpg','Medial Tibia of Normal_19.jpg','Medial Tibia of Normal_2.jpg','Medial Tibia of Normal_20.jpg','Medial Tibia of Normal_21.jpg','Medial Tibia of Normal_22.jpg','Medial Tibia of Normal_23.jpg','Medial Tibia of Normal_24.jpg','Medial Tibia of Normal_25.jpg','Medial Tibia of Normal_26.jpg','Medial Tibia of Normal_27.jpg','Medial Tibia of Normal_28.jpg','Medial Tibia of Normal_29.jpg','Medial Tibia of Normal_3.jpg','Medial Tibia of Normal_30.jpg','Medial Tibia of Normal_31.jpg','Medial Tibia of Normal_32.jpg','Medial Tibia of Normal_33.jpg','Medial Tibia of Normal_34.jpg','Medial Tibia of Normal_35.jpg','Medial Tibia of Normal_36.jpg','Medial Tibia of Normal_37.jpg','Medial Tibia of Normal_38.jpg','Medial Tibia of Normal_39.jpg','Medial Tibia of Normal_4.jpg','Medial Tibia of Normal_40.jpg','Medial Tibia of Normal_41.jpg','Medial Tibia of Normal_42.jpg','Medial Tibia of Normal_43.jpg','Medial Tibia of Normal_44.jpg','Medial Tibia of Normal_45.jpg','Medial Tibia of Normal_46.jpg','Medial Tibia of Normal_47.jpg','Medial Tibia of Normal_48.jpg','Medial Tibia of Normal_49.jpg','Medial Tibia of Normal_5.jpg','Medial Tibia of Normal_50.jpg','Medial Tibia of Normal_51.jpg','Medial Tibia of Normal_52.jpg','Medial Tibia of Normal_53.jpg','Medial Tibia of Normal_54.jpg','Medial Tibia of Normal_55.jpg','Medial Tibia of Normal_56.jpg','Medial Tibia of Normal_57.jpg','Medial Tibia of Normal_58.jpg','Medial Tibia of Normal_59.jpg','Medial Tibia of Normal_6.jpg','Medial Tibia of Normal_60.jpg','Medial Tibia of Normal_61.jpg','Medial Tibia of Normal_62.jpg','Medial Tibia of Normal_63.jpg','Medial Tibia of Normal_7.jpg','Medial Tibia of Normal_8.jpg','Medial Tibia of Normal_9.jpg','Medial Tibia of OA_1.jpg','Medial Tibia of OA_10.jpg','Medial Tibia of OA_11.jpg','Medial Tibia of OA_12.jpg','Medial Tibia of OA_13.jpg','Medial Tibia of OA_14.jpg','Medial Tibia of OA_15.jpg','Medial Tibia of OA_16.jpg','Medial Tibia of OA_17.jpg','Medial Tibia of OA_18.jpg','Medial Tibia of OA_19.jpg','Medial Tibia of OA_2.jpg','Medial Tibia of OA_20.jpg','Medial Tibia of OA_21.jpg','Medial Tibia of OA_22.jpg','Medial Tibia of OA_23.jpg','Medial Tibia of OA_24.jpg','Medial Tibia of OA_25.jpg','Medial Tibia of OA_26.jpg','Medial Tibia of OA_27.jpg','Medial Tibia of OA_28.jpg','Medial Tibia of OA_29.jpg','Medial Tibia of OA_3.jpg','Medial Tibia of OA_30.jpg','Medial Tibia of OA_31.jpg','Medial Tibia of OA_32.jpg','Medial Tibia of OA_33.jpg','Medial Tibia of OA_34.jpg','Medial Tibia of OA_35.jpg','Medial Tibia of OA_36.jpg','Medial Tibia of OA_37.jpg','Medial Tibia of OA_38.jpg','Medial Tibia of OA_39.jpg','Medial Tibia of OA_4.jpg','Medial Tibia of OA_40.jpg','Medial Tibia of OA_41.jpg','Medial Tibia of OA_42.jpg','Medial Tibia of OA_43.jpg','Medial Tibia of OA_44.jpg','Medial Tibia of OA_45.jpg','Medial Tibia of OA_46.jpg','Medial Tibia of OA_47.jpg','Medial Tibia of OA_48.jpg','Medial Tibia of OA_49.jpg','Medial Tibia of OA_5.jpg','Medial Tibia of OA_50.jpg','Medial Tibia of OA_51.jpg','Medial Tibia of OA_52.jpg','Medial Tibia of OA_53.jpg','Medial Tibia of OA_54.jpg','Medial Tibia of OA_55.jpg','Medial Tibia of OA_56.jpg','Medial Tibia of OA_57.jpg','Medial Tibia of OA_58.jpg','Medial Tibia of OA_59.jpg','Medial Tibia of OA_6.jpg','Medial Tibia of OA_60.jpg','Medial Tibia of OA_61.jpg','Medial Tibia of OA_62.jpg','Medial Tibia of OA_63.jpg','Medial Tibia of OA_64.jpg','Medial Tibia of OA_65.jpg','Medial Tibia of OA_66.jpg','Medial Tibia of OA_67.jpg','Medial Tibia of OA_68.jpg','Medial Tibia of OA_7.jpg','Medial Tibia of OA_8.jpg','Medial Tibia of OA_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {Nor,OA}

@data
'Medial Tibia of Normal_37.jpg',380,794,619,56,1289,29,51,34,1856,102,95,5,62,70,40,68,1516,1,64,1,3,37,22,1,51,65,46,904,0,1,0,22,46,43,791,637,Nor
'Medial Tibia of Normal_38.jpg',335,701,641,52,1396,19,40,30,2065,73,60,3,56,68,48,60,1626,0,70,1,0,38,25,1,49,56,44,946,0,1,1,22,23,40,674,537,Nor
'Medial Tibia of Normal_39.jpg',332,676,584,62,1364,26,55,46,1827,75,63,5,58,77,50,78,1737,0,64,4,0,35,32,4,65,64,42,1020,0,0,0,28,38,29,668,593,Nor
'Medial Tibia of Normal_4.jpg',306,711,569,59,1254,24,44,25,1831,121,90,11,69,51,52,60,1660,4,49,2,1,47,23,2,56,46,36,1047,0,1,1,25,41,36,753,694,Nor
'Medial Tibia of Normal_40.jpg',371,717,657,50,1360,23,54,40,1871,64,72,7,52,49,56,67,1584,1,55,0,2,49,35,0,65,61,41,985,0,2,1,23,49,26,697,615,Nor
'Medial Tibia of Normal_41.jpg',375,709,675,64,1401,34,33,42,1873,64,54,2,68,69,53,57,1511,1,64,1,2,35,39,0,62,58,33,994,0,0,2,26,53,31,701,615,Nor
'Medial Tibia of Normal_42.jpg',350,616,689,83,1470,24,42,48,1928,55,63,3,51,61,48,50,1686,0,55,0,1,43,36,1,56,54,32,965,0,0,3,30,49,30,599,580,Nor
'Medial Tibia of Normal_43.jpg',393,748,673,60,1325,38,61,41,1986,74,60,3,67,70,53,44,1549,2,43,2,2,44,32,2,60,64,46,881,0,0,0,30,48,29,707,564,Nor
'Medial Tibia of Normal_44.jpg',377,725,625,69,1286,31,57,31,2038,114,59,3,61,60,49,50,1529,1,52,1,0,34,27,2,67,58,34,893,0,1,0,17,39,37,777,597,Nor
'Medial Tibia of Normal_45.jpg',294,695,582,53,1331,18,26,56,2100,94,57,5,46,93,37,70,1622,1,47,1,1,42,30,1,56,52,41,961,0,1,0,18,34,40,661,635,Nor
'Medial Tibia of Normal_46.jpg',342,731,657,62,1398,19,36,42,1969,94,61,4,53,92,53,47,1551,1,52,0,1,26,24,0,60,60,45,958,0,2,0,19,30,34,723,555,Nor
'Medial Tibia of Normal_47.jpg',369,763,633,69,1326,31,58,32,1879,96,76,6,65,63,56,57,1548,1,71,3,2,51,35,3,50,60,33,963,0,0,1,30,58,50,733,629,Nor
'Medial Tibia of Normal_48.jpg',375,724,641,72,1298,28,40,48,1964,98,69,4,49,56,49,57,1574,3,48,0,1,34,39,3,63,57,41,973,0,2,0,18,51,44,660,618,Nor
'Medial Tibia of Normal_49.jpg',338,696,721,75,1366,27,65,29,2117,71,60,6,59,44,43,51,1434,0,49,0,2,37,36,2,60,61,33,909,0,1,3,33,33,30,736,574,Nor
'Medial Tibia of Normal_5.jpg',538,1051,637,98,1057,63,46,50,1304,129,81,9,73,82,61,69,1155,5,77,3,6,72,30,2,93,65,49,915,0,2,4,35,76,53,1071,839,Nor
'Medial Tibia of Normal_50.jpg',383,685,660,74,1375,30,42,71,1900,54,48,1,45,78,57,83,1519,4,56,2,1,37,42,3,54,64,38,994,0,1,1,22,66,30,680,601,Nor
'Medial Tibia of Normal_51.jpg',474,940,633,69,1144,49,46,45,1460,133,76,4,65,67,64,67,1300,5,70,3,3,47,17,3,58,67,40,938,0,2,6,21,70,72,956,787,Nor
'Medial Tibia of Normal_52.jpg',394,739,654,70,1369,28,38,41,1777,82,55,10,45,90,62,51,1578,1,74,3,0,29,32,2,73,66,44,941,0,1,1,24,43,53,711,620,Nor
'Medial Tibia of Normal_53.jpg',586,1113,621,94,975,56,49,65,1167,154,105,7,52,93,59,61,1101,1,77,3,4,71,25,4,87,105,59,893,0,2,6,38,80,65,1013,910,Nor
'Medial Tibia of Normal_54.jpg',401,688,669,72,1369,36,45,49,1751,90,71,3,38,78,62,68,1558,2,61,1,1,36,33,2,77,71,37,964,0,0,1,26,38,32,720,651,Nor
'Medial Tibia of Normal_55.jpg',534,900,737,67,1172,46,46,50,1265,108,88,2,80,94,83,64,1263,3,98,1,3,49,39,1,82,83,48,980,0,1,1,33,46,61,898,775,Nor
'Medial Tibia of Normal_56.jpg',409,922,594,87,1214,37,38,39,1454,124,75,8,64,79,62,80,1302,2,82,1,1,49,30,6,73,67,53,991,0,2,1,33,58,63,893,808,Nor
'Medial Tibia of Normal_57.jpg',777,1102,712,83,899,61,60,66,1000,129,101,7,63,110,75,64,898,12,85,0,13,68,42,6,79,98,56,833,0,5,7,64,102,101,1124,899,Nor
'Medial Tibia of Normal_58.jpg',385,721,668,78,1377,24,48,36,2125,80,58,3,44,59,55,36,1665,1,54,0,1,31,29,1,44,67,38,921,0,2,1,16,47,40,715,530,Nor
'Medial Tibia of Normal_59.jpg',507,953,632,87,1120,35,53,49,1347,160,78,6,55,69,57,68,1219,5,85,4,6,46,24,2,82,78,54,931,0,2,3,41,60,63,1015,805,Nor
'Medial Tibia of Normal_6.jpg',357,740,656,79,1304,32,40,53,1977,99,51,4,41,58,38,69,1600,0,58,0,0,39,35,1,44,57,30,962,0,1,2,28,40,41,702,563,Nor
'Medial Tibia of Normal_60.jpg',450,774,714,86,1312,36,33,43,1553,94,78,3,57,87,65,61,1471,1,72,2,2,45,36,3,69,66,43,982,0,0,2,26,42,40,776,677,Nor
'Medial Tibia of Normal_61.jpg',350,714,706,83,1364,41,52,52,1614,69,62,3,59,88,57,69,1575,0,59,2,0,42,39,1,64,44,47,1033,0,0,2,28,58,36,727,661,Nor
'Medial Tibia of Normal_62.jpg',306,698,598,76,1312,35,25,48,1955,109,62,3,58,60,42,74,1589,1,66,4,2,38,26,3,57,64,27,1007,0,2,0,20,54,40,716,624,Nor
'Medial Tibia of Normal_63.jpg',382,731,634,63,1340,31,34,53,1857,88,50,2,70,73,68,70,1528,0,68,1,2,43,33,2,59,60,32,968,0,1,1,16,49,39,728,625,Nor
'Medial Tibia of Normal_7.jpg',380,720,658,87,1331,38,56,37,1925,88,76,4,58,50,56,43,1504,0,53,1,1,44,35,1,57,64,54,930,0,0,1,27,49,33,747,593,Nor
'Medial Tibia of Normal_8.jpg',385,752,626,65,1345,27,30,57,1941,93,57,1,47,75,53,54,1531,1,65,1,1,33,30,1,73,48,32,931,0,2,4,33,55,31,732,589,Nor
'Medial Tibia of Normal_9.jpg',419,784,637,84,1322,40,45,65,1771,63,64,5,50,81,60,68,1474,0,49,1,1,47,31,0,52,46,39,977,0,3,2,25,45,34,804,613,Nor
'Medial Tibia of OA_1.jpg',387,782,597,87,1317,32,39,50,1907,87,54,5,47,83,54,60,1512,2,58,3,1,36,38,3,56,55,33,954,0,0,1,24,51,39,739,608,OA
'Medial Tibia of OA_10.jpg',253,665,544,66,1305,19,34,35,2199,125,59,7,61,60,36,63,1710,1,56,0,1,29,25,1,42,54,31,945,0,1,1,18,30,41,705,579,OA
'Medial Tibia of OA_11.jpg',426,755,700,63,1335,43,34,45,1753,96,59,3,54,71,43,60,1543,0,61,0,1,40,48,2,78,51,34,949,0,0,1,33,44,43,744,589,OA
'Medial Tibia of OA_12.jpg',343,723,609,70,1280,21,41,46,2078,102,68,6,51,73,43,77,1553,0,59,2,1,36,33,1,59,55,30,888,0,2,1,18,37,46,751,598,OA
'Medial Tibia of OA_13.jpg',337,754,564,69,1268,25,26,65,2061,94,45,7,46,88,45,64,1571,2,54,3,0,39,26,0,51,40,43,983,0,0,1,19,47,33,729,602,OA
'Medial Tibia of OA_14.jpg',379,753,700,60,1293,21,35,33,2020,100,67,6,42,76,58,42,1557,0,57,1,1,36,33,0,62,57,34,899,0,0,2,23,31,45,713,565,OA
'Medial Tibia of OA_15.jpg',379,741,682,68,1317,23,45,50,1931,81,77,4,49,67,58,56,1458,2,53,1,0,37,33,3,66,62,40,907,0,1,1,31,40,42,757,639,OA
'Medial Tibia of OA_16.jpg',481,714,774,67,1305,45,54,61,1686,68,65,4,55,66,52,59,1527,1,65,1,0,40,45,1,65,68,51,885,0,2,2,42,49,45,747,609,OA
'Medial Tibia of OA_17.jpg',238,532,575,59,1560,24,26,35,2446,52,24,0,35,52,35,47,1813,0,42,0,3,21,15,0,63,53,31,943,0,1,2,13,43,23,523,472,OA
'Medial Tibia of OA_18.jpg',388,753,647,52,1347,34,23,43,2003,89,59,3,56,67,50,48,1536,1,64,1,0,31,35,0,70,47,28,919,0,1,1,29,52,49,695,580,OA
'Medial Tibia of OA_19.jpg',377,828,588,65,1211,19,40,23,2028,130,90,5,47,74,44,45,1567,1,59,2,2,29,16,2,56,51,29,879,0,0,1,16,42,56,807,572,OA
'Medial Tibia of OA_2.jpg',288,666,596,79,1336,28,25,36,2229,78,50,1,40,67,42,64,1648,0,56,1,1,35,26,0,55,48,35,901,0,0,2,19,43,38,687,581,OA
'Medial Tibia of OA_20.jpg',326,745,643,86,1362,23,32,46,1938,76,53,4,46,79,42,73,1578,0,61,1,1,44,34,0,57,46,42,985,0,0,0,16,43,30,687,602,OA
'Medial Tibia of OA_21.jpg',538,1918,446,38,606,16,16,16,764,575,86,3,43,65,26,32,659,1,49,0,1,21,10,0,45,55,19,607,0,2,0,17,20,281,1926,900,OA
'Medial Tibia of OA_22.jpg',470,861,701,75,1222,35,54,57,1554,85,76,4,62,96,88,60,1321,2,75,2,1,37,36,0,83,64,44,980,0,0,0,32,58,52,811,703,OA
'Medial Tibia of OA_23.jpg',359,706,647,61,1374,22,30,45,1747,95,77,3,48,72,50,62,1664,0,73,3,1,39,29,1,70,66,47,982,0,2,1,33,32,38,693,629,OA
'Medial Tibia of OA_24.jpg',347,723,627,73,1350,32,44,50,1837,80,62,3,56,66,54,71,1617,0,76,0,1,35,27,2,57,66,27,943,0,0,0,14,45,39,733,644,OA
'Medial Tibia of OA_25.jpg',343,744,625,68,1305,30,38,44,2148,75,63,7,49,59,54,49,1622,1,53,1,2,49,25,1,59,50,30,889,0,2,1,23,38,39,684,531,OA
'Medial Tibia of OA_26.jpg',205,567,502,44,1404,21,31,21,2695,83,71,5,49,41,31,41,1910,1,49,0,0,25,16,0,40,44,18,848,0,0,0,8,20,27,550,434,OA
