File,LCP_1,LCP_2,LCP_3,LCP_4,LCP_5,LCP_6,LCP_7,LCP_8,LCP_9,LCP_10,LCP_11,LCP_12,LCP_13,LCP_14,LCP_15,LCP_16,LCP_17,LCP_18,LCP_19,LCP_20,LCP_21,LCP_22,LCP_23,LCP_24,LCP_25,LCP_26,LCP_27,LCP_28,LCP_29,LCP_30,LCP_31,LCP_32,LCP_33,LCP_34,LCP_35,LCP_36,LCP_37,LCP_38,LCP_39,LCP_40,LCP_41,LCP_42,LCP_43,LCP_44,LCP_45,LCP_46,LCP_47,LCP_48,LCP_49,LCP_50,LCP_51,LCP_52,LCP_53,LCP_54,LCP_55,LCP_56,LCP_57,LCP_58,LCP_59,LCP_60,LCP_61,LCP_62,LCP_63,LCP_64,LCP_65,LCP_66,LCP_67,LCP_68,LCP_69,LCP_70,LCP_71,LCP_72,LCP_73,LCP_74,LCP_75,LCP_76,LCP_77,LCP_78,LCP_79,LCP_80,LCP_81,class
Lateral Femur of G1_2.jpg,1.04E+00,6.33E-02,7.36E-01,8.20E-02,2.31E-01,8.20E-02,7.36E-01,6.33E-02,818,1.02E+00,6.44E-02,4.94E-01,1.81E-01,1.04E-01,1.81E-01,4.94E-01,6.44E-02,956,1.02E+00,4.38E-02,1.87E-01,8.65E-02,4.67E-02,8.65E-02,1.87E-01,4.38E-02,610,1.01E+00,6.17E-02,1.91E-01,8.44E-02,7.24E-02,8.44E-02,1.91E-01,6.17E-02,531,1.00E+00,7.33E-03,3.70E-01,2.98E-02,6.57E-02,2.98E-02,3.70E-01,7.33E-03,765,9.93E-01,3.30E-02,1.17E-01,7.46E-02,1.36E-01,7.46E-02,1.17E-01,3.30E-02,671,9.85E-01,4.98E-02,1.93E-01,1.20E-01,2.20E-01,1.20E-01,1.93E-01,4.98E-02,804,9.76E-01,4.28E-02,4.51E-01,4.06E-02,6.87E-02,4.06E-02,4.51E-01,4.28E-02,1025,9.64E-01,9.00E-02,7.66E-01,1.04E-01,6.28E-02,1.04E-01,7.66E-01,9.00E-02,954,Grade 1
Lateral Femur of G1_3.jpg,1.06E+00,5.52E-02,5.94E-01,3.21E-02,5.56E-02,3.21E-02,5.94E-01,5.52E-02,948,1.04E+00,1.27E-01,4.49E-01,8.93E-02,1.71E-01,8.93E-02,4.49E-01,1.27E-01,984,1.02E+00,4.89E-02,1.30E-01,4.68E-02,1.97E-01,4.68E-02,1.30E-01,4.89E-02,593,1.01E+00,5.89E-02,1.69E-01,2.81E-02,9.91E-02,2.81E-02,1.69E-01,5.89E-02,442,1.00E+00,7.10E-03,2.89E-01,5.95E-02,3.91E-02,5.95E-02,2.89E-01,7.10E-03,501,9.89E-01,5.26E-02,2.04E-01,9.91E-02,3.64E-02,9.91E-02,2.04E-01,5.26E-02,515,9.78E-01,3.62E-02,1.38E-01,6.11E-02,1.77E-01,6.11E-02,1.38E-01,3.62E-02,662,9.68E-01,1.18E-01,5.24E-01,1.31E-02,1.36E-01,1.31E-02,5.24E-01,1.18E-01,1029,9.46E-01,7.84E-02,7.11E-01,1.71E-01,1.96E-01,1.71E-01,7.11E-01,7.84E-02,1150,Grade 1
Lateral Femur of G1_4.jpg,1.06E+00,5.75E-02,5.89E-01,1.58E-01,2.22E-01,1.58E-01,5.89E-01,5.75E-02,772,1.04E+00,5.47E-02,4.32E-01,6.88E-02,1.11E-01,6.88E-02,4.32E-01,5.47E-02,862,1.03E+00,4.92E-02,1.57E-01,1.05E-01,1.58E-01,1.05E-01,1.57E-01,4.92E-02,675,1.02E+00,4.20E-02,2.26E-01,7.08E-02,2.54E-01,7.08E-02,2.26E-01,4.20E-02,700,1.00E+00,2.10E-02,4.04E-01,6.26E-02,1.48E-02,6.26E-02,4.04E-01,2.10E-02,886,9.87E-01,4.24E-02,1.64E-01,9.42E-02,3.04E-02,9.42E-02,1.64E-01,4.24E-02,802,9.71E-01,3.60E-02,2.32E-01,1.85E-01,3.94E-02,1.85E-01,2.32E-01,3.60E-02,840,9.62E-01,8.30E-02,4.58E-01,1.78E-01,1.87E-01,1.78E-01,4.58E-01,8.30E-02,864,9.41E-01,5.97E-02,7.00E-01,1.62E-01,3.33E-01,1.62E-01,7.00E-01,5.97E-02,874,Grade 1
Lateral Femur of G1_5.jpg,1.05E+00,3.07E-02,6.10E-01,1.11E-01,3.41E-01,1.11E-01,6.10E-01,3.07E-02,875,1.04E+00,7.68E-02,4.22E-01,4.75E-02,1.82E-01,4.75E-02,4.22E-01,7.68E-02,936,1.03E+00,4.54E-02,1.31E-01,1.07E-01,1.44E-01,1.07E-01,1.31E-01,4.54E-02,595,1.02E+00,1.85E-03,2.06E-01,5.40E-02,2.00E-01,5.40E-02,2.06E-01,1.85E-03,580,1.00E+00,3.82E-02,3.41E-01,3.08E-02,2.89E-02,3.08E-02,3.41E-01,3.82E-02,696,9.88E-01,4.10E-02,1.44E-01,1.12E-01,5.01E-02,1.12E-01,1.44E-01,4.10E-02,677,9.74E-01,6.31E-02,1.95E-01,8.23E-02,2.16E-02,8.23E-02,1.95E-01,6.31E-02,744,9.64E-01,8.25E-02,4.37E-01,5.13E-02,7.21E-02,5.13E-02,4.37E-01,8.25E-02,901,9.43E-01,3.65E-02,7.44E-01,8.58E-02,1.33E-01,8.58E-02,7.44E-01,3.65E-02,1006,Grade 1
Lateral Femur of G1_6.jpg,1.05E+00,3.51E-02,6.31E-01,2.16E-01,2.61E-01,2.16E-01,6.31E-01,3.51E-02,831,1.04E+00,6.91E-02,4.31E-01,5.30E-02,2.52E-01,5.30E-02,4.31E-01,6.91E-02,926,1.03E+00,5.70E-02,1.54E-01,2.04E-02,1.81E-01,2.04E-02,1.54E-01,5.70E-02,618,1.02E+00,3.08E-02,1.98E-01,5.63E-02,1.07E-01,5.63E-02,1.98E-01,3.08E-02,584,1.00E+00,1.71E-02,4.25E-01,8.83E-02,3.61E-02,8.83E-02,4.25E-01,1.71E-02,827,9.88E-01,2.72E-02,2.02E-01,1.03E-01,9.93E-02,1.03E-01,2.02E-01,2.72E-02,732,9.74E-01,1.31E-02,1.68E-01,7.74E-02,8.97E-02,7.74E-02,1.68E-01,1.31E-02,724,9.65E-01,6.67E-02,4.31E-01,7.58E-02,2.71E-01,7.58E-02,4.31E-01,6.67E-02,946,9.46E-01,6.68E-02,8.45E-01,6.72E-02,2.48E-01,6.72E-02,8.45E-01,6.68E-02,951,Grade 1
Lateral Femur of G1_7.jpg,1.06E+00,4.38E-02,4.86E-01,1.31E-01,6.34E-02,1.31E-01,4.86E-01,4.38E-02,768,1.04E+00,2.58E-02,2.80E-01,9.22E-02,5.60E-02,9.22E-02,2.80E-01,2.58E-02,943,1.03E+00,5.52E-02,1.23E-01,5.06E-02,6.00E-02,5.06E-02,1.23E-01,5.52E-02,677,1.02E+00,5.11E-02,1.26E-01,8.53E-02,1.51E-02,8.53E-02,1.26E-01,5.11E-02,618,1.00E+00,1.27E-02,3.50E-01,8.16E-02,2.03E-01,8.16E-02,3.50E-01,1.27E-02,785,9.87E-01,1.25E-02,1.70E-01,3.67E-02,1.76E-01,3.67E-02,1.70E-01,1.25E-02,820,9.70E-01,5.73E-02,1.71E-01,4.86E-02,1.67E-01,4.86E-02,1.71E-01,5.73E-02,857,9.58E-01,5.31E-03,3.54E-01,6.21E-02,1.53E-01,6.21E-02,3.54E-01,5.31E-03,885,9.36E-01,5.04E-02,6.14E-01,9.38E-02,2.54E-01,9.38E-02,6.14E-01,5.04E-02,927,Grade 1
Lateral Femur of G1_8.jpg,1.04E+00,5.65E-02,2.90E-01,1.28E-01,8.83E-02,1.28E-01,2.90E-01,5.65E-02,790,1.03E+00,4.37E-02,2.19E-01,4.89E-02,1.49E-01,4.89E-02,2.19E-01,4.37E-02,846,1.02E+00,1.93E-02,5.01E-02,4.11E-02,1.15E-01,4.11E-02,5.01E-02,1.93E-02,730,1.01E+00,2.50E-02,8.83E-02,6.49E-02,4.74E-02,6.49E-02,8.83E-02,2.50E-02,672,1.00E+00,1.24E-02,2.17E-01,1.05E-01,5.36E-02,1.05E-01,2.17E-01,1.24E-02,740,9.91E-01,2.59E-02,4.76E-02,8.58E-02,1.85E-01,8.58E-02,4.76E-02,2.59E-02,761,9.80E-01,5.19E-02,4.91E-02,9.86E-02,8.51E-02,9.86E-02,4.91E-02,5.19E-02,836,9.71E-01,3.29E-02,2.63E-01,7.42E-02,1.56E-01,7.42E-02,2.63E-01,3.29E-02,903,9.56E-01,1.63E-02,3.19E-01,5.42E-02,6.11E-02,5.42E-02,3.19E-01,1.63E-02,938,Grade 1
Lateral Femur of G1_9.jpg,1.08E+00,4.30E-02,5.41E-01,7.14E-02,4.99E-01,7.14E-02,5.41E-01,4.30E-02,618,1.06E+00,3.01E-02,2.97E-01,9.17E-02,2.68E-01,9.17E-02,2.97E-01,3.01E-02,940,1.04E+00,1.97E-02,1.45E-01,4.92E-02,1.42E-01,4.92E-02,1.45E-01,1.97E-02,568,1.02E+00,1.63E-02,2.10E-01,2.62E-02,2.04E-01,2.62E-02,2.10E-01,1.63E-02,817,1.00E+00,8.36E-03,4.56E-01,4.83E-02,3.79E-01,4.83E-02,4.56E-01,8.36E-03,789,9.78E-01,3.37E-02,2.57E-01,4.97E-02,2.29E-01,4.97E-02,2.57E-01,3.37E-02,816,9.58E-01,3.59E-02,2.08E-01,1.46E-01,4.59E-01,1.46E-01,2.08E-01,3.59E-02,547,9.44E-01,6.78E-02,3.95E-01,8.37E-02,4.40E-01,8.37E-02,3.95E-01,6.78E-02,960,9.21E-01,1.25E-01,7.06E-01,9.82E-02,7.34E-01,9.82E-02,7.06E-01,1.25E-01,694,Grade 1
Lateral Femur of G2_1.jpg,1.05E+00,6.79E-02,4.27E-01,6.13E-02,9.62E-02,6.13E-02,4.27E-01,6.79E-02,894,1.03E+00,5.20E-02,1.93E-01,4.49E-02,2.84E-01,4.49E-02,1.93E-01,5.20E-02,804,1.02E+00,1.95E-02,1.06E-01,1.14E-01,1.00E-01,1.14E-01,1.06E-01,1.95E-02,687,1.01E+00,4.97E-02,9.40E-02,7.80E-02,3.94E-02,7.80E-02,9.40E-02,4.97E-02,641,1.00E+00,3.33E-02,3.09E-01,6.79E-02,1.04E-01,6.79E-02,3.09E-01,3.33E-02,634,9.89E-01,2.64E-02,8.36E-02,3.79E-02,7.35E-02,3.79E-02,8.36E-02,2.64E-02,748,9.78E-01,5.85E-02,6.21E-02,3.54E-02,6.93E-02,3.54E-02,6.21E-02,5.85E-02,832,9.67E-01,5.39E-02,2.21E-01,5.18E-02,1.80E-01,5.18E-02,2.21E-01,5.39E-02,931,9.51E-01,6.46E-02,4.14E-01,1.62E-01,2.67E-01,1.62E-01,4.14E-01,6.46E-02,987,Grade 2
Lateral Femur of G2_10.jpg,1.06E+00,2.61E-02,4.57E-01,5.82E-02,3.78E-02,5.82E-02,4.57E-01,2.61E-02,890,1.04E+00,5.42E-02,2.32E-01,1.01E-01,9.76E-02,1.01E-01,2.32E-01,5.42E-02,970,1.03E+00,1.33E-02,1.22E-01,1.16E-01,1.69E-01,1.16E-01,1.22E-01,1.33E-02,506,1.02E+00,5.79E-02,2.57E-01,4.02E-02,2.43E-01,4.02E-02,2.57E-01,5.79E-02,567,1.00E+00,7.15E-03,4.30E-01,4.04E-02,1.59E-02,4.04E-02,4.30E-01,7.15E-03,712,9.86E-01,7.51E-03,2.26E-01,9.96E-02,3.34E-02,9.96E-02,2.26E-01,7.51E-03,642,9.71E-01,3.82E-02,1.35E-01,8.00E-02,7.98E-03,8.00E-02,1.35E-01,3.82E-02,566,9.59E-01,7.55E-02,2.56E-01,6.92E-02,4.42E-02,6.92E-02,2.56E-01,7.55E-02,1022,9.39E-01,4.64E-02,4.19E-01,9.57E-02,1.65E-01,9.57E-02,4.19E-01,4.64E-02,1003,Grade 2
Lateral Femur of G2_11.jpg,1.06E+00,5.59E-02,1.99E-01,1.18E-01,5.60E-02,1.18E-01,1.99E-01,5.59E-02,856,1.04E+00,2.15E-02,2.02E-01,5.91E-02,5.08E-02,5.91E-02,2.02E-01,2.15E-02,952,1.03E+00,1.63E-02,4.52E-02,9.73E-02,2.34E-01,9.73E-02,4.52E-02,1.63E-02,567,1.02E+00,1.50E-02,1.05E-01,7.10E-02,1.07E-02,7.10E-02,1.05E-01,1.50E-02,622,1.00E+00,2.74E-02,2.21E-01,6.90E-02,2.31E-02,6.90E-02,2.21E-01,2.74E-02,710,9.88E-01,3.36E-02,1.60E-01,1.00E-01,1.02E-01,1.00E-01,1.60E-01,3.36E-02,633,9.75E-01,4.72E-02,4.81E-02,3.37E-02,1.19E-01,3.37E-02,4.81E-02,4.72E-02,571,9.62E-01,2.05E-02,1.43E-01,3.03E-02,1.37E-01,3.03E-02,1.43E-01,2.05E-02,983,9.41E-01,1.53E-02,3.13E-01,9.61E-02,2.91E-02,9.61E-02,3.13E-01,1.53E-02,1021,Grade 2
Lateral Femur of G2_12.jpg,1.04E+00,5.16E-02,5.41E-01,8.36E-02,2.75E-01,8.36E-02,5.41E-01,5.16E-02,790,1.03E+00,9.76E-02,4.05E-01,8.35E-02,3.82E-01,8.35E-02,4.05E-01,9.76E-02,854,1.02E+00,4.51E-02,1.71E-01,1.15E-01,2.02E-01,1.15E-01,1.71E-01,4.51E-02,633,1.01E+00,1.91E-02,8.05E-02,7.99E-02,1.93E-01,7.99E-02,8.05E-02,1.91E-02,671,1.00E+00,1.29E-02,4.31E-01,7.98E-02,2.41E-01,7.98E-02,4.31E-01,1.29E-02,824,9.90E-01,1.14E-02,1.88E-01,3.88E-02,1.62E-01,3.88E-02,1.88E-01,1.14E-02,809,9.80E-01,1.11E-01,2.11E-01,3.61E-02,1.13E-01,3.61E-02,2.11E-01,1.11E-01,820,9.72E-01,6.15E-02,4.13E-01,8.36E-02,2.06E-01,8.36E-02,4.13E-01,6.15E-02,927,9.57E-01,4.34E-02,6.21E-01,2.03E-01,3.78E-01,2.03E-01,6.21E-01,4.34E-02,918,Grade 2
Lateral Femur of G2_13.jpg,1.05E+00,1.06E-01,3.17E-01,2.06E-01,5.55E-02,2.06E-01,3.17E-01,1.06E-01,844,1.04E+00,4.23E-02,1.85E-01,5.34E-02,1.28E-02,5.34E-02,1.85E-01,4.23E-02,872,1.02E+00,5.25E-02,5.12E-02,5.47E-02,8.55E-02,5.47E-02,5.12E-02,5.25E-02,671,1.01E+00,3.86E-02,1.47E-01,1.28E-01,1.32E-01,1.28E-01,1.47E-01,3.86E-02,641,1.00E+00,2.06E-02,2.39E-01,5.13E-02,1.09E-01,5.13E-02,2.39E-01,2.06E-02,686,9.89E-01,1.36E-02,9.06E-02,7.87E-02,8.05E-02,7.87E-02,9.06E-02,1.36E-02,710,9.76E-01,3.96E-02,8.65E-02,1.56E-01,2.97E-01,1.56E-01,8.65E-02,3.96E-02,842,9.66E-01,2.11E-02,2.22E-01,4.62E-02,8.63E-04,4.62E-02,2.22E-01,2.11E-02,898,9.47E-01,6.79E-02,2.95E-01,2.24E-01,1.63E-02,2.24E-01,2.95E-01,6.79E-02,1004,Grade 2
