File,RLBP_1,RLBP_2,RLBP_3,RLBP_4,RLBP_5,RLBP_6,RLBP_7,RLBP_8,RLBP_9,RLBP_10,RLBP_11,RLBP_12,RLBP_13,RLBP_14,RLBP_15,RLBP_16,RLBP_17,RLBP_18,RLBP_19,RLBP_20,RLBP_21,RLBP_22,RLBP_23,RLBP_24,RLBP_25,RLBP_26,RLBP_27,RLBP_28,RLBP_29,RLBP_30,RLBP_31,RLBP_32,RLBP_33,RLBP_34,RLBP_35,RLBP_36,RLBP_37,RLBP_38,RLBP_39,RLBP_40,RLBP_41,RLBP_42,RLBP_43,RLBP_44,RLBP_45,RLBP_46,RLBP_47,RLBP_48,RLBP_49,RLBP_50,RLBP_51,RLBP_52,RLBP_53,RLBP_54,RLBP_55,RLBP_56,RLBP_57,RLBP_58,RLBP_59,RLBP_60,RLBP_61,RLBP_62,RLBP_63,RLBP_64,RLBP_65,RLBP_66,RLBP_67,RLBP_68,RLBP_69,RLBP_70,RLBP_71,RLBP_72,RLBP_73,RLBP_74,RLBP_75,RLBP_76,RLBP_77,RLBP_78,RLBP_79,RLBP_80,RLBP_81,RLBP_82,RLBP_83,RLBP_84,RLBP_85,RLBP_86,RLBP_87,RLBP_88,RLBP_89,RLBP_90,RLBP_91,RLBP_92,RLBP_93,RLBP_94,RLBP_95,RLBP_96,RLBP_97,RLBP_98,RLBP_99,RLBP_100,RLBP_101,RLBP_102,RLBP_103,RLBP_104,RLBP_105,RLBP_106,RLBP_107,RLBP_108,RLBP_109,RLBP_110,RLBP_111,RLBP_112,RLBP_113,RLBP_114,RLBP_115,RLBP_116,RLBP_117,RLBP_118,RLBP_119,RLBP_120,RLBP_121,RLBP_122,RLBP_123,RLBP_124,RLBP_125,RLBP_126,RLBP_127,RLBP_128,RLBP_129,RLBP_130,RLBP_131,RLBP_132,RLBP_133,RLBP_134,RLBP_135,RLBP_136,RLBP_137,RLBP_138,RLBP_139,RLBP_140,RLBP_141,RLBP_142,RLBP_143,RLBP_144,RLBP_145,RLBP_146,RLBP_147,RLBP_148,RLBP_149,RLBP_150,RLBP_151,RLBP_152,RLBP_153,RLBP_154,RLBP_155,RLBP_156,RLBP_157,RLBP_158,RLBP_159,RLBP_160,RLBP_161,RLBP_162,RLBP_163,RLBP_164,RLBP_165,RLBP_166,RLBP_167,RLBP_168,RLBP_169,RLBP_170,RLBP_171,RLBP_172,RLBP_173,RLBP_174,RLBP_175,RLBP_176,RLBP_177,RLBP_178,RLBP_179,RLBP_180,RLBP_181,RLBP_182,RLBP_183,RLBP_184,RLBP_185,RLBP_186,RLBP_187,RLBP_188,RLBP_189,RLBP_190,RLBP_191,RLBP_192,RLBP_193,RLBP_194,RLBP_195,RLBP_196,RLBP_197,RLBP_198,RLBP_199,RLBP_200,RLBP_201,RLBP_202,RLBP_203,RLBP_204,RLBP_205,RLBP_206,RLBP_207,RLBP_208,RLBP_209,RLBP_210,RLBP_211,RLBP_212,RLBP_213,RLBP_214,RLBP_215,RLBP_216,RLBP_217,RLBP_218,RLBP_219,RLBP_220,RLBP_221,RLBP_222,RLBP_223,RLBP_224,RLBP_225,RLBP_226,RLBP_227,RLBP_228,RLBP_229,RLBP_230,RLBP_231,RLBP_232,RLBP_233,RLBP_234,RLBP_235,RLBP_236,RLBP_237,RLBP_238,RLBP_239,RLBP_240,RLBP_241,RLBP_242,RLBP_243,RLBP_244,RLBP_245,RLBP_246,RLBP_247,RLBP_248,RLBP_249,RLBP_250,RLBP_251,RLBP_252,RLBP_253,RLBP_254,RLBP_255,RLBP_256,class
Lateral Femur of G1_2.jpg,327,11,145,15,126,1,135,26,88,1,12,2,122,1,276,22,209,6,7,3,39,0,32,8,116,3,11,0,383,1,467,30,146,1,82,4,14,0,52,7,22,0,3,0,19,0,39,3,149,3,29,7,19,0,42,7,265,2,42,10,582,2,556,46,12,1,1,1,2,0,2,1,1,0,0,1,4,0,7,1,1,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,5,2,6,0,2,0,10,0,2,0,0,0,1,0,4,1,27,0,4,1,5,0,6,2,29,1,3,3,27,0,50,3,3,15,1,22,0,1,1,11,2,6,0,1,2,3,1,14,0,1,0,3,0,0,0,1,1,6,0,3,0,6,0,15,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,3,0,1,0,0,0,0,0,0,0,1,1,5,16,237,1,427,6,12,3,244,5,27,0,18,7,33,6,230,2,15,0,9,0,1,1,8,2,31,0,20,10,43,4,159,15,382,1,485,0,11,2,227,1,19,0,7,1,19,3,185,10,239,0,187,3,7,1,81,17,229,0,148,11,130,6,645,Grade 1
Lateral Femur of G1_3.jpg,504,5,194,14,181,1,153,24,111,2,21,2,113,0,272,24,173,5,7,3,29,0,18,2,132,2,21,8,280,0,376,32,207,2,81,13,15,0,56,8,22,1,5,0,15,2,48,8,150,5,54,13,22,0,40,13,260,4,37,10,397,7,465,51,11,5,6,0,3,1,4,0,2,0,0,0,5,0,4,0,1,0,0,1,1,0,0,0,3,0,1,0,1,0,2,3,21,1,5,2,2,0,12,1,8,1,3,0,5,0,8,2,21,0,4,1,1,0,6,3,22,0,5,0,31,1,45,7,3,26,0,25,2,4,1,16,3,6,0,1,2,6,0,21,1,4,0,2,0,0,0,2,0,12,0,5,2,5,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,2,0,0,0,0,0,6,0,3,1,2,1,2,40,249,3,324,6,14,6,231,5,42,1,18,6,44,3,227,1,12,0,15,1,0,0,9,6,40,1,16,5,52,2,196,16,309,4,346,4,19,2,229,2,22,0,5,0,21,0,156,23,262,1,192,4,11,2,128,20,197,0,162,16,168,10,712,Grade 1
Lateral Femur of G1_4.jpg,362,10,151,14,194,2,160,21,84,1,14,2,158,3,270,12,152,3,7,3,30,0,16,4,140,0,13,2,384,2,516,38,139,0,75,5,12,0,40,4,19,0,2,2,18,2,33,3,161,4,43,10,20,0,33,10,289,2,30,7,531,1,564,62,4,0,2,0,5,0,2,1,2,0,1,0,5,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,6,0,9,0,3,0,3,0,14,3,2,0,0,0,2,0,6,1,22,0,6,1,4,0,7,0,26,1,6,1,25,0,48,7,2,18,0,22,0,2,0,12,1,5,0,1,0,1,0,11,1,1,0,1,0,0,0,0,2,3,0,2,0,2,0,12,0,1,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,1,0,1,1,13,25,249,1,404,3,14,3,271,8,47,0,13,7,32,1,203,1,15,0,12,0,0,0,2,4,30,1,10,3,24,2,126,23,421,1,466,2,11,2,231,1,22,0,7,3,13,4,131,14,251,0,220,1,6,2,96,12,234,0,165,13,142,6,541,Grade 1
Lateral Femur of G1_5.jpg,387,10,153,8,164,1,166,14,102,2,16,3,107,1,303,25,151,6,11,3,26,0,13,4,152,4,20,0,362,4,493,31,175,2,94,5,9,1,46,12,16,0,5,0,16,1,36,5,156,2,36,6,19,0,35,2,278,6,46,4,496,4,568,55,13,2,0,0,3,0,7,0,0,0,0,0,3,0,4,1,1,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,13,1,1,1,7,0,15,0,1,0,2,1,4,0,8,4,24,0,11,2,3,0,6,4,17,1,3,1,43,2,42,1,4,19,1,18,0,4,0,11,0,7,0,3,0,3,1,8,0,1,0,3,0,0,0,3,0,7,0,1,0,2,0,11,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,1,0,0,0,5,0,2,1,4,1,9,25,249,0,388,2,8,5,252,5,44,0,12,11,30,5,217,4,10,0,7,0,1,0,3,2,36,1,13,4,39,1,164,16,410,1,420,0,10,4,228,2,19,0,11,3,12,2,151,12,254,0,223,1,11,1,84,17,216,0,128,8,149,7,586,Grade 1
Lateral Femur of G1_6.jpg,377,9,190,7,158,0,175,17,88,1,19,0,147,2,266,23,154,3,8,3,22,0,16,0,141,3,17,3,377,1,505,35,172,1,80,5,14,0,45,5,13,0,1,0,14,0,37,5,149,5,57,12,20,0,36,8,302,2,41,2,475,4,557,50,11,1,1,0,6,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,1,0,2,0,14,1,3,0,1,0,12,2,0,0,1,1,0,0,0,1,20,0,6,1,5,1,9,2,17,0,6,4,30,2,40,2,4,23,0,17,0,1,0,15,1,4,0,3,1,2,0,9,0,3,0,3,1,0,0,0,0,7,0,3,1,4,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,2,1,2,0,0,0,1,0,4,18,267,1,404,4,18,0,250,3,31,1,17,5,35,0,216,2,14,0,10,0,0,0,8,5,36,0,30,5,37,1,128,21,452,1,408,3,6,1,214,1,18,0,8,4,29,2,159,15,249,1,207,2,5,0,98,11,207,0,139,12,159,5,594,Grade 1
Lateral Femur of G1_7.jpg,340,13,145,13,158,0,147,19,76,1,22,3,128,0,327,15,157,4,14,2,29,0,14,8,169,4,21,1,382,1,543,27,155,1,70,5,16,0,39,11,13,0,4,0,16,0,39,1,161,2,46,4,19,0,38,4,275,1,30,10,521,1,588,44,6,1,1,0,4,0,2,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,2,12,0,3,1,3,0,8,2,3,0,0,0,2,0,4,0,20,1,2,1,5,0,8,0,24,1,5,2,22,0,40,7,2,12,0,23,1,2,0,13,1,1,0,2,1,3,0,17,1,3,0,2,0,0,0,3,0,11,0,0,1,1,0,14,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,0,2,0,5,19,286,1,394,3,7,2,277,6,48,0,25,5,31,1,214,1,10,0,17,0,1,0,8,4,31,0,13,5,28,1,141,18,431,0,430,3,9,1,216,2,18,0,10,3,11,0,157,7,290,0,220,2,6,2,83,13,212,0,145,9,137,5,550,Grade 1
Lateral Femur of G1_8.jpg,394,6,147,11,166,1,152,18,102,1,20,3,143,1,290,16,143,4,1,2,34,0,18,7,152,3,28,2,402,2,479,33,135,1,97,6,9,1,38,4,17,0,6,0,15,0,40,5,175,3,50,13,17,0,41,7,308,3,33,7,412,3,535,52,8,0,2,0,0,0,3,0,1,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,3,0,2,0,2,0,0,0,11,0,7,3,3,0,14,0,3,0,0,0,2,0,10,0,25,0,8,2,5,0,8,0,22,2,0,0,22,0,50,6,1,15,2,19,1,2,0,13,0,5,0,4,0,2,0,11,1,1,0,6,0,0,0,0,0,9,0,6,1,5,0,13,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,1,1,0,2,0,1,3,8,26,254,2,379,5,17,2,253,3,45,1,8,14,38,0,221,0,12,0,13,0,0,0,8,7,26,0,15,4,30,1,121,24,373,2,436,0,11,1,266,5,17,1,9,2,13,2,144,8,272,0,233,1,3,0,108,12,223,3,165,9,156,4,604,Grade 1
Lateral Femur of G1_9.jpg,537,4,438,10,177,2,155,12,63,0,18,3,116,1,186,5,213,4,7,3,17,1,10,1,124,1,10,1,209,1,240,13,535,0,325,3,10,0,66,6,19,0,3,0,8,0,30,1,208,1,78,9,5,0,33,6,216,2,35,1,287,0,337,34,7,0,1,0,3,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,0,2,1,5,1,3,1,1,0,0,0,2,1,2,0,14,0,2,0,1,0,7,4,11,0,1,0,15,0,16,4,4,17,0,7,0,1,0,4,4,6,0,3,2,1,1,4,0,2,0,1,0,0,0,0,1,6,0,1,1,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,4,23,234,1,257,1,7,2,164,12,39,0,7,1,73,2,246,0,12,0,9,0,0,0,8,5,50,0,11,2,207,1,595,25,200,0,222,0,7,1,157,0,4,0,9,3,9,2,214,5,142,0,120,0,11,1,46,5,211,0,151,7,453,5,774,Grade 1
Lateral Femur of G2_1.jpg,361,10,133,17,157,3,168,21,99,1,17,3,144,1,286,21,164,2,10,1,24,1,21,3,127,3,11,1,370,0,397,32,140,3,59,8,5,2,43,6,23,0,5,1,14,0,39,7,168,4,32,11,18,0,33,7,305,3,39,6,452,1,536,53,8,1,1,0,10,0,7,0,0,0,0,0,4,0,9,2,1,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,14,2,6,0,5,0,16,4,3,0,0,0,4,0,6,0,21,1,6,0,3,0,6,0,17,0,3,2,30,0,43,6,2,23,0,22,1,1,0,15,0,5,0,1,1,5,0,8,2,3,0,2,0,0,0,3,1,11,0,4,0,5,0,15,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,3,0,3,0,0,0,3,0,3,0,0,2,2,0,7,27,306,1,389,4,15,2,321,12,44,1,13,14,34,3,224,4,14,0,15,0,0,0,5,4,34,0,16,4,31,2,171,25,390,1,434,4,2,0,213,2,16,0,16,0,27,2,138,18,287,3,217,1,3,0,99,12,217,0,147,8,138,5,625,Grade 2
Lateral Femur of G2_10.jpg,567,16,284,14,168,3,151,27,117,5,35,2,142,1,264,23,150,7,16,3,15,0,17,1,125,3,16,4,240,1,319,19,238,3,95,6,18,0,60,7,18,0,7,1,19,0,34,5,163,4,60,6,20,0,43,6,254,5,36,8,338,1,374,31,21,0,4,1,5,0,3,1,4,0,1,1,2,0,2,0,4,1,0,0,0,0,0,0,3,0,0,1,4,0,2,0,19,0,14,2,3,0,7,1,10,0,0,1,6,1,5,5,28,1,9,1,0,0,6,2,19,1,4,2,28,2,46,17,13,24,1,27,1,2,0,22,0,5,1,2,1,9,3,15,1,4,0,1,1,1,0,4,2,6,0,2,2,7,0,21,1,6,0,3,0,0,0,2,0,1,0,0,0,2,0,1,2,3,1,4,1,0,0,2,1,3,1,2,0,4,0,15,38,224,3,308,4,15,6,215,13,34,2,22,9,43,3,181,5,16,0,22,0,0,0,8,8,42,0,17,8,77,3,237,25,317,1,292,6,12,2,162,0,22,0,7,2,26,3,168,12,229,3,185,4,22,4,132,25,208,1,154,12,256,8,790,Grade 2
Lateral Femur of G2_11.jpg,578,19,303,8,162,1,172,31,136,4,28,4,114,1,242,28,155,9,20,2,24,0,14,2,121,6,14,8,247,2,336,25,261,5,136,5,13,0,54,5,30,2,5,1,29,0,41,7,162,2,58,10,17,0,49,13,268,5,32,8,305,6,388,48,14,2,6,0,4,1,2,2,3,1,1,0,4,0,1,2,0,0,1,1,1,0,1,1,2,0,2,0,4,0,4,2,17,1,6,2,2,0,14,1,6,0,0,2,3,1,8,0,23,2,6,2,5,0,7,1,28,3,6,2,33,3,36,12,7,24,0,15,2,1,2,23,1,4,0,0,3,7,0,16,1,6,0,5,0,1,0,5,2,4,0,2,1,5,0,13,0,2,0,1,0,1,0,3,0,2,0,1,0,2,0,3,2,8,1,7,0,0,0,4,3,0,0,0,2,6,0,13,28,222,4,254,2,11,3,202,5,48,0,24,10,53,3,200,1,14,1,20,1,1,0,15,11,50,0,17,10,82,5,295,11,255,1,279,1,20,2,169,2,14,1,14,1,30,0,145,28,215,4,148,1,7,2,141,21,205,2,139,19,272,13,860,Grade 2
Lateral Femur of G2_12.jpg,314,6,129,14,171,1,150,21,74,0,21,2,130,1,279,32,121,3,10,4,41,0,19,5,130,0,13,1,413,1,505,30,150,2,87,11,10,0,43,6,16,0,3,0,6,1,39,0,160,4,44,3,21,0,28,7,296,3,47,9,491,2,604,51,7,0,0,0,7,0,3,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,11,1,2,0,1,0,10,3,3,0,0,0,1,0,7,1,14,0,4,1,2,0,8,1,15,1,4,1,27,1,46,4,4,19,0,15,0,2,0,20,1,2,0,1,0,1,1,11,1,3,0,2,0,0,0,1,1,3,0,0,1,2,0,12,0,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,1,0,0,0,1,0,4,0,6,22,271,1,410,4,12,2,269,5,29,0,20,12,23,1,237,1,14,0,6,0,0,0,4,3,35,0,22,1,40,0,123,21,459,0,463,2,14,0,228,3,15,0,6,2,25,1,145,9,267,0,206,1,5,0,73,15,265,0,150,12,132,10,595,Grade 2
Lateral Femur of G2_13.jpg,366,10,121,8,138,1,173,23,97,0,20,2,121,0,292,24,161,4,12,3,40,0,29,1,129,3,17,2,384,1,449,31,136,6,69,4,15,0,48,7,23,0,2,0,13,0,42,10,151,9,46,6,30,1,47,5,306,5,42,7,421,0,524,59,8,1,0,1,2,0,5,1,1,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,8,0,6,0,1,0,14,2,2,0,2,0,2,0,12,1,17,0,9,0,4,0,7,0,25,1,2,0,21,0,34,4,2,22,0,20,1,0,0,14,1,7,0,4,2,4,0,14,1,2,0,1,0,0,0,2,1,10,0,1,0,8,1,16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,5,0,1,0,3,0,4,25,291,5,379,6,13,2,321,6,36,0,7,12,36,1,186,1,16,0,9,0,0,0,7,2,44,0,15,7,41,1,112,25,412,1,493,4,13,1,240,1,13,0,11,0,19,0,139,11,269,1,254,1,5,1,97,19,195,0,149,18,135,10,622,Grade 2
Lateral Femur of G2_14.jpg,398,8,177,10,167,1,143,28,75,0,20,7,139,0,292,21,157,3,12,0,26,1,16,5,131,1,22,3,388,0,466,37,195,2,88,12,6,0,52,5,24,0,4,1,14,0,45,6,163,2,51,8,17,2,34,8,286,5,44,11,435,3,565,51,8,0,3,1,6,0,8,0,1,0,0,0,2,0,6,1,1,2,0,0,0,0,0,0,4,0,0,0,2,0,2,0,14,0,8,0,4,0,8,1,3,0,0,0,2,0,8,0,22,0,7,1,4,0,8,0,14,1,6,0,27,0,41,2,3,20,0,22,0,2,0,9,2,5,0,0,1,3,0,13,0,6,0,1,0,0,0,0,1,2,0,3,1,5,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,3,0,1,0,1,0,1,0,4,22,234,1,317,6,8,1,259,3,45,0,17,6,43,3,217,0,16,0,12,1,0,0,6,2,33,0,14,6,40,1,153,28,359,2,400,0,13,1,233,1,11,0,15,3,21,1,171,11,298,0,225,0,4,2,98,17,228,0,159,13,151,7,613,Grade 2
Lateral Femur of G2_15.jpg,424,9,221,9,158,0,152,18,89,1,27,1,111,2,282,8,145,2,14,5,42,0,16,2,129,0,19,1,321,1,488,20,212,2,124,7,14,0,34,4,24,0,4,1,11,0,24,4,175,3,61,6,18,0,43,8,251,2,42,2,444,0,522,42,16,0,4,1,9,1,0,0,1,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,5,0,10,0,4,0,7,1,2,0,1,1,2,0,4,1,21,1,7,1,2,0,4,1,17,0,4,1,19,1,41,6,1,15,0,12,1,1,0,15,2,5,0,1,1,1,1,11,1,4,0,3,0,0,0,1,1,10,0,2,1,2,1,10,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,2,0,0,0,5,20,250,2,407,4,19,3,251,11,36,0,16,7,29,2,179,0,14,0,13,0,0,0,9,2,47,1,11,10,60,2,187,25,409,0,402,1,12,2,196,3,16,0,9,3,25,0,132,21,254,1,178,3,3,0,91,15,237,1,167,12,229,6,629,Grade 2
Lateral Femur of G2_16.jpg,377,11,161,13,168,0,151,27,99,2,22,2,148,1,291,35,151,3,8,4,30,0,24,2,125,3,23,4,357,0,408,30,144,1,60,9,8,0,58,5,23,0,1,2,17,1,44,6,152,6,52,15,23,0,42,14,331,1,43,4,452,3,583,68,7,1,1,0,6,0,6,1,2,0,0,0,2,0,3,0,1,0,0,0,0,1,0,0,2,0,0,1,2,0,3,0,13,1,4,1,4,0,11,2,1,0,1,1,5,1,6,3,18,1,6,0,5,0,9,1,32,2,7,1,28,0,44,8,3,18,0,14,0,1,0,17,2,8,0,3,0,4,1,12,1,5,0,2,0,0,0,2,1,4,0,1,0,8,0,14,0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,2,2,2,0,1,0,3,0,10,21,250,4,350,4,9,1,264,11,42,0,9,4,39,0,210,2,14,0,14,0,0,0,1,3,40,0,22,7,32,0,144,25,386,2,404,2,11,1,223,0,18,0,7,3,20,2,148,16,255,0,223,1,7,4,116,17,203,0,138,11,144,4,655,Grade 2
Lateral Femur of G2_17.jpg,389,7,146,11,164,1,151,21,83,2,16,3,130,1,313,18,149,2,5,2,26,0,16,2,145,0,12,1,407,1,499,35,150,2,84,4,15,0,55,3,8,0,6,1,16,0,40,4,157,5,43,7,16,0,43,16,305,2,37,4,479,3,526,50,6,1,1,1,3,0,1,1,1,1,0,0,1,0,4,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,1,6,0,5,1,4,1,8,0,4,0,0,0,1,0,6,1,21,0,6,1,5,0,7,0,22,0,3,0,32,1,31,4,9,14,0,16,0,0,0,8,1,3,0,2,2,2,1,23,0,3,0,2,0,0,0,0,1,16,0,2,2,6,1,8,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,2,0,2,1,4,1,4,27,282,2,427,4,15,1,252,7,44,0,16,2,31,1,228,2,14,0,18,1,0,0,8,5,40,0,11,2,30,2,136,23,418,0,429,4,12,1,257,2,14,0,9,2,18,1,131,8,301,0,196,1,6,1,100,17,200,1,132,13,141,5,564,Grade 2
Lateral Femur of G2_18.jpg,381,7,165,10,176,1,132,17,94,1,13,5,150,0,303,15,138,2,10,2,33,1,12,4,119,4,17,4,383,1,509,25,147,3,70,3,9,0,40,3,20,0,3,1,17,0,25,3,179,2,53,15,28,0,36,5,289,4,58,8,481,0,549,48,10,0,2,0,4,0,3,0,0,0,0,0,2,0,5,0,2,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,5,0,7,0,6,0,9,2,0,0,0,0,5,0,5,1,21,0,10,3,1,0,8,0,23,1,4,1,24,0,40,6,4,22,0,15,0,0,0,21,0,3,0,3,0,2,0,13,0,4,0,2,0,0,0,0,0,3,0,1,0,1,0,19,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,1,0,0,10,24,298,2,357,2,20,6,288,7,45,0,13,6,43,3,204,1,7,0,16,0,0,1,4,4,27,0,13,6,37,1,137,20,438,3,506,2,16,0,226,1,7,0,11,4,20,1,122,14,264,1,190,3,4,0,99,12,217,2,140,13,144,6,551,Grade 2
Lateral Femur of G2_19.jpg,409,9,166,10,151,3,167,19,92,1,12,0,140,1,297,20,183,4,8,5,38,0,25,3,134,2,16,3,361,3,411,29,143,1,66,5,13,0,57,8,23,0,7,0,18,0,57,1,163,4,56,10,21,1,38,12,286,7,40,10,438,0,567,62,10,0,4,0,2,0,2,1,1,0,0,0,4,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,6,0,3,0,6,0,4,1,2,0,0,1,0,0,8,1,25,1,10,1,8,0,6,3,24,0,1,1,31,0,56,11,4,17,0,23,0,1,0,12,1,5,0,2,1,2,1,17,2,2,0,2,0,0,0,3,0,6,0,3,2,5,0,12,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,3,0,1,0,0,0,2,0,5,0,2,1,2,0,9,18,276,4,342,1,10,2,266,8,39,0,21,5,38,3,197,2,16,0,13,0,2,1,6,2,36,0,20,5,38,4,152,22,350,0,441,2,11,0,212,0,21,0,8,2,17,2,161,13,265,1,188,3,5,1,112,10,256,0,135,16,144,5,636,Grade 2
Lateral Femur of G2_2.jpg,337,10,150,17,133,3,147,18,91,0,17,2,96,1,285,20,185,5,14,5,39,0,30,7,106,3,18,4,325,0,476,35,191,4,103,6,12,1,62,9,18,0,5,2,17,1,50,6,120,4,44,9,25,1,22,5,292,2,34,10,554,1,548,49,8,0,4,1,7,0,5,1,0,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,9,1,3,2,5,0,6,2,2,0,0,0,3,0,8,0,16,0,5,2,7,0,10,0,21,1,2,0,32,2,42,9,3,30,0,12,0,0,0,11,0,6,0,4,0,5,0,13,0,3,0,3,0,0,0,2,1,3,0,3,0,4,0,13,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,2,0,1,0,1,0,6,17,237,6,450,2,17,2,255,2,38,0,20,2,33,2,215,1,16,0,17,1,0,0,5,2,31,0,23,1,28,2,167,30,381,2,438,0,9,3,216,3,15,0,9,0,18,1,151,19,253,1,206,1,3,0,97,12,241,0,132,9,163,10,636,Grade 2
Lateral Femur of G2_20.jpg,518,12,202,13,145,2,154,29,110,0,21,2,160,1,284,22,145,9,13,4,21,0,22,3,144,6,10,5,298,0,378,22,202,5,68,3,16,0,55,3,40,0,6,0,30,0,43,8,160,4,51,16,13,0,54,5,282,9,25,7,448,2,480,56,8,0,1,0,5,0,1,1,0,3,2,0,1,0,3,0,2,0,0,0,1,0,2,0,3,0,0,0,1,0,4,0,13,1,8,0,3,0,10,0,4,0,0,0,3,0,6,0,22,0,12,3,1,0,7,1,21,0,1,1,22,0,41,10,4,20,0,24,1,1,0,18,0,10,0,1,1,9,2,13,1,7,0,2,0,0,0,1,0,9,0,0,2,4,3,12,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,8,0,0,0,0,0,4,17,251,0,385,4,21,2,279,9,43,1,15,4,36,4,215,2,22,1,18,0,0,1,15,5,48,0,15,4,47,1,163,16,344,0,353,5,15,3,181,1,13,0,12,3,16,2,151,18,258,0,203,2,7,1,125,15,220,2,135,16,166,7,642,Grade 2
Lateral Femur of G2_21.jpg,317,21,119,5,122,2,159,19,73,1,22,2,118,0,331,18,194,3,7,5,40,0,22,3,101,2,15,2,452,0,521,20,123,1,61,4,9,0,53,6,19,0,1,1,19,1,64,2,151,5,29,9,31,0,24,7,278,2,33,8,612,3,573,55,8,0,1,1,4,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,8,0,4,0,1,0,4,3,1,0,1,0,1,0,9,0,21,1,3,3,4,0,6,2,19,0,4,0,18,0,48,2,2,18,1,15,0,0,0,10,1,7,0,1,0,2,0,9,1,1,0,2,0,0,0,2,0,6,0,1,0,4,0,10,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,1,1,8,0,0,0,0,0,5,17,291,2,446,1,9,2,268,2,36,0,22,4,22,1,212,2,14,1,14,0,1,1,3,2,25,0,19,2,31,3,134,15,439,2,512,1,6,1,200,0,11,0,5,3,11,0,165,15,226,0,208,2,8,0,77,16,215,0,130,14,134,2,582,Grade 2
