@relation 'LBP_hf Femur Medial ROI '

@attribute File {'Medial Femur of Normal_1.jpg','Medial Femur of Normal_10.jpg','Medial Femur of Normal_11.jpg','Medial Femur of Normal_12.jpg','Medial Femur of Normal_13.jpg','Medial Femur of Normal_14.jpg','Medial Femur of Normal_15.jpg','Medial Femur of Normal_16.jpg','Medial Femur of Normal_17.jpg','Medial Femur of Normal_18.jpg','Medial Femur of Normal_19.jpg','Medial Femur of Normal_2.jpg','Medial Femur of Normal_20.jpg','Medial Femur of Normal_21.jpg','Medial Femur of Normal_22.jpg','Medial Femur of Normal_23.jpg','Medial Femur of Normal_24.jpg','Medial Femur of Normal_25.jpg','Medial Femur of Normal_26.jpg','Medial Femur of Normal_27.jpg','Medial Femur of Normal_28.jpg','Medial Femur of Normal_29.jpg','Medial Femur of Normal_3.jpg','Medial Femur of Normal_30.jpg','Medial Femur of Normal_31.jpg','Medial Femur of Normal_32.jpg','Medial Femur of Normal_33.jpg','Medial Femur of Normal_34.jpg','Medial Femur of Normal_35.jpg','Medial Femur of Normal_36.jpg','Medial Femur of Normal_37.jpg','Medial Femur of Normal_38.jpg','Medial Femur of Normal_39.jpg','Medial Femur of Normal_4.jpg','Medial Femur of Normal_40.jpg','Medial Femur of Normal_41.jpg','Medial Femur of Normal_42.jpg','Medial Femur of Normal_43.jpg','Medial Femur of Normal_44.jpg','Medial Femur of Normal_45.jpg','Medial Femur of Normal_46.jpg','Medial Femur of Normal_47.jpg','Medial Femur of Normal_48.jpg','Medial Femur of Normal_49.jpg','Medial Femur of Normal_5.jpg','Medial Femur of Normal_50.jpg','Medial Femur of Normal_51.jpg','Medial Femur of Normal_52.jpg','Medial Femur of Normal_53.jpg','Medial Femur of Normal_54.jpg','Medial Femur of Normal_55.jpg','Medial Femur of Normal_56.jpg','Medial Femur of Normal_57.jpg','Medial Femur of Normal_58.jpg','Medial Femur of Normal_59.jpg','Medial Femur of Normal_6.jpg','Medial Femur of Normal_60.jpg','Medial Femur of Normal_61.jpg','Medial Femur of Normal_62.jpg','Medial Femur of Normal_63.jpg','Medial Femur of Normal_7.jpg','Medial Femur of Normal_8.jpg','Medial Femur of Normal_9.jpg','Medial Femur of OA_1.jpg','Medial Femur of OA_10.jpg','Medial Femur of OA_11.jpg','Medial Femur of OA_12.jpg','Medial Femur of OA_13.jpg','Medial Femur of OA_14.jpg','Medial Femur of OA_15.jpg','Medial Femur of OA_16.jpg','Medial Femur of OA_17.jpg','Medial Femur of OA_18.jpg','Medial Femur of OA_19.jpg','Medial Femur of OA_2.jpg','Medial Femur of OA_20.jpg','Medial Femur of OA_21.jpg','Medial Femur of OA_22.jpg','Medial Femur of OA_23.jpg','Medial Femur of OA_24.jpg','Medial Femur of OA_25.jpg','Medial Femur of OA_26.jpg','Medial Femur of OA_27.jpg','Medial Femur of OA_28.jpg','Medial Femur of OA_29.jpg','Medial Femur of OA_3.jpg','Medial Femur of OA_30.jpg','Medial Femur of OA_31.jpg','Medial Femur of OA_32.jpg','Medial Femur of OA_33.jpg','Medial Femur of OA_34.jpg','Medial Femur of OA_35.jpg','Medial Femur of OA_36.jpg','Medial Femur of OA_37.jpg','Medial Femur of OA_38.jpg','Medial Femur of OA_39.jpg','Medial Femur of OA_4.jpg','Medial Femur of OA_40.jpg','Medial Femur of OA_41.jpg','Medial Femur of OA_42.jpg','Medial Femur of OA_43.jpg','Medial Femur of OA_44.jpg','Medial Femur of OA_45.jpg','Medial Femur of OA_46.jpg','Medial Femur of OA_47.jpg','Medial Femur of OA_48.jpg','Medial Femur of OA_49.jpg','Medial Femur of OA_5.jpg','Medial Femur of OA_50.jpg','Medial Femur of OA_51.jpg','Medial Femur of OA_52.jpg','Medial Femur of OA_53.jpg','Medial Femur of OA_54.jpg','Medial Femur of OA_55.jpg','Medial Femur of OA_56.jpg','Medial Femur of OA_57.jpg','Medial Femur of OA_58.jpg','Medial Femur of OA_59.jpg','Medial Femur of OA_6.jpg','Medial Femur of OA_60.jpg','Medial Femur of OA_61.jpg','Medial Femur of OA_62.jpg','Medial Femur of OA_63.jpg','Medial Femur of OA_64.jpg','Medial Femur of OA_65.jpg','Medial Femur of OA_66.jpg','Medial Femur of OA_67.jpg','Medial Femur of OA_68.jpg','Medial Femur of OA_7.jpg','Medial Femur of OA_8.jpg','Medial Femur of OA_9.jpg'}
@attribute LBP_hf_1 numeric
@attribute LBP_hf_2 numeric
@attribute LBP_hf_3 numeric
@attribute LBP_hf_4 numeric
@attribute LBP_hf_5 numeric
@attribute LBP_hf_6 numeric
@attribute LBP_hf_7 numeric
@attribute LBP_hf_8 numeric
@attribute LBP_hf_9 numeric
@attribute LBP_hf_10 numeric
@attribute LBP_hf_11 numeric
@attribute LBP_hf_12 numeric
@attribute LBP_hf_13 numeric
@attribute LBP_hf_14 numeric
@attribute LBP_hf_15 numeric
@attribute LBP_hf_16 numeric
@attribute LBP_hf_17 numeric
@attribute LBP_hf_18 numeric
@attribute LBP_hf_19 numeric
@attribute LBP_hf_20 numeric
@attribute LBP_hf_21 numeric
@attribute LBP_hf_22 numeric
@attribute LBP_hf_23 numeric
@attribute LBP_hf_24 numeric
@attribute LBP_hf_25 numeric
@attribute LBP_hf_26 numeric
@attribute LBP_hf_27 numeric
@attribute LBP_hf_28 numeric
@attribute LBP_hf_29 numeric
@attribute LBP_hf_30 numeric
@attribute LBP_hf_31 numeric
@attribute LBP_hf_32 numeric
@attribute LBP_hf_33 numeric
@attribute LBP_hf_34 numeric
@attribute LBP_hf_35 numeric
@attribute LBP_hf_36 numeric
@attribute LBP_hf_37 numeric
@attribute LBP_hf_38 numeric
@attribute class {Nor,OA}

@data
'Medial Femur of Normal_21.jpg',0.078,0.00401,0.00757,0.00319,0.07,0.0721,0.00251,0.00397,0.00281,0.0048,0.138,0.00662,0.0135,0.00338,0.0364,0.173,0.00868,0.0387,0.00246,0,0.167,0.00794,0.0229,0.0051,0.0171,0.101,0.00628,0.00178,0.00149,0.00531,0.0702,0.00121,0.0107,0.00182,0.0414,0.0402,0.0597,0.101,Nor
'Medial Femur of Normal_22.jpg',0.0758,0.00473,0.0303,0.00208,0.0672,0.0694,0.00852,0.00389,0.00056,0.00102,0.131,0.00282,0.0186,0.00259,0.0368,0.189,0.0159,0.0659,0.00939,0.0174,0.166,0.0184,0.0317,0.00469,0.00796,0.0911,0.00331,0.00817,0.000611,0.00296,0.0717,0.00247,0.0263,0.00189,0.0468,0.0413,0.0616,0.103,Nor
'Medial Femur of Normal_23.jpg',0.0792,0.00146,0.0289,0.00219,0.072,0.0679,0.00518,0.00461,0.00335,0.000306,0.126,0.0105,0.0171,0.00294,0.0355,0.178,0.0168,0.0691,0.00626,0.0138,0.159,0.0124,0.0348,0.0047,0.014,0.0983,0.00237,0.0114,0.00483,0.00051,0.075,0.00368,0.0245,0.00314,0.0479,0.0424,0.0635,0.111,Nor
'Medial Femur of Normal_24.jpg',0.0725,0.00256,0.0301,0.00273,0.0644,0.0712,0.00384,0.00692,0.00132,0.000408,0.132,0.00647,0.026,0.0027,0.0302,0.199,0.00246,0.0804,0.0027,0.0272,0.166,0.00661,0.04,0.00347,0.0123,0.0907,0.00212,0.00969,0.0013,0.00337,0.0727,0.00284,0.0305,0.00395,0.0542,0.0429,0.0526,0.1,Nor
'Medial Femur of Normal_25.jpg',0.072,0.00223,0.0259,0.00171,0.0635,0.0625,0.00243,0.00723,0.00214,0.00051,0.138,0.00474,0.0238,0.00459,0.0408,0.205,0.016,0.0777,0.0105,0.0287,0.168,0.00754,0.0381,0.00428,0.0271,0.0995,0.00328,0.0098,0.00472,0.00786,0.0645,0.00217,0.0182,0.00275,0.0371,0.0332,0.06,0.0972,Nor
'Medial Femur of Normal_26.jpg',0.0768,0.00401,0.0116,0.00443,0.0691,0.0709,0.00296,0.00436,0.00174,0.00418,0.129,0.00303,0.0128,0.00123,0.0476,0.167,0.00786,0.0372,0.00846,0.0205,0.157,0.00731,0.0149,0.00181,0.00816,0.109,0.00446,0.0108,0.00331,0.00184,0.0701,0.00119,0.0071,0.00312,0.0421,0.0445,0.0664,0.109,Nor
'Medial Femur of Normal_27.jpg',0.0811,0.00223,0.0166,0.00162,0.0717,0.0683,0.00449,0.00283,0.00195,0.00051,0.126,0.0105,0.0125,0.00404,0.0509,0.168,0.0195,0.0436,0.00932,0.0152,0.158,0.00853,0.0215,0.00109,0.017,0.104,0.00453,0.00646,0.00706,0.00102,0.0759,0.00759,0.0146,0.00862,0.0473,0.0402,0.069,0.11,Nor
'Medial Femur of Normal_28.jpg',0.0739,0.00146,0.0277,0.00189,0.0655,0.07,0.00221,0.00518,0.00199,0.00367,0.137,0.012,0.0213,0.00467,0.0331,0.191,0.0113,0.0673,0.00341,0.00786,0.163,0.0117,0.033,0.00643,0.0168,0.0957,0.00672,0.00635,0.00187,0.00163,0.0739,0.00235,0.0251,0.00355,0.0506,0.0408,0.0571,0.0981,Nor
'Medial Femur of Normal_29.jpg',0.0791,0.00276,0.0438,0.00312,0.0705,0.0638,0.00378,0.00822,0.000844,0.00418,0.131,0.0044,0.0289,0.00193,0.0288,0.205,0.0137,0.0932,0.00461,0.0144,0.16,0.00634,0.0465,0.00311,0.0201,0.0924,0.00526,0.0159,0.00135,0.00347,0.0732,0.00258,0.0344,0.0028,0.0523,0.0411,0.0565,0.0987,Nor
'Medial Femur of Normal_3.jpg',0.101,0.003,0.0498,0.00281,0.0897,0.0688,0.00369,0.0107,0.00172,0.00286,0.117,0.00283,0.00943,0.0087,0.0399,0.129,0.00197,0.0354,0.00305,0.00184,0.131,0.002,0.0198,0.0056,0.0128,0.0946,0.00186,0.0152,0.00399,0.00214,0.0976,0.00348,0.045,0.00215,0.0695,0.0534,0.0789,0.128,Nor
'Medial Femur of Normal_30.jpg',0.0703,0.00169,0.0213,0.00212,0.063,0.0629,0.00269,0.00697,0.00039,0.000816,0.145,0.00276,0.0228,0.00238,0.0394,0.201,0.0124,0.0752,0.0076,0.0139,0.172,0.00737,0.0405,0.00471,0.019,0.1,0.00433,0.00668,0.00595,0.00551,0.0643,0.00308,0.0191,0.00368,0.0378,0.0349,0.0535,0.0963,Nor
'Medial Femur of Normal_31.jpg',0.0697,0.00462,0.00796,0.00358,0.0617,0.0665,0.00504,0.00523,0.00148,0.00184,0.142,0.00593,0.0162,0.00231,0.0486,0.189,0.015,0.0471,0.00118,0.00816,0.166,0.011,0.0152,0.00491,0.0159,0.102,0.00671,0.00398,0.003,0.000918,0.0675,0.00526,0.0115,0.00339,0.0418,0.0361,0.0587,0.102,Nor
'Medial Femur of Normal_32.jpg',0.0612,0.00191,0.0227,0.000874,0.0563,0.0648,0.00481,0.00156,0.00111,0.00173,0.145,0.0114,0.0218,0.00533,0.0471,0.209,0.0221,0.0705,0.00815,0.00867,0.172,0.0105,0.0413,0.00186,0.0315,0.0986,0.00563,0.00593,0.00259,0.000612,0.0652,0.00249,0.0174,0.00266,0.0409,0.0325,0.0569,0.0947,Nor
'Medial Femur of Normal_33.jpg',0.0713,0.00185,0.0232,0.00154,0.0656,0.062,0.00348,0.00593,0.00421,0.00286,0.146,0.00274,0.0244,0.00316,0.0421,0.208,0.0141,0.0746,0.00853,0.0168,0.174,0.00971,0.0421,0.000852,0.0295,0.0942,0.00196,0.0114,0.00433,0.00133,0.0675,0.00225,0.0216,0.00209,0.0406,0.0329,0.0547,0.089,Nor
'Medial Femur of Normal_34.jpg',0.0713,0.00335,0.0301,0.00163,0.0644,0.0692,0.00379,0.00606,0.00283,0.00245,0.143,0.00621,0.0256,0.00583,0.0354,0.198,0.0191,0.084,0.00607,0.00684,0.177,0.0107,0.0392,0.00483,0.0168,0.0938,0.00162,0.00947,0.00219,0.00194,0.0661,0.000703,0.0269,0.0017,0.0467,0.0352,0.0537,0.0921,Nor
'Medial Femur of Normal_35.jpg',0.0787,0.00352,0.0323,0.00319,0.0699,0.071,0.00262,0.00306,0.00145,0.00224,0.138,0.00989,0.0278,0.0028,0.0244,0.184,0.0145,0.0692,0.00461,0.0213,0.15,0.0108,0.035,0.00229,0.0168,0.0891,0.00438,0.00688,0.00115,0.00051,0.0733,0.00151,0.0195,0.00365,0.0486,0.045,0.0644,0.107,Nor
'Medial Femur of Normal_36.jpg',0.0725,0.00593,0.0364,0.00565,0.0632,0.0671,0.00274,0.0105,0.00119,0.00306,0.134,0.00845,0.0306,0.00131,0.0303,0.21,0.0118,0.0987,0.00848,0.0278,0.159,0.00737,0.0446,0.00537,0.0124,0.0882,0.00366,0.0134,0.00056,0.000408,0.0732,0.00284,0.0333,0.00164,0.0517,0.0431,0.0562,0.0974,Nor
'Medial Femur of Normal_37.jpg',0.0825,0.0034,0.0385,0.00271,0.076,0.0675,0.00373,0.00612,0.000376,0.00122,0.125,0.00594,0.0286,0.00287,0.0293,0.188,0.00705,0.0837,0.00805,0.0273,0.154,0.00682,0.0427,0.00604,0.0165,0.0872,0.00415,0.0103,0.0033,0.000102,0.0789,0.00364,0.0341,0.0049,0.0558,0.0439,0.0649,0.109,Nor
'Medial Femur of Normal_38.jpg',0.072,0.00189,0.0385,0.00241,0.0637,0.0662,0.00533,0.00694,0.000625,0.00173,0.14,0.0067,0.0373,0.00431,0.0178,0.223,0.011,0.109,0.00782,0.0195,0.169,0.00803,0.0534,0.00435,0.0228,0.0951,0.00527,0.00982,0.00215,0.00265,0.0648,0.00147,0.0266,0.00225,0.0423,0.0355,0.049,0.0848,Nor
'Medial Femur of Normal_39.jpg',0.0663,0.00281,0.00726,0.00351,0.0616,0.0616,0.00102,0.000595,0.0029,0.000612,0.142,0.00311,0.0174,0.00176,0.0468,0.198,0.00698,0.0621,0.00384,0.013,0.178,0.000596,0.0383,0.00515,0.0306,0.101,0.00476,0.00229,0.00312,0.00214,0.0659,0.00448,0.00929,0.00236,0.0339,0.0313,0.0589,0.0965,Nor
'Medial Femur of Normal_4.jpg',0.0757,0.00177,0.0323,0.00202,0.0718,0.0531,0.00243,0.00266,0.000773,0.00204,0.127,0.0074,0.00878,0.00322,0.0603,0.191,0.0218,0.0618,0.00714,0.00398,0.171,0.0101,0.0378,0.00486,0.0488,0.101,0.00805,0.00768,0.00393,0.00235,0.0745,0.00405,0.0223,0.00365,0.0373,0.0303,0.0736,0.102,Nor
'Medial Femur of Normal_40.jpg',0.072,0.00207,0.0243,0.00266,0.0643,0.0668,0.00293,0.00374,0.000953,0.00153,0.136,0.00818,0.0268,0.0074,0.0334,0.223,0.0185,0.1,0.0079,0.042,0.169,0.00919,0.0377,0.0026,0.0169,0.0938,0.00402,0.00334,0.0046,0.00316,0.0633,0.00101,0.0219,0.00131,0.0392,0.0332,0.0549,0.087,Nor
'Medial Femur of Normal_41.jpg',0.0663,0.00214,0.0105,0.00169,0.0592,0.0694,0.00426,0.0026,0.00202,0.00102,0.148,0.00655,0.0222,0.0013,0.0387,0.187,0.0181,0.0601,0.0126,0.0319,0.171,0.00775,0.032,0.00316,0.0135,0.101,0.00277,0.00432,0.00158,0.00408,0.0657,0.00327,0.0149,0.00187,0.0424,0.0408,0.0561,0.0948,Nor
'Medial Femur of Normal_42.jpg',0.0708,0.00169,0.0153,0.00232,0.0622,0.0771,0.00122,0.00163,0.00304,0.000408,0.141,0.00405,0.0143,0.00511,0.041,0.184,0.0131,0.0479,0.00247,0.00571,0.158,0.00364,0.024,0.00303,0.0178,0.0973,0.00424,0.00161,0.00387,0.00122,0.0677,0.00133,0.0165,0.000996,0.0449,0.0397,0.0594,0.105,Nor
'Medial Femur of Normal_43.jpg',0.0731,0.000281,0.0321,0.00197,0.0667,0.066,0.00103,0.00432,0.00178,0.000102,0.141,0.012,0.0263,0.00144,0.0275,0.207,0.0161,0.0887,0.00919,0.0309,0.17,0.00749,0.0436,0.00247,0.0162,0.0905,0.00309,0.0138,0.00142,0.00255,0.0655,0.00224,0.025,0.00233,0.0469,0.0382,0.0547,0.094,Nor
'Medial Femur of Normal_44.jpg',0.0643,0.00144,0.0302,0.000704,0.0577,0.0703,0.00247,0.00755,0.000196,0.00459,0.141,0.00371,0.024,0.00251,0.0289,0.225,0.00841,0.0874,0.00125,0.0148,0.174,0.00278,0.0386,0.00197,0.02,0.0922,0.00313,0.00918,0.00236,0.00326,0.0611,0.00367,0.0228,0.00271,0.0399,0.0335,0.0505,0.0886,Nor
'Medial Femur of Normal_45.jpg',0.0677,0.00359,0.0166,0.00321,0.0626,0.0583,0.000908,0.00165,0.000486,0.00275,0.137,0.00665,0.0199,0.00641,0.0408,0.199,0.0156,0.0633,0.011,0.00959,0.187,0.00719,0.0364,0.00288,0.0273,0.0952,0.00346,0.007,0.00369,0.00357,0.0677,0.000852,0.016,0.00174,0.0388,0.034,0.0574,0.0966,Nor
