File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Medial Femur of G1_2.jpg,311,75,4,71,271,15,101,191,4,2,0,0,94,10,56,111,90,15,3,10,10,1,8,13,70,13,0,6,212,5,132,149,6,1,0,3,5,0,1,3,0,0,0,0,2,0,1,1,70,7,2,7,14,2,3,6,180,15,3,19,458,7,209,156,245,20,2,9,98,0,20,11,6,0,0,0,13,0,7,3,19,0,0,0,1,0,0,1,9,0,0,0,11,0,5,1,88,7,2,6,18,0,7,1,3,0,0,0,4,0,10,3,216,9,1,3,22,0,7,4,361,6,3,4,382,2,89,29,4,53,0,165,4,8,0,316,0,3,0,4,0,4,2,145,2,7,0,15,0,0,0,7,0,4,0,12,0,5,3,163,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,6,3,15,0,25,5,9,3,197,85,232,0,363,26,18,9,317,3,2,0,4,5,8,0,101,7,11,0,8,0,0,0,1,12,6,0,8,6,3,0,32,62,133,2,178,6,2,3,104,0,4,0,2,5,3,5,79,139,164,2,135,6,0,1,26,165,153,0,179,102,27,71,565,Grade 1
Medial Femur of G1_3.jpg,458,104,16,70,243,13,104,165,11,5,0,0,81,3,79,99,140,22,3,9,29,0,8,9,64,19,0,8,237,7,157,116,7,3,0,0,9,0,1,4,3,0,0,1,3,0,3,4,94,11,3,6,11,0,7,3,180,15,2,20,415,11,234,115,246,19,8,18,79,0,32,8,4,0,0,0,8,0,9,2,15,0,1,1,1,0,1,0,9,0,0,0,11,0,4,0,107,8,4,9,28,0,13,5,4,0,0,0,16,0,6,8,179,7,3,7,23,0,4,2,246,5,3,4,309,2,107,22,8,76,1,158,2,9,2,220,0,1,1,2,6,2,4,128,2,13,0,12,0,1,0,3,0,12,0,19,2,5,3,140,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,2,9,0,10,0,0,0,6,3,18,1,30,9,8,9,225,88,203,4,350,20,15,16,253,2,8,0,3,6,9,9,114,8,6,1,8,0,0,1,1,5,3,0,10,8,3,2,34,70,99,2,177,8,2,8,78,1,3,0,6,14,2,4,96,85,116,6,130,3,0,2,26,189,133,6,222,110,42,104,644,Grade 1
Medial Femur of G1_4.jpg,354,80,9,66,290,9,84,204,12,1,0,1,93,4,44,72,75,9,2,7,15,0,5,7,58,2,1,2,162,10,84,96,7,1,0,3,1,0,1,3,0,0,0,0,4,0,2,1,71,10,1,6,9,1,2,4,197,16,3,10,456,7,128,130,282,14,4,9,71,0,17,15,5,0,0,0,21,0,10,4,13,0,0,1,1,0,0,0,17,0,0,0,11,0,5,2,83,0,0,1,22,1,6,8,0,0,0,0,7,1,6,0,185,5,2,2,11,2,7,3,480,8,4,8,348,0,90,19,12,79,0,227,5,14,0,504,0,1,0,3,1,3,0,184,2,2,0,24,0,0,0,5,2,7,0,12,4,2,3,122,1,2,0,4,0,0,0,11,0,0,0,0,0,0,2,7,0,7,0,10,1,0,0,8,2,12,0,34,4,8,6,216,114,196,7,468,15,13,14,401,2,4,1,5,10,3,6,88,3,8,0,4,0,0,0,0,3,4,0,8,3,1,2,19,49,91,1,185,9,1,4,82,1,0,0,1,1,1,5,50,86,106,2,166,2,0,2,31,192,122,5,251,82,18,60,497,Grade 1
Medial Femur of G1_5.jpg,359,104,2,77,213,17,77,293,7,3,0,0,100,6,71,122,106,20,1,22,10,2,4,15,78,9,1,5,183,3,84,115,8,4,0,1,0,0,0,4,0,0,0,0,0,0,3,4,72,7,2,11,12,1,6,4,160,9,3,17,249,4,153,148,188,13,3,9,52,1,8,15,4,2,1,0,19,1,10,5,25,0,0,0,1,0,0,0,19,1,0,0,16,0,4,0,88,5,0,6,10,0,8,4,2,0,0,0,11,0,6,2,259,3,3,7,15,0,6,1,455,5,7,7,316,1,98,29,9,88,0,196,5,10,3,595,0,0,0,2,5,4,2,223,1,14,0,16,0,0,0,8,2,5,0,7,2,4,6,113,1,2,0,5,0,0,0,6,0,1,0,0,0,0,0,8,1,3,0,11,0,0,0,5,1,10,0,20,1,3,2,178,91,208,2,250,29,11,16,341,1,7,0,5,13,5,6,92,4,6,1,12,0,0,0,2,8,5,1,4,11,2,2,24,80,108,3,131,10,4,7,113,4,3,0,3,5,0,5,108,138,132,0,135,4,0,3,40,201,124,4,183,96,27,88,563,Grade 1
Medial Femur of G1_6.jpg,412,91,10,59,272,19,85,276,20,1,0,1,90,6,70,113,80,7,4,10,4,0,6,8,74,10,0,6,134,7,77,105,6,0,0,5,7,0,2,4,0,0,0,0,4,0,2,2,69,14,3,8,5,0,1,3,180,12,1,14,215,2,122,128,261,8,1,13,63,0,20,6,9,1,0,0,19,0,7,2,25,0,0,0,0,0,0,0,20,1,0,0,22,0,1,3,72,4,2,4,14,1,4,1,1,0,0,0,4,0,4,0,232,5,3,12,13,0,3,5,566,8,13,8,282,2,116,38,9,83,0,192,8,18,4,653,2,2,0,1,2,3,3,238,3,4,0,14,0,1,0,7,3,7,0,11,2,10,1,126,0,0,0,11,1,0,0,16,0,0,0,0,1,0,0,7,0,4,0,13,0,0,0,13,2,15,1,25,3,7,3,215,108,160,2,245,31,17,11,332,5,5,0,3,7,3,9,84,3,6,0,10,0,0,0,1,5,3,0,3,4,4,2,17,56,68,2,143,8,1,12,100,1,2,0,3,2,2,7,68,124,114,2,158,0,3,3,49,228,120,13,219,81,16,65,542,Grade 1
Medial Femur of G1_7.jpg,325,94,3,65,212,24,93,241,6,1,1,1,101,9,73,178,90,14,1,9,8,0,4,4,72,7,0,5,193,9,98,138,5,4,0,2,4,0,0,5,0,0,0,0,0,0,2,3,67,12,3,9,10,0,3,5,181,10,2,12,348,7,169,140,215,12,1,7,51,2,18,10,6,0,0,0,15,0,6,1,24,0,0,0,1,0,0,0,10,0,0,1,8,0,4,0,84,3,4,3,18,0,7,1,4,0,0,0,12,0,6,1,234,9,6,5,15,0,7,0,431,6,9,4,325,1,99,33,14,89,1,203,6,11,4,547,0,1,0,3,2,3,0,243,1,9,0,13,0,0,0,4,1,10,0,17,3,4,2,122,0,3,0,0,0,1,0,5,0,0,0,1,0,0,0,2,1,5,0,13,0,0,0,9,6,9,0,25,3,3,2,168,120,188,2,350,9,7,16,342,2,3,0,6,6,2,3,87,7,6,0,8,0,0,1,3,6,6,0,3,6,0,3,16,77,105,1,168,14,4,7,100,2,2,0,2,3,1,6,76,154,145,2,138,1,2,3,35,224,109,6,172,90,20,71,483,Grade 1
Medial Femur of G1_8.jpg,371,160,8,78,141,14,81,198,9,4,0,2,67,4,105,142,157,41,4,6,24,0,15,8,99,22,0,11,307,8,247,160,12,3,0,3,6,0,1,4,1,0,0,0,3,0,2,2,90,16,2,3,13,0,5,6,166,10,2,4,486,7,267,105,150,12,2,10,36,0,18,17,1,0,0,0,17,0,11,6,10,1,0,0,2,0,1,0,5,0,0,1,10,1,7,1,84,7,2,5,21,0,7,3,1,0,0,0,8,0,9,6,219,8,2,1,11,0,8,5,221,5,4,4,327,1,119,28,8,80,0,152,5,5,3,170,0,0,0,2,1,3,0,133,4,10,0,8,0,1,0,5,1,5,1,11,5,10,2,124,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,1,6,8,0,16,8,11,9,120,70,231,3,346,8,1,9,223,2,6,1,5,9,6,4,129,10,9,2,7,0,0,0,1,4,6,0,5,5,3,3,36,74,219,0,211,12,2,7,109,0,5,0,7,9,9,7,136,153,156,2,103,8,0,6,18,165,128,1,130,138,51,140,557,Grade 1
Medial Femur of G1_9.jpg,533,23,4,30,640,10,109,136,4,0,0,1,154,1,58,33,38,3,1,4,8,1,1,1,34,10,0,6,132,1,46,77,5,1,0,0,5,0,0,4,1,0,0,0,2,0,1,1,29,5,0,3,5,1,1,0,136,21,2,39,268,4,113,180,668,8,0,3,361,4,31,16,8,0,0,0,53,0,9,0,7,1,0,0,1,0,0,0,8,0,0,0,23,0,3,1,124,2,1,0,42,0,3,4,4,0,0,0,21,0,5,0,153,1,0,0,12,0,1,0,239,3,3,6,216,1,42,16,4,31,0,111,2,6,2,265,0,0,0,5,0,1,0,105,1,5,0,36,0,0,0,1,1,2,0,19,0,1,1,143,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,24,0,0,0,3,5,31,0,225,4,5,3,672,118,117,1,175,42,18,16,187,0,1,1,2,3,1,4,43,2,2,0,3,1,0,0,0,2,0,0,2,0,0,0,6,44,35,0,85,12,2,1,31,1,0,0,2,6,1,0,32,32,64,0,150,3,0,0,11,95,163,8,661,30,12,41,767,Grade 1
Medial Femur of G2_1.jpg,328,135,11,66,187,19,72,250,5,5,0,2,84,8,72,160,122,42,6,13,21,0,9,15,83,14,0,6,258,20,148,173,7,1,0,0,3,0,2,3,0,0,0,0,0,0,1,2,73,7,0,10,14,0,4,11,158,13,3,4,382,4,177,169,172,14,7,10,45,3,14,20,6,0,0,1,11,1,10,4,27,0,0,1,0,0,0,0,14,0,0,0,10,0,4,2,67,2,1,10,21,0,11,10,1,0,0,0,11,1,7,5,238,11,3,12,14,1,11,3,307,8,1,5,349,4,130,41,8,89,0,149,5,18,1,292,0,0,0,1,2,1,4,167,2,16,0,11,1,0,0,11,2,8,0,8,3,8,2,135,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,8,0,8,0,0,0,6,0,9,0,9,3,3,4,159,58,213,1,294,11,18,2,282,3,6,0,3,7,2,7,128,13,6,0,7,1,0,0,4,2,13,0,7,9,4,6,51,68,140,1,131,5,5,9,126,0,1,0,5,6,0,14,134,136,160,3,129,7,1,5,37,162,127,5,123,112,39,125,624,Grade 2
Medial Femur of G2_10.jpg,560,124,15,87,331,18,85,179,19,3,0,1,109,6,68,83,119,17,1,5,22,2,14,5,75,3,2,14,193,7,85,92,11,2,1,3,9,1,3,5,2,1,0,0,8,1,1,7,77,9,2,9,17,1,5,5,143,21,13,22,310,9,159,151,304,19,5,17,103,2,19,13,12,0,2,1,26,0,8,10,15,2,2,0,3,0,0,0,17,0,1,2,16,1,4,5,93,9,3,8,26,1,6,4,3,0,1,1,18,1,15,3,140,11,5,6,15,0,6,4,226,9,15,15,227,6,101,38,13,64,0,140,11,17,3,222,1,0,0,8,2,7,2,140,2,16,0,17,0,1,1,8,5,8,0,10,6,5,3,134,2,3,0,6,1,0,0,9,0,1,0,0,0,0,0,5,1,12,0,16,0,0,0,18,5,21,0,37,12,11,10,307,99,175,2,266,22,11,10,225,5,3,2,11,15,7,15,111,4,9,1,5,0,0,0,1,6,7,0,12,6,4,2,40,56,98,4,131,15,2,5,87,0,4,0,3,10,4,9,93,96,84,2,136,3,0,4,49,136,126,6,261,89,37,89,786,Grade 2
