@relation 'LBP_ri Medial Femur ROI '

@attribute File {'Medial Femur of G1_1.jpg','Medial Femur of G1_10.jpg','Medial Femur of G1_11.jpg','Medial Femur of G1_12.jpg','Medial Femur of G1_13.jpg','Medial Femur of G1_14.jpg','Medial Femur of G1_15.jpg','Medial Femur of G1_16.jpg','Medial Femur of G1_17.jpg','Medial Femur of G1_18.jpg','Medial Femur of G1_2.jpg','Medial Femur of G1_3.jpg','Medial Femur of G1_4.jpg','Medial Femur of G1_5.jpg','Medial Femur of G1_6.jpg','Medial Femur of G1_7.jpg','Medial Femur of G1_8.jpg','Medial Femur of G1_9.jpg','Medial Femur of G2_1.jpg','Medial Femur of G2_10.jpg','Medial Femur of G2_11.jpg','Medial Femur of G2_12.jpg','Medial Femur of G2_13.jpg','Medial Femur of G2_14.jpg','Medial Femur of G2_15.jpg','Medial Femur of G2_16.jpg','Medial Femur of G2_17.jpg','Medial Femur of G2_18.jpg','Medial Femur of G2_19.jpg','Medial Femur of G2_2.jpg','Medial Femur of G2_20.jpg','Medial Femur of G2_21.jpg','Medial Femur of G2_3.jpg','Medial Femur of G2_4.jpg','Medial Femur of G2_5.jpg','Medial Femur of G2_6.jpg','Medial Femur of G2_7.jpg','Medial Femur of G2_8.jpg','Medial Femur of G2_9.jpg','Medial Femur of G3_1.jpg','Medial Femur of G3_10.jpg','Medial Femur of G3_11.jpg','Medial Femur of G3_12.jpg','Medial Femur of G3_13.jpg','Medial Femur of G3_14.jpg','Medial Femur of G3_15.jpg','Medial Femur of G3_16.jpg','Medial Femur of G3_17.jpg','Medial Femur of G3_18.jpg','Medial Femur of G3_19.jpg','Medial Femur of G3_2.jpg','Medial Femur of G3_20.jpg','Medial Femur of G3_21.jpg','Medial Femur of G3_22.jpg','Medial Femur of G3_23.jpg','Medial Femur of G3_24.jpg','Medial Femur of G3_25.jpg','Medial Femur of G3_26.jpg','Medial Femur of G3_27.jpg','Medial Femur of G3_28.jpg','Medial Femur of G3_29.jpg','Medial Femur of G3_3.jpg','Medial Femur of G3_30.jpg','Medial Femur of G3_31.jpg','Medial Femur of G3_32.jpg','Medial Femur of G3_33.jpg','Medial Femur of G3_34.jpg','Medial Femur of G3_35.jpg','Medial Femur of G3_36.jpg','Medial Femur of G3_37.jpg','Medial Femur of G3_38.jpg','Medial Femur of G3_39.jpg','Medial Femur of G3_4.jpg','Medial Femur of G3_40.jpg','Medial Femur of G3_41.jpg','Medial Femur of G3_42.jpg','Medial Femur of G3_43.jpg','Medial Femur of G3_44.jpg','Medial Femur of G3_5.jpg','Medial Femur of G3_6.jpg','Medial Femur of G3_7.jpg','Medial Femur of G3_8.jpg','Medial Femur of G3_9.jpg','Medial Femur of G4_1.jpg','Medial Femur of G4_2.jpg','Medial Femur of G4_3.jpg','Medial Femur of G4_4.jpg','Medial Femur of G4_5.jpg','Medial Femur of G4_6.jpg','Medial Femur of G4_7.jpg','Medial Femur of G4_8.jpg','Medial Femur of Nor_1.jpg','Medial Femur of Nor_10.jpg','Medial Femur of Nor_11.jpg','Medial Femur of Nor_12.jpg','Medial Femur of Nor_13.jpg','Medial Femur of Nor_14.jpg','Medial Femur of Nor_15.jpg','Medial Femur of Nor_16.jpg','Medial Femur of Nor_17.jpg','Medial Femur of Nor_18.jpg','Medial Femur of Nor_19.jpg','Medial Femur of Nor_2.jpg','Medial Femur of Nor_20.jpg','Medial Femur of Nor_21.jpg','Medial Femur of Nor_22.jpg','Medial Femur of Nor_23.jpg','Medial Femur of Nor_24.jpg','Medial Femur of Nor_25.jpg','Medial Femur of Nor_26.jpg','Medial Femur of Nor_27.jpg','Medial Femur of Nor_28.jpg','Medial Femur of Nor_29.jpg','Medial Femur of Nor_3.jpg','Medial Femur of Nor_30.jpg','Medial Femur of Nor_31.jpg','Medial Femur of Nor_32.jpg','Medial Femur of Nor_33.jpg','Medial Femur of Nor_34.jpg','Medial Femur of Nor_35.jpg','Medial Femur of Nor_36.jpg','Medial Femur of Nor_37.jpg','Medial Femur of Nor_38.jpg','Medial Femur of Nor_39.jpg','Medial Femur of Nor_4.jpg','Medial Femur of Nor_5.jpg','Medial Femur of Nor_6.jpg','Medial Femur of Nor_7.jpg','Medial Femur of Nor_8.jpg','Medial Femur of Nor_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Femur of G2_18.jpg',368,746,666,49,1340,16,40,51,1970,96,60,4,47,67,47,53,1691,2,58,1,0,27,31,3,65,68,34,868,0,2,1,25,38,43,689,535,'Grade 2'
'Medial Femur of G2_19.jpg',407,728,583,67,1327,23,40,44,1972,94,72,2,49,74,61,70,1588,1,76,1,1,36,33,0,61,72,38,906,0,1,1,24,43,32,693,581,'Grade 2'
'Medial Femur of G2_2.jpg',410,794,608,67,1255,33,36,51,1924,105,66,4,48,71,60,48,1612,4,73,0,1,46,36,1,71,42,35,907,0,3,1,27,43,37,709,573,'Grade 2'
'Medial Femur of G2_20.jpg',454,810,710,43,1263,39,45,34,1862,92,84,2,50,83,51,51,1486,0,59,1,2,42,35,0,66,57,47,897,0,3,2,27,37,36,754,577,'Grade 2'
'Medial Femur of G2_21.jpg',295,674,602,55,1303,21,46,23,2038,103,79,5,74,46,42,42,1730,2,62,2,0,34,21,1,42,64,35,1011,0,0,0,24,37,41,649,598,'Grade 2'
'Medial Femur of G2_3.jpg',357,684,587,63,1341,19,38,37,2224,97,56,3,51,64,42,35,1701,0,61,2,0,32,26,0,53,58,36,860,0,0,2,27,33,42,674,496,'Grade 2'
'Medial Femur of G2_4.jpg',282,544,600,62,1496,14,30,30,2238,68,60,4,58,57,37,43,1832,1,57,3,0,38,26,0,42,51,30,993,0,2,4,24,30,20,532,493,'Grade 2'
'Medial Femur of G2_5.jpg',258,544,501,63,1497,17,33,31,2442,50,38,2,49,53,53,61,1745,0,69,0,0,23,16,0,59,34,39,960,0,0,1,19,37,26,544,537,'Grade 2'
'Medial Femur of G2_6.jpg',369,759,575,61,1255,29,36,49,2048,107,62,3,53,68,55,49,1597,2,62,3,0,28,31,0,64,55,37,921,0,0,0,26,36,39,699,623,'Grade 2'
'Medial Femur of G2_7.jpg',373,682,741,72,1447,21,29,26,1914,72,61,2,34,69,55,59,1651,0,73,0,2,35,19,3,60,71,29,965,0,1,1,18,38,30,633,515,'Grade 2'
'Medial Femur of G2_8.jpg',683,1182,633,88,941,75,64,62,1028,143,85,10,60,92,65,65,971,5,65,5,9,58,33,3,80,83,69,820,0,1,10,57,86,103,1161,906,'Grade 2'
'Medial Femur of G2_9.jpg',405,848,558,76,1240,39,49,48,1560,113,68,6,93,77,62,57,1516,2,66,2,0,40,28,2,81,69,49,977,0,1,5,20,48,56,825,715,'Grade 2'
'Medial Femur of G3_1.jpg',335,778,576,66,1226,25,31,44,2206,112,55,4,52,65,46,40,1654,0,41,0,0,35,10,0,54,45,36,899,0,0,0,20,39,53,708,546,'Grade 3'
'Medial Femur of G3_10.jpg',457,769,686,76,1294,30,43,46,1786,97,74,3,60,77,53,46,1512,2,63,2,0,34,36,3,76,68,46,877,0,2,2,29,30,55,767,600,'Grade 3'
'Medial Femur of G3_11.jpg',250,557,580,43,1497,16,32,27,2482,54,53,0,57,60,36,43,1862,1,57,0,2,30,20,2,35,50,36,854,0,1,1,17,31,23,540,452,'Grade 3'
'Medial Femur of G3_12.jpg',399,758,665,67,1359,22,52,38,1681,85,74,4,46,82,48,64,1557,1,77,1,1,46,38,0,68,68,37,1034,0,0,1,22,44,39,705,618,'Grade 3'
'Medial Femur of G3_13.jpg',427,763,710,51,1289,31,44,46,1788,88,73,3,54,82,67,67,1485,3,87,2,1,39,38,1,70,61,32,906,0,2,0,26,44,44,762,615,'Grade 3'
'Medial Femur of G3_14.jpg',333,659,659,58,1430,25,33,36,1990,78,79,2,59,63,46,50,1677,1,70,2,0,19,21,4,56,59,32,947,0,0,1,15,33,33,657,574,'Grade 3'
'Medial Femur of G3_15.jpg',252,590,577,44,1441,21,27,22,2716,54,43,2,18,58,35,45,1801,0,34,0,0,26,23,1,41,40,29,826,0,0,1,6,22,38,581,387,'Grade 3'
'Medial Femur of G3_16.jpg',309,609,638,46,1465,20,29,33,2020,68,63,1,48,61,41,56,1727,0,75,4,1,33,27,0,55,51,42,1049,0,0,0,15,36,32,591,556,'Grade 3'
'Medial Femur of G3_17.jpg',382,646,703,75,1440,25,59,38,1950,55,77,1,52,61,50,45,1655,3,63,2,0,27,26,5,53,65,43,926,0,1,0,22,27,37,669,518,'Grade 3'
'Medial Femur of G3_18.jpg',235,551,522,63,1466,17,36,36,2399,72,46,1,55,47,36,52,1834,0,46,0,1,33,22,1,37,46,32,979,0,0,3,20,40,26,553,494,'Grade 3'
'Medial Femur of G3_19.jpg',230,600,506,62,1383,19,36,24,2395,80,61,4,53,49,33,54,1826,0,56,1,1,25,9,0,43,49,26,954,0,1,0,20,31,22,612,536,'Grade 3'
'Medial Femur of G3_2.jpg',318,712,614,52,1318,19,36,43,2078,95,55,7,43,85,43,61,1701,1,55,1,1,28,22,1,51,49,34,959,0,1,2,19,37,41,668,551,'Grade 3'
'Medial Femur of G3_20.jpg',293,516,626,49,1484,16,21,30,2459,54,44,2,46,52,38,49,1849,2,55,0,1,16,29,0,51,38,37,882,0,0,2,24,30,27,535,444,'Grade 3'
'Medial Femur of G3_21.jpg',418,721,725,61,1366,32,57,38,1770,53,65,4,63,67,69,49,1563,1,76,0,2,48,30,1,62,64,43,956,0,0,3,29,43,41,657,624,'Grade 3'
'Medial Femur of G3_22.jpg',264,536,535,55,1498,17,32,36,2152,72,63,2,60,45,33,56,1745,1,54,0,1,24,22,1,43,50,38,1088,0,1,2,17,38,36,624,560,'Grade 3'
'Medial Femur of G3_23.jpg',670,1097,681,97,933,55,78,58,1087,120,96,3,70,93,61,72,969,1,86,6,10,69,33,5,91,86,78,828,0,3,7,57,81,65,1098,957,'Grade 3'
'Medial Femur of G3_24.jpg',253,494,624,28,1471,21,35,22,2677,56,62,0,43,42,41,40,1860,1,47,1,0,20,18,2,39,40,26,824,0,1,0,16,32,28,507,430,'Grade 3'
'Medial Femur of G3_25.jpg',324,640,610,73,1449,19,35,29,2061,79,54,3,58,64,46,50,1702,0,66,0,0,29,32,1,61,50,33,975,0,3,0,13,38,27,626,551,'Grade 3'
'Medial Femur of G3_26.jpg',342,652,661,49,1475,22,31,48,2051,58,59,7,55,67,44,58,1646,0,78,1,0,31,24,0,48,43,31,971,0,0,1,24,31,23,643,527,'Grade 3'
'Medial Femur of G3_27.jpg',369,669,659,68,1440,33,39,38,1814,94,90,3,59,65,52,57,1622,1,75,0,2,41,31,2,53,54,38,952,0,0,2,23,37,40,654,625,'Grade 3'
'Medial Femur of G3_28.jpg',391,681,644,87,1327,27,51,47,1722,72,76,4,63,77,68,65,1699,0,71,1,2,28,28,3,68,70,58,947,0,1,1,27,44,42,675,634,'Grade 3'
'Medial Femur of G3_29.jpg',390,780,586,85,1230,29,35,46,1997,127,66,5,42,61,51,64,1516,0,50,1,1,48,30,1,41,55,43,937,0,0,0,20,43,50,780,591,'Grade 3'
'Medial Femur of G3_3.jpg',348,660,620,66,1394,33,59,30,1984,72,72,2,60,49,42,50,1629,2,58,0,2,35,36,3,44,73,32,990,0,1,1,23,52,26,656,597,'Grade 3'
'Medial Femur of G3_30.jpg',241,543,553,57,1479,19,42,34,2361,72,71,4,43,47,46,55,1894,0,33,0,0,31,17,0,46,40,35,956,0,1,2,9,31,27,546,466,'Grade 3'
'Medial Femur of G3_31.jpg',272,601,554,70,1408,19,39,36,2148,84,56,6,49,54,54,52,1800,1,47,1,1,37,28,3,52,45,31,973,0,1,1,18,39,29,599,593,'Grade 3'
'Medial Femur of G3_32.jpg',428,910,557,87,1205,32,39,57,1599,113,75,5,67,75,51,59,1495,0,98,1,3,36,29,2,72,68,46,872,0,3,5,25,52,47,858,730,'Grade 3'
'Medial Femur of G3_33.jpg',352,665,670,75,1414,17,35,29,1841,79,66,1,60,71,56,47,1718,1,68,0,0,34,30,3,56,72,44,1013,0,0,0,20,34,28,618,584,'Grade 3'
'Medial Femur of G3_34.jpg',395,773,604,63,1268,43,36,47,2002,79,74,2,61,71,54,50,1591,0,71,3,2,34,22,5,66,53,34,893,0,1,2,19,50,41,701,591,'Grade 3'
'Medial Femur of G3_35.jpg',371,789,612,88,1277,31,45,46,1900,72,68,1,71,79,63,59,1491,1,65,4,2,40,25,2,58,72,41,961,0,0,2,26,40,35,714,650,'Grade 3'
'Medial Femur of G3_36.jpg',382,685,688,65,1320,31,38,37,1751,89,80,8,74,74,58,49,1680,1,65,3,2,35,28,2,57,68,34,984,0,0,5,29,37,41,688,613,'Grade 3'
'Medial Femur of G3_37.jpg',374,730,628,57,1305,21,35,34,1982,92,85,5,52,76,71,40,1661,0,59,2,0,30,32,0,47,53,31,978,0,2,2,20,33,47,661,556,'Grade 3'
'Medial Femur of G3_38.jpg',342,731,613,70,1329,26,38,30,1859,91,59,2,70,74,44,66,1708,3,68,1,0,31,12,1,62,61,49,1030,0,1,0,14,43,35,644,594,'Grade 3'
'Medial Femur of G3_39.jpg',361,696,675,66,1364,26,32,37,2156,96,63,1,30,58,53,30,1608,3,59,1,1,31,35,2,57,68,30,870,0,1,2,27,37,41,661,523,'Grade 3'
'Medial Femur of G3_4.jpg',388,771,667,73,1304,30,51,48,1799,92,80,7,42,68,55,53,1596,2,88,2,1,32,35,2,54,70,53,970,0,0,5,31,52,40,686,653,'Grade 3'
'Medial Femur of G3_40.jpg',334,657,635,44,1456,19,26,35,2174,85,77,1,34,76,39,61,1665,0,59,0,0,29,29,1,69,51,28,891,0,1,0,29,25,32,625,514,'Grade 3'
'Medial Femur of G3_41.jpg',390,743,667,69,1324,22,55,40,1947,93,84,5,55,63,55,41,1552,0,74,3,0,38,26,2,47,62,26,949,0,2,0,19,46,44,690,568,'Grade 3'
'Medial Femur of G3_42.jpg',407,742,663,59,1298,45,39,35,1942,100,57,7,60,86,46,53,1577,1,82,1,0,39,21,0,79,54,41,889,0,0,1,26,24,41,740,546,'Grade 3'
'Medial Femur of G3_43.jpg',327,754,573,57,1285,27,32,26,2414,110,56,1,51,67,42,36,1620,1,38,1,0,28,29,2,42,41,29,788,0,1,0,23,29,41,739,491,'Grade 3'
'Medial Femur of G3_44.jpg',385,693,694,71,1374,24,43,35,1863,83,80,2,50,66,54,64,1628,0,92,1,2,31,35,1,58,65,30,1021,0,0,0,18,37,40,665,595,'Grade 3'
'Medial Femur of G3_5.jpg',360,655,654,66,1375,24,30,50,1976,89,81,1,43,65,56,55,1648,0,65,3,2,36,33,1,48,82,38,933,0,1,0,22,42,30,666,571,'Grade 3'
'Medial Femur of G3_6.jpg',357,763,578,58,1316,28,34,38,1960,97,63,8,59,82,63,48,1568,0,62,3,0,41,24,4,53,57,41,930,0,0,1,25,56,53,728,603,'Grade 3'
'Medial Femur of G3_7.jpg',411,835,647,81,1263,34,47,36,1671,105,80,2,57,63,65,59,1486,0,65,0,1,43,43,0,76,82,44,990,0,1,5,29,39,44,739,658,'Grade 3'
'Medial Femur of G3_8.jpg',439,756,774,57,1224,38,56,35,1873,80,99,2,49,87,50,42,1481,1,60,1,2,42,44,3,50,64,51,873,0,0,0,26,37,46,769,590,'Grade 3'
'Medial Femur of G3_9.jpg',391,714,754,59,1412,31,36,48,1967,71,61,4,44,70,50,35,1547,1,60,0,0,40,33,1,54,62,45,899,0,0,2,24,34,38,668,546,'Grade 3'
