@relation 'LBP_ri Femur Literal ROI '

@attribute File {'Literal Femur of Normal_1.jpg','Literal Femur of Normal_10.jpg','Literal Femur of Normal_11.jpg','Literal Femur of Normal_12.jpg','Literal Femur of Normal_13.jpg','Literal Femur of Normal_14.jpg','Literal Femur of Normal_15.jpg','Literal Femur of Normal_16.jpg','Literal Femur of Normal_17.jpg','Literal Femur of Normal_18.jpg','Literal Femur of Normal_19.jpg','Literal Femur of Normal_2.jpg','Literal Femur of Normal_20.jpg','Literal Femur of Normal_21.jpg','Literal Femur of Normal_22.jpg','Literal Femur of Normal_23.jpg','Literal Femur of Normal_24.jpg','Literal Femur of Normal_25.jpg','Literal Femur of Normal_26.jpg','Literal Femur of Normal_27.jpg','Literal Femur of Normal_28.jpg','Literal Femur of Normal_29.jpg','Literal Femur of Normal_3.jpg','Literal Femur of Normal_30.jpg','Literal Femur of Normal_31.jpg','Literal Femur of Normal_32.jpg','Literal Femur of Normal_33.jpg','Literal Femur of Normal_34.jpg','Literal Femur of Normal_35.jpg','Literal Femur of Normal_36.jpg','Literal Femur of Normal_37.jpg','Literal Femur of Normal_38.jpg','Literal Femur of Normal_39.jpg','Literal Femur of Normal_4.jpg','Literal Femur of Normal_40.jpg','Literal Femur of Normal_41.jpg','Literal Femur of Normal_42.jpg','Literal Femur of Normal_43.jpg','Literal Femur of Normal_44.jpg','Literal Femur of Normal_45.jpg','Literal Femur of Normal_46.jpg','Literal Femur of Normal_47.jpg','Literal Femur of Normal_48.jpg','Literal Femur of Normal_49.jpg','Literal Femur of Normal_5.jpg','Literal Femur of Normal_50.jpg','Literal Femur of Normal_51.jpg','Literal Femur of Normal_52.jpg','Literal Femur of Normal_53.jpg','Literal Femur of Normal_54.jpg','Literal Femur of Normal_55.jpg','Literal Femur of Normal_56.jpg','Literal Femur of Normal_57.jpg','Literal Femur of Normal_58.jpg','Literal Femur of Normal_59.jpg','Literal Femur of Normal_6.jpg','Literal Femur of Normal_60.jpg','Literal Femur of Normal_61.jpg','Literal Femur of Normal_62.jpg','Literal Femur of Normal_63.jpg','Literal Femur of Normal_7.jpg','Literal Femur of Normal_8.jpg','Literal Femur of Normal_9.jpg','Literal Femur of OA_1.jpg','Literal Femur of OA_10.jpg','Literal Femur of OA_11.jpg','Literal Femur of OA_12.jpg','Literal Femur of OA_13.jpg','Literal Femur of OA_14.jpg','Literal Femur of OA_15.jpg','Literal Femur of OA_16.jpg','Literal Femur of OA_17.jpg','Literal Femur of OA_18.jpg','Literal Femur of OA_19.jpg','Literal Femur of OA_2.jpg','Literal Femur of OA_20.jpg','Literal Femur of OA_21.jpg','Literal Femur of OA_22.jpg','Literal Femur of OA_23.jpg','Literal Femur of OA_24.jpg','Literal Femur of OA_25.jpg','Literal Femur of OA_26.jpg','Literal Femur of OA_27.jpg','Literal Femur of OA_28.jpg','Literal Femur of OA_29.jpg','Literal Femur of OA_3.jpg','Literal Femur of OA_30.jpg','Literal Femur of OA_31.jpg','Literal Femur of OA_32.jpg','Literal Femur of OA_33.jpg','Literal Femur of OA_34.jpg','Literal Femur of OA_35.jpg','Literal Femur of OA_36.jpg','Literal Femur of OA_37.jpg','Literal Femur of OA_38.jpg','Literal Femur of OA_39.jpg','Literal Femur of OA_4.jpg','Literal Femur of OA_40.jpg','Literal Femur of OA_41.jpg','Literal Femur of OA_42.jpg','Literal Femur of OA_43.jpg','Literal Femur of OA_44.jpg','Literal Femur of OA_45.jpg','Literal Femur of OA_46.jpg','Literal Femur of OA_47.jpg','Literal Femur of OA_48.jpg','Literal Femur of OA_49.jpg','Literal Femur of OA_5.jpg','Literal Femur of OA_50.jpg','Literal Femur of OA_51.jpg','Literal Femur of OA_52.jpg','Literal Femur of OA_53.jpg','Literal Femur of OA_54.jpg','Literal Femur of OA_55.jpg','Literal Femur of OA_56.jpg','Literal Femur of OA_57.jpg','Literal Femur of OA_58.jpg','Literal Femur of OA_59.jpg','Literal Femur of OA_6.jpg','Literal Femur of OA_60.jpg','Literal Femur of OA_61.jpg','Literal Femur of OA_62.jpg','Literal Femur of OA_63.jpg','Literal Femur of OA_64.jpg','Literal Femur of OA_65.jpg','Literal Femur of OA_66.jpg','Literal Femur of OA_67.jpg','Literal Femur of OA_68.jpg','Literal Femur of OA_7.jpg','Literal Femur of OA_8.jpg','Literal Femur of OA_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {Nor,OA}

@data
'Literal Femur of Normal_35.jpg',487,829,672,90,1234,29,53,51,1443,124,73,2,57,82,71,62,1426,0,92,1,0,48,29,3,82,77,39,988,0,2,0,38,40,54,844,679,Nor
'Literal Femur of Normal_36.jpg',366,783,621,65,1316,21,41,31,2012,96,56,2,55,78,48,49,1667,1,55,1,0,39,37,0,58,59,29,908,0,0,1,18,31,33,701,523,Nor
'Literal Femur of Normal_37.jpg',456,853,660,67,1254,32,48,33,1559,116,71,2,72,90,56,44,1408,0,69,1,1,43,48,3,79,70,45,996,0,2,0,23,47,59,822,672,Nor
'Literal Femur of Normal_38.jpg',399,715,644,74,1292,26,37,53,1864,76,62,6,49,83,59,64,1614,2,64,0,3,37,34,0,53,65,40,1036,0,1,0,26,48,33,667,575,Nor
'Literal Femur of Normal_39.jpg',382,716,667,73,1363,24,48,43,1663,73,68,4,63,58,69,73,1600,2,71,0,0,41,35,0,89,75,47,1002,0,1,1,19,38,43,700,650,Nor
'Literal Femur of Normal_4.jpg',274,719,499,73,1281,29,26,34,1993,125,65,4,73,41,45,66,1704,1,68,1,0,31,20,3,62,46,34,958,0,2,1,21,53,33,778,638,Nor
'Literal Femur of Normal_40.jpg',383,748,658,76,1327,28,28,33,1668,86,84,4,70,72,57,49,1663,2,61,2,0,53,37,4,64,60,42,990,0,2,1,25,56,43,705,620,Nor
'Literal Femur of Normal_41.jpg',398,735,672,50,1393,31,41,46,1776,73,60,4,53,75,47,56,1603,1,83,2,0,35,44,2,60,44,42,1026,0,1,1,23,44,32,676,572,Nor
'Literal Femur of Normal_42.jpg',445,820,672,84,1255,35,58,47,1517,94,84,5,59,75,74,56,1449,4,58,1,4,50,38,3,66,72,49,1022,0,1,6,27,42,50,766,713,Nor
'Literal Femur of Normal_43.jpg',372,678,641,57,1385,37,59,29,2015,90,75,4,48,56,61,57,1692,0,47,1,1,27,41,0,71,55,35,927,0,0,1,18,31,31,635,524,Nor
'Literal Femur of Normal_44.jpg',350,690,672,79,1323,29,38,34,1931,90,56,3,54,71,45,48,1709,1,62,3,2,47,24,1,52,60,41,1009,0,0,1,22,39,22,657,536,Nor
'Literal Femur of Normal_45.jpg',349,700,647,79,1350,28,43,42,1860,86,75,6,64,62,50,65,1688,1,70,0,1,33,22,1,61,58,28,1014,0,2,1,22,41,25,651,576,Nor
'Literal Femur of Normal_46.jpg',357,703,627,70,1379,32,57,51,1801,67,79,4,76,57,54,57,1680,0,66,1,2,46,37,0,54,67,44,999,0,3,2,26,38,19,648,598,Nor
'Literal Femur of Normal_47.jpg',363,721,673,99,1296,32,40,51,1538,83,68,5,70,71,57,74,1542,3,83,3,1,30,26,2,83,93,41,1083,1,2,2,26,50,41,730,718,Nor
'Literal Femur of Normal_48.jpg',378,711,661,51,1408,33,33,43,1761,69,73,6,68,67,63,64,1634,0,64,2,2,35,34,1,65,59,35,1032,0,0,0,23,28,36,686,576,Nor
'Literal Femur of Normal_49.jpg',415,768,646,63,1320,28,41,45,1839,101,69,4,56,78,57,49,1523,0,63,1,2,39,30,2,82,65,41,912,0,1,0,27,41,39,735,619,Nor
'Literal Femur of Normal_5.jpg',471,975,610,101,1097,29,44,44,1390,140,78,7,66,87,59,80,1329,2,71,2,2,48,25,3,74,64,46,913,0,1,4,28,60,78,972,801,Nor
'Literal Femur of Normal_50.jpg',422,781,667,61,1272,33,38,63,1714,79,71,3,72,75,52,56,1561,0,69,0,1,50,34,1,67,57,39,991,0,4,0,30,49,34,728,627,Nor
'Literal Femur of Normal_51.jpg',339,771,567,79,1276,30,36,37,1811,114,53,5,74,78,52,69,1584,3,60,0,3,46,25,2,51,58,46,1034,0,2,1,16,52,48,812,666,Nor
'Literal Femur of Normal_52.jpg',393,704,648,80,1281,37,35,36,1709,110,69,9,70,86,61,65,1685,1,56,2,1,37,26,1,64,54,35,1013,0,1,3,19,41,37,744,588,Nor
'Literal Femur of Normal_53.jpg',591,1015,663,98,1036,57,77,64,1167,127,73,7,61,95,54,60,1123,5,94,6,4,60,38,3,89,72,44,995,0,0,5,42,63,57,1002,854,Nor
'Literal Femur of Normal_54.jpg',378,678,676,65,1416,23,36,38,1721,82,73,2,80,73,53,72,1691,0,58,1,0,26,40,0,53,59,32,1003,0,1,3,26,45,43,640,614,Nor
'Literal Femur of Normal_55.jpg',527,944,691,88,1111,48,61,53,1146,129,93,4,60,90,81,68,1285,3,82,2,4,32,49,5,94,84,50,940,0,2,3,39,64,61,980,828,Nor
'Literal Femur of Normal_56.jpg',412,854,579,88,1181,37,57,47,1441,140,67,7,67,78,69,67,1417,4,81,2,0,53,29,2,68,71,54,983,0,2,1,28,64,44,885,822,Nor
'Literal Femur of Normal_57.jpg',710,1103,642,87,912,85,55,91,1047,130,99,7,73,94,78,81,1046,6,87,4,5,65,44,6,92,84,71,828,0,5,5,61,98,75,1035,890,Nor
'Literal Femur of Normal_58.jpg',369,761,591,80,1219,34,37,46,1975,98,62,3,58,70,59,56,1672,1,87,0,2,40,26,3,57,62,34,902,0,2,2,23,50,38,697,585,Nor
'Literal Femur of Normal_59.jpg',534,1017,622,86,1092,39,68,49,1309,126,95,5,58,74,68,58,1236,5,73,6,4,47,29,2,78,75,47,952,0,1,5,25,64,62,1026,764,Nor
'Literal Femur of Normal_6.jpg',390,758,625,75,1322,22,55,46,1749,79,80,3,57,74,55,48,1577,2,67,4,1,41,35,1,71,59,37,1067,0,1,0,19,43,38,672,628,Nor
'Literal Femur of Normal_60.jpg',422,747,698,79,1321,33,39,42,1631,94,73,0,62,76,58,60,1573,1,66,1,2,49,33,1,62,60,38,1014,0,0,1,19,42,38,769,597,Nor
'Literal Femur of Normal_61.jpg',385,750,658,77,1347,25,40,40,1536,75,73,4,59,80,55,63,1559,6,74,2,2,42,38,2,71,72,51,1065,0,2,1,21,56,41,746,683,Nor
'Literal Femur of Normal_62.jpg',318,664,599,64,1412,23,39,35,1975,83,66,5,65,55,42,52,1706,1,67,2,1,33,26,1,58,49,28,991,1,1,4,18,43,31,654,589,Nor
'Literal Femur of Normal_63.jpg',427,734,726,89,1286,34,27,48,1488,89,67,3,57,106,62,70,1565,1,73,1,3,30,34,3,68,78,52,1043,0,1,2,18,43,42,754,677,Nor
'Literal Femur of Normal_7.jpg',404,845,591,80,1180,30,33,52,1875,127,71,1,52,72,46,53,1520,0,60,4,1,33,19,3,64,57,43,940,0,0,2,18,40,62,774,649,Nor
'Literal Femur of Normal_8.jpg',386,788,688,75,1232,29,40,47,1744,95,72,4,61,80,58,74,1615,1,55,2,1,44,37,0,58,57,38,963,0,0,2,29,42,38,738,608,Nor
'Literal Femur of Normal_9.jpg',457,787,699,60,1282,25,47,49,1533,88,95,6,57,77,65,65,1507,0,70,0,1,47,43,3,77,71,43,984,0,2,2,28,40,41,772,678,Nor
'Literal Femur of OA_1.jpg',337,712,641,85,1310,27,50,35,1809,98,75,8,70,62,43,64,1603,3,56,0,0,35,31,3,60,44,29,1047,0,1,0,28,55,18,737,625,OA
'Literal Femur of OA_10.jpg',277,621,589,60,1445,24,31,40,1932,73,48,1,59,71,46,63,1832,4,63,0,1,35,31,0,67,57,39,1007,0,0,0,16,42,31,601,595,OA
'Literal Femur of OA_11.jpg',561,847,697,62,1140,46,75,38,1595,83,106,4,56,58,57,61,1472,3,71,2,2,42,46,2,68,77,43,924,0,3,0,34,40,53,821,612,OA
'Literal Femur of OA_12.jpg',408,638,684,76,1420,19,49,43,1826,66,75,5,55,79,45,52,1629,1,84,2,0,39,34,1,77,64,33,998,0,1,2,32,38,34,613,579,OA
'Literal Femur of OA_13.jpg',319,654,625,72,1387,27,63,39,1966,76,82,4,70,55,51,54,1678,0,57,1,0,34,32,3,52,54,37,996,0,2,1,18,43,23,655,571,OA
'Literal Femur of OA_14.jpg',431,811,755,48,1300,37,52,39,1827,74,76,2,57,82,61,35,1450,1,65,2,3,40,36,1,67,72,40,891,0,2,0,32,49,40,741,582,OA
'Literal Femur of OA_15.jpg',357,736,562,79,1247,29,57,49,1909,111,81,8,63,71,41,50,1662,1,57,2,2,32,26,0,53,63,40,959,0,1,1,20,55,39,694,644,OA
'Literal Femur of OA_16.jpg',468,807,731,76,1257,42,46,40,1575,78,64,3,60,83,75,63,1511,2,79,3,1,50,41,5,59,67,60,949,0,2,1,29,50,37,745,642,OA
'Literal Femur of OA_17.jpg',334,603,688,57,1504,24,21,37,2175,56,50,2,41,59,49,31,1730,0,76,1,1,47,24,4,56,49,33,890,0,0,1,26,31,38,567,496,OA
'Literal Femur of OA_18.jpg',450,749,728,61,1333,41,53,52,1686,86,71,2,62,79,62,62,1470,2,57,1,3,40,34,2,72,63,39,946,0,3,1,35,40,42,759,615,OA
'Literal Femur of OA_19.jpg',408,714,651,87,1282,31,39,47,1804,78,52,3,51,62,62,74,1670,2,56,1,1,36,51,2,65,57,45,985,0,1,2,21,44,25,682,610,OA
'Literal Femur of OA_2.jpg',287,655,547,70,1356,13,43,36,1948,81,72,8,68,60,55,74,1814,0,64,0,2,34,27,1,49,41,39,1037,0,3,0,20,25,25,692,555,OA
'Literal Femur of OA_20.jpg',344,676,705,77,1420,30,39,46,1784,65,69,2,52,53,44,51,1669,1,70,1,0,41,35,5,67,62,33,1011,0,1,2,26,37,34,667,582,OA
'Literal Femur of OA_21.jpg',565,1701,561,37,712,17,22,14,865,468,73,2,38,88,41,44,772,0,53,0,0,23,13,0,83,58,21,615,0,1,1,9,24,281,1773,826,OA
'Literal Femur of OA_22.jpg',585,852,705,98,1196,33,51,68,1325,102,83,4,54,97,74,64,1289,1,78,3,4,42,43,3,78,78,39,981,0,2,4,47,61,63,871,723,OA
'Literal Femur of OA_23.jpg',421,740,668,71,1258,35,58,44,1685,86,77,3,61,77,46,70,1549,3,76,1,1,48,35,1,91,64,43,1043,0,0,2,25,44,25,709,641,OA
'Literal Femur of OA_24.jpg',345,730,637,80,1334,22,52,31,1733,109,72,4,82,69,39,65,1499,3,70,2,0,33,42,0,50,76,41,1003,1,1,1,15,53,38,770,699,OA
'Literal Femur of OA_25.jpg',425,755,706,64,1282,26,36,36,1914,92,77,5,53,83,48,49,1541,1,43,2,1,36,38,1,63,60,41,976,0,0,1,29,35,51,695,536,OA
'Literal Femur of OA_26.jpg',296,538,613,74,1514,17,38,35,2142,64,44,2,60,63,42,57,1800,0,56,0,0,33,26,1,65,47,35,999,0,0,1,23,29,19,573,495,OA
'Literal Femur of OA_27.jpg',286,591,630,47,1424,32,37,28,2214,59,54,2,49,57,37,66,1859,0,54,3,1,38,23,2,53,41,28,923,0,2,1,18,34,26,573,509,OA
'Literal Femur of OA_28.jpg',451,771,699,77,1364,32,50,55,1660,70,63,3,55,80,48,69,1407,1,68,2,2,28,31,0,70,66,49,997,0,3,8,39,51,42,744,646,OA
'Literal Femur of OA_29.jpg',236,533,623,69,1523,15,32,44,2318,74,49,2,49,38,43,60,1826,0,49,1,0,29,21,0,57,39,33,916,0,0,1,17,33,18,567,486,OA
'Literal Femur of OA_3.jpg',307,634,539,77,1405,23,57,42,1823,82,71,5,80,72,42,54,1747,0,63,1,1,35,34,0,65,55,38,1065,0,1,1,19,32,28,668,635,OA
