@relation 'LBP_ri Medial Tibia ROI '

@attribute File {'Medial Tibia of G1_1.jpg','Medial Tibia of G1_10.jpg','Medial Tibia of G1_11.jpg','Medial Tibia of G1_12.jpg','Medial Tibia of G1_13.jpg','Medial Tibia of G1_14.jpg','Medial Tibia of G1_15.jpg','Medial Tibia of G1_16.jpg','Medial Tibia of G1_17.jpg','Medial Tibia of G1_18.jpg','Medial Tibia of G1_2.jpg','Medial Tibia of G1_3.jpg','Medial Tibia of G1_4.jpg','Medial Tibia of G1_5.jpg','Medial Tibia of G1_6.jpg','Medial Tibia of G1_7.jpg','Medial Tibia of G1_8.jpg','Medial Tibia of G1_9.jpg','Medial Tibia of G2_1.jpg','Medial Tibia of G2_10.jpg','Medial Tibia of G2_11.jpg','Medial Tibia of G2_12.jpg','Medial Tibia of G2_13.jpg','Medial Tibia of G2_14.jpg','Medial Tibia of G2_15.jpg','Medial Tibia of G2_16.jpg','Medial Tibia of G2_17.jpg','Medial Tibia of G2_18.jpg','Medial Tibia of G2_19.jpg','Medial Tibia of G2_2.jpg','Medial Tibia of G2_20.jpg','Medial Tibia of G2_21.jpg','Medial Tibia of G2_3.jpg','Medial Tibia of G2_4.jpg','Medial Tibia of G2_5.jpg','Medial Tibia of G2_6.jpg','Medial Tibia of G2_7.jpg','Medial Tibia of G2_8.jpg','Medial Tibia of G2_9.jpg','Medial Tibia of G3_1.jpg','Medial Tibia of G3_10.jpg','Medial Tibia of G3_11.jpg','Medial Tibia of G3_12.jpg','Medial Tibia of G3_13.jpg','Medial Tibia of G3_14.jpg','Medial Tibia of G3_15.jpg','Medial Tibia of G3_16.jpg','Medial Tibia of G3_17.jpg','Medial Tibia of G3_18.jpg','Medial Tibia of G3_19.jpg','Medial Tibia of G3_2.jpg','Medial Tibia of G3_20.jpg','Medial Tibia of G3_21.jpg','Medial Tibia of G3_22.jpg','Medial Tibia of G3_23.jpg','Medial Tibia of G3_24.jpg','Medial Tibia of G3_25.jpg','Medial Tibia of G3_26.jpg','Medial Tibia of G3_27.jpg','Medial Tibia of G3_28.jpg','Medial Tibia of G3_29.jpg','Medial Tibia of G3_3.jpg','Medial Tibia of G3_30.jpg','Medial Tibia of G3_31.jpg','Medial Tibia of G3_32.jpg','Medial Tibia of G3_33.jpg','Medial Tibia of G3_34.jpg','Medial Tibia of G3_35.jpg','Medial Tibia of G3_36.jpg','Medial Tibia of G3_37.jpg','Medial Tibia of G3_38.jpg','Medial Tibia of G3_39.jpg','Medial Tibia of G3_4.jpg','Medial Tibia of G3_40.jpg','Medial Tibia of G3_41.jpg','Medial Tibia of G3_42.jpg','Medial Tibia of G3_43.jpg','Medial Tibia of G3_44.jpg','Medial Tibia of G3_5.jpg','Medial Tibia of G3_6.jpg','Medial Tibia of G3_7.jpg','Medial Tibia of G3_8.jpg','Medial Tibia of G3_9.jpg','Medial Tibia of G4_1.jpg','Medial Tibia of G4_2.jpg','Medial Tibia of G4_3.jpg','Medial Tibia of G4_4.jpg','Medial Tibia of G4_5.jpg','Medial Tibia of G4_6.jpg','Medial Tibia of G4_7.jpg','Medial Tibia of G4_8.jpg','Medial Tibia of Nor_1.jpg','Medial Tibia of Nor_10.jpg','Medial Tibia of Nor_11.jpg','Medial Tibia of Nor_12.jpg','Medial Tibia of Nor_13.jpg','Medial Tibia of Nor_14.jpg','Medial Tibia of Nor_15.jpg','Medial Tibia of Nor_16.jpg','Medial Tibia of Nor_17.jpg','Medial Tibia of Nor_18.jpg','Medial Tibia of Nor_19.jpg','Medial Tibia of Nor_2.jpg','Medial Tibia of Nor_20.jpg','Medial Tibia of Nor_21.jpg','Medial Tibia of Nor_22.jpg','Medial Tibia of Nor_23.jpg','Medial Tibia of Nor_24.jpg','Medial Tibia of Nor_25.jpg','Medial Tibia of Nor_26.jpg','Medial Tibia of Nor_27.jpg','Medial Tibia of Nor_28.jpg','Medial Tibia of Nor_29.jpg','Medial Tibia of Nor_3.jpg','Medial Tibia of Nor_30.jpg','Medial Tibia of Nor_31.jpg','Medial Tibia of Nor_32.jpg','Medial Tibia of Nor_33.jpg','Medial Tibia of Nor_34.jpg','Medial Tibia of Nor_35.jpg','Medial Tibia of Nor_36.jpg','Medial Tibia of Nor_37.jpg','Medial Tibia of Nor_38.jpg','Medial Tibia of Nor_39.jpg','Medial Tibia of Nor_4.jpg','Medial Tibia of Nor_5.jpg','Medial Tibia of Nor_6.jpg','Medial Tibia of Nor_7.jpg','Medial Tibia of Nor_8.jpg','Medial Tibia of Nor_9.jpg'}
@attribute LBP_ri_1 numeric
@attribute LBP_ri_2 numeric
@attribute LBP_ri_3 numeric
@attribute LBP_ri_4 numeric
@attribute LBP_ri_5 numeric
@attribute LBP_ri_6 numeric
@attribute LBP_ri_7 numeric
@attribute LBP_ri_8 numeric
@attribute LBP_ri_9 numeric
@attribute LBP_ri_10 numeric
@attribute LBP_ri_11 numeric
@attribute LBP_ri_12 numeric
@attribute LBP_ri_13 numeric
@attribute LBP_ri_14 numeric
@attribute LBP_ri_15 numeric
@attribute LBP_ri_16 numeric
@attribute LBP_ri_17 numeric
@attribute LBP_ri_18 numeric
@attribute LBP_ri_19 numeric
@attribute LBP_ri_20 numeric
@attribute LBP_ri_21 numeric
@attribute LBP_ri_22 numeric
@attribute LBP_ri_23 numeric
@attribute LBP_ri_24 numeric
@attribute LBP_ri_25 numeric
@attribute LBP_ri_26 numeric
@attribute LBP_ri_27 numeric
@attribute LBP_ri_28 numeric
@attribute LBP_ri_29 numeric
@attribute LBP_ri_30 numeric
@attribute LBP_ri_31 numeric
@attribute LBP_ri_32 numeric
@attribute LBP_ri_33 numeric
@attribute LBP_ri_34 numeric
@attribute LBP_ri_35 numeric
@attribute LBP_ri_36 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Tibia of G2_19.jpg',399,777,666,63,1352,28,40,62,1774,74,68,5,50,91,39,86,1457,2,62,1,0,54,38,0,68,67,31,957,0,0,0,37,58,43,713,639,'Grade 2'
'Medial Tibia of G2_2.jpg',385,788,670,73,1228,25,42,51,1900,75,60,3,49,69,64,77,1527,2,61,2,1,35,33,0,64,77,39,967,0,1,3,22,43,37,742,586,'Grade 2'
'Medial Tibia of G2_20.jpg',427,752,659,74,1327,40,36,44,1774,85,72,4,51,100,46,78,1472,2,66,4,0,41,31,4,75,69,40,934,0,0,2,25,32,32,786,617,'Grade 2'
'Medial Tibia of G2_21.jpg',312,726,624,70,1252,29,31,55,2118,75,48,2,54,76,55,65,1617,0,60,0,3,38,21,0,52,49,28,922,0,0,0,22,41,25,744,587,'Grade 2'
'Medial Tibia of G2_3.jpg',340,840,572,63,1291,26,43,33,2028,105,92,0,47,66,44,47,1509,1,45,1,1,50,33,0,57,52,26,878,0,2,2,20,40,54,816,577,'Grade 2'
'Medial Tibia of G2_4.jpg',203,468,543,51,1489,11,19,33,2592,73,29,1,35,63,29,57,1958,0,43,0,0,23,28,1,49,32,31,904,0,0,1,16,26,25,520,448,'Grade 2'
'Medial Tibia of G2_5.jpg',233,583,561,81,1392,22,29,52,2197,47,45,3,45,57,43,78,1816,2,63,1,0,33,33,0,42,47,32,1012,0,0,0,23,40,22,581,586,'Grade 2'
'Medial Tibia of G2_6.jpg',373,678,613,81,1347,35,32,47,1902,75,55,4,53,87,66,64,1573,1,56,3,0,34,34,0,58,55,30,996,0,1,0,17,38,46,738,609,'Grade 2'
'Medial Tibia of G2_7.jpg',391,707,687,64,1443,26,41,42,1845,62,56,2,41,89,67,49,1571,1,68,1,0,38,29,2,68,61,38,1000,0,2,4,25,34,25,685,537,'Grade 2'
'Medial Tibia of G2_8.jpg',583,1164,633,76,903,64,57,60,1288,150,99,10,74,97,72,45,982,4,80,6,5,58,28,2,88,69,56,841,0,2,5,40,105,80,1101,874,'Grade 2'
'Medial Tibia of G2_9.jpg',504,960,605,109,1108,38,45,49,1308,138,95,3,69,78,69,69,1295,1,84,3,6,48,38,8,95,71,56,905,0,2,4,27,71,64,963,813,'Grade 2'
'Medial Tibia of G3_1.jpg',297,697,597,66,1343,37,36,42,1967,117,42,5,44,67,39,80,1642,1,70,1,1,24,20,3,60,47,35,944,0,1,2,25,42,37,723,647,'Grade 3'
'Medial Tibia of G3_10.jpg',476,737,797,72,1264,43,43,53,1743,68,61,5,67,84,53,54,1458,1,64,0,0,45,42,3,77,57,49,891,0,1,1,31,52,38,768,603,'Grade 3'
'Medial Tibia of G3_11.jpg',264,562,592,54,1477,23,33,41,2354,59,46,4,37,64,47,63,1815,2,39,0,1,35,36,1,48,30,28,958,0,0,0,15,35,21,546,471,'Grade 3'
'Medial Tibia of G3_12.jpg',401,768,639,70,1297,25,31,65,1905,82,59,2,55,87,49,71,1487,1,58,2,3,43,31,0,76,53,50,911,0,0,0,21,52,30,767,610,'Grade 3'
'Medial Tibia of G3_13.jpg',404,757,639,70,1307,28,34,62,2048,94,49,1,43,80,30,59,1479,0,52,0,1,46,24,1,52,58,39,902,0,1,0,12,60,49,767,553,'Grade 3'
'Medial Tibia of G3_14.jpg',336,727,583,78,1412,25,23,58,1937,87,46,5,49,68,45,75,1619,1,50,2,3,37,38,2,49,58,31,969,0,2,1,14,49,40,692,590,'Grade 3'
'Medial Tibia of G3_15.jpg',221,597,575,47,1423,15,35,28,2387,79,50,7,46,38,35,48,1887,0,39,0,0,21,17,2,48,49,28,926,0,1,1,8,26,36,591,490,'Grade 3'
'Medial Tibia of G3_16.jpg',234,582,539,68,1466,18,32,29,2240,95,44,3,59,51,36,59,1822,2,65,0,0,26,26,1,46,49,34,964,0,0,0,7,32,27,604,541,'Grade 3'
'Medial Tibia of G3_17.jpg',394,714,705,64,1418,27,37,33,1720,89,58,4,60,82,55,58,1534,2,66,3,1,44,34,3,66,78,33,997,0,0,3,24,37,40,697,621,'Grade 3'
'Medial Tibia of G3_18.jpg',212,590,522,60,1427,21,32,33,2175,85,64,2,75,53,30,70,1821,0,54,2,0,22,17,1,43,48,30,996,0,0,2,15,37,28,628,606,'Grade 3'
'Medial Tibia of G3_19.jpg',196,555,508,57,1362,14,44,22,2289,84,66,2,71,37,45,42,1881,1,61,0,0,37,21,1,33,37,37,963,0,0,0,19,46,31,623,616,'Grade 3'
'Medial Tibia of G3_2.jpg',292,620,610,64,1442,22,34,44,2092,71,57,6,53,82,44,73,1698,0,39,1,3,31,28,3,50,54,35,959,0,0,1,16,36,26,641,574,'Grade 3'
'Medial Tibia of G3_20.jpg',264,547,567,48,1527,14,22,48,2464,41,46,3,48,44,44,51,1857,1,50,1,1,23,20,1,58,44,29,923,0,0,1,11,38,22,508,435,'Grade 3'
'Medial Tibia of G3_21.jpg',323,583,646,68,1458,25,29,37,2140,50,69,4,46,79,58,70,1746,1,59,2,0,34,22,2,53,52,36,926,0,1,1,9,34,21,595,522,'Grade 3'
'Medial Tibia of G3_22.jpg',249,578,519,67,1351,26,39,24,2141,71,71,5,77,52,39,57,1965,1,53,1,1,29,15,1,53,51,23,1029,0,2,0,20,34,28,563,566,'Grade 3'
'Medial Tibia of G3_23.jpg',618,1139,611,78,1012,62,75,59,1098,137,96,6,65,99,69,72,989,2,83,4,2,59,36,4,90,89,42,896,0,7,11,49,86,74,1074,908,'Grade 3'
'Medial Tibia of G3_24.jpg',258,551,586,72,1440,13,24,40,2462,69,45,2,46,43,38,58,1744,2,46,2,1,36,21,1,40,53,35,918,0,0,1,15,31,27,606,475,'Grade 3'
'Medial Tibia of G3_25.jpg',352,713,630,79,1388,19,38,48,1755,61,55,5,60,75,56,51,1632,3,79,3,1,39,36,1,55,57,33,1012,0,1,4,26,59,40,665,670,'Grade 3'
'Medial Tibia of G3_26.jpg',280,590,604,51,1462,19,21,31,2335,79,56,3,39,61,39,44,1796,1,52,1,0,29,31,1,61,54,38,878,0,0,0,18,42,27,555,503,'Grade 3'
'Medial Tibia of G3_27.jpg',325,642,682,68,1424,20,54,37,1915,81,80,5,73,55,41,49,1613,1,75,2,0,35,32,0,42,61,44,953,0,1,1,15,45,35,684,611,'Grade 3'
'Medial Tibia of G3_28.jpg',391,693,639,65,1340,33,30,37,1806,109,65,3,58,86,57,57,1620,0,70,1,0,49,26,1,72,50,34,999,0,0,1,22,43,34,679,631,'Grade 3'
'Medial Tibia of G3_29.jpg',390,762,691,73,1251,36,24,53,1955,71,68,1,59,76,55,77,1456,1,58,2,0,33,34,2,53,66,25,914,0,0,2,23,44,41,775,630,'Grade 3'
'Medial Tibia of G3_3.jpg',344,668,619,67,1317,24,56,52,1848,80,73,5,81,45,51,55,1706,2,68,0,1,39,29,5,48,68,43,955,0,1,1,37,56,31,703,623,'Grade 3'
'Medial Tibia of G3_30.jpg',246,590,510,68,1421,16,30,36,2106,84,41,4,59,60,40,61,1891,2,75,0,1,29,18,1,55,51,31,989,1,1,1,28,39,34,591,591,'Grade 3'
'Medial Tibia of G3_31.jpg',245,560,540,51,1471,22,37,41,2099,62,58,2,67,49,41,56,1856,1,52,3,0,39,18,1,59,50,35,1022,0,4,0,10,30,26,624,570,'Grade 3'
'Medial Tibia of G3_32.jpg',506,1018,580,90,1083,49,59,47,1345,158,79,3,69,67,68,62,1203,6,87,7,3,48,32,5,68,66,59,957,0,3,5,30,75,63,999,802,'Grade 3'
'Medial Tibia of G3_33.jpg',365,718,686,82,1356,38,36,38,1745,78,79,2,60,56,52,53,1630,1,76,4,0,40,27,1,69,60,36,990,0,0,2,28,58,37,659,639,'Grade 3'
'Medial Tibia of G3_34.jpg',369,778,578,72,1259,38,40,63,1949,89,62,1,55,65,52,68,1546,1,56,1,1,35,32,3,50,78,38,955,0,0,2,17,52,30,752,614,'Grade 3'
'Medial Tibia of G3_35.jpg',404,789,669,86,1233,33,48,41,1603,104,65,7,64,65,63,72,1433,2,64,4,1,29,27,2,81,70,43,1011,0,0,2,21,53,56,811,745,'Grade 3'
'Medial Tibia of G3_36.jpg',353,712,681,54,1388,21,40,45,1861,83,59,2,52,54,54,45,1632,1,58,3,2,36,22,2,88,64,35,950,0,1,2,25,33,41,706,596,'Grade 3'
'Medial Tibia of G3_37.jpg',345,697,601,75,1393,27,51,42,1901,83,64,7,49,73,51,58,1572,2,72,1,1,45,24,2,55,64,43,916,0,1,4,23,44,42,736,637,'Grade 3'
'Medial Tibia of G3_38.jpg',351,711,702,78,1318,34,38,49,1817,83,62,8,50,62,50,61,1527,0,71,1,1,34,33,5,74,65,43,1040,0,0,1,28,42,36,691,635,'Grade 3'
'Medial Tibia of G3_39.jpg',319,659,684,50,1431,17,32,35,2077,72,65,2,51,60,45,52,1624,0,66,3,1,32,31,0,55,67,39,979,0,0,0,26,39,33,609,546,'Grade 3'
'Medial Tibia of G3_4.jpg',384,755,670,83,1380,33,79,32,1785,91,78,5,68,51,59,51,1518,0,66,2,1,29,29,6,59,74,36,959,0,1,1,28,45,36,764,642,'Grade 3'
'Medial Tibia of G3_40.jpg',324,774,596,67,1310,21,28,47,1993,118,62,4,47,69,37,75,1564,0,64,0,1,32,23,0,59,40,29,959,0,3,0,23,37,37,770,588,'Grade 3'
'Medial Tibia of G3_41.jpg',399,712,670,87,1390,32,47,51,1676,72,90,3,68,58,54,47,1516,1,79,1,1,45,40,4,69,60,42,1025,0,2,3,31,51,33,700,642,'Grade 3'
'Medial Tibia of G3_42.jpg',405,674,734,73,1330,38,39,51,1868,75,55,2,56,79,66,72,1556,3,61,0,0,41,28,3,73,52,47,980,0,0,0,26,43,32,664,575,'Grade 3'
'Medial Tibia of G3_43.jpg',305,626,583,57,1364,29,33,46,2381,91,42,2,42,69,44,53,1603,1,54,3,0,38,31,1,39,46,33,920,0,1,0,16,50,36,630,532,'Grade 3'
'Medial Tibia of G3_44.jpg',342,692,685,62,1369,28,47,46,1786,82,75,2,68,69,52,59,1542,0,68,0,3,33,29,2,59,72,40,1024,0,1,1,22,53,31,710,647,'Grade 3'
'Medial Tibia of G3_5.jpg',356,752,675,74,1333,30,34,52,1959,57,54,0,52,74,58,66,1550,0,66,2,3,29,30,0,72,59,37,965,0,1,0,18,38,27,689,589,'Grade 3'
'Medial Tibia of G3_6.jpg',369,722,650,80,1376,34,48,46,1584,86,66,10,57,69,85,59,1516,0,64,3,2,36,36,2,70,92,34,1067,0,2,1,19,44,38,733,701,'Grade 3'
